股票代码,股票简称,总股本,流通股,总市值,流通市值,行业,上市时间
301622,C英思特,115931880.0,27488084.0,8831690618.400002,2094042239.1200001,电子元件,20241204
838670,恒进感应,134000000.0,66002900.0,2401280000.0,1182771968.0,专用设备,20220705
300786,国林科技,184015879.0,146701444.0,3117228990.26,2485122461.36,环保行业,20190723
688165,埃夫特-U,521780000.0,521780000.0,17568332600.0,17568332600.0,通用设备,20200715
300828,锐新科技,166594800.0,124744040.0,3017031828.0,2259114564.4,有色金属,20200421
300109,新开源,484700005.0,448338521.0,8627660089.0,7980425673.8,化学制品,20100825
301288,清研环境,108010000.0,47092924.0,2089993500.0000002,911248079.4000001,环保行业,20220422
300984,金沃股份,76801946.0,46038342.0,2857032391.2000003,1712626322.4,通用设备,20210618
300961,深水海纳,177280000.0,151034608.0,2201817600.0,1875849831.36,环保行业,20210330
920002,万达轴承,32502120.0,4750000.0,2870587238.3999996,419519999.99999994,通用设备,20240530
300474,景嘉微,522619223.0,326851512.0,48269111436.28,30188005648.32,电子元件,20160331
300179,四方达,485908830.0,376047335.0,6132169434.599999,4745717367.7,通用设备,20110215
300024,机器人,1565619950.0,1532791769.0,35132511678.0,34395847296.36,通用设备,20091030
688733,壹石通,199775190.0,199775190.0,5074289826.0,5074289826.0,非金属材料,20210817
301550,斯菱股份,110000000.0,54931700.0,7672500000.0,3831486075.0,汽车零部件,20230915
300245,天玑科技,313457493.0,311276528.0,4469903850.18,4438803289.28,互联网服务,20110719
300420,五洋自控,1116383561.0,1116364061.0,4744630134.25,4744547259.25,通用设备,20150217
688084,晶品特装,75659066.0,36849250.0,5203830559.4800005,2534491415.0,专用设备,20221208
836422,润普食品,88482710.0,66222710.0,1178589697.2,882086497.2,食品饮料,20230301
688593,新相微,459529412.0,319005488.0,10233720005.24,7104252217.76,半导体,20230601
300370,安控科技,1565376225.0,1324847224.0,6856347865.5,5802830841.12,仪器仪表,20140123
600808,马钢股份,7746937986.0,5967751186.0,21226610081.640003,16351638249.640001,钢铁行业,19940106
002482,广田集团,3750962363.0,3742739801.0,9302386660.24,9281994706.48,装修装饰,20100929
000008,神州高铁,2716377683.0,2686024366.0,9154192791.710001,9051902113.42,交运设备,19920507
688052,纳芯微,142528433.0,93340553.0,19754440813.8,12937000645.8,半导体,20220422
601011,宝泰隆,1915664539.0,1915664539.0,5900246780.12,5900246780.12,煤炭行业,20110309
002526,山东矿机,1782793836.0,1757514368.0,9324011762.28,9191800144.640001,专用设备,20101217
002523,天桥起重,1416640800.0,1411543883.0,5949891360.0,5928484308.6,专用设备,20101210
600841,动力新科,1387821784.0,920144118.0,8160392089.92,5410447413.84,汽车整车,19940311
002195,岩山科技,5681544596.0,5613049012.0,31191679832.04,30815639075.88,互联网服务,20071212
002298,中电兴发,740110901.0,653665416.0,4862528619.570001,4294581783.1200004,软件开发,20090929
002593,日上集团,803858029.0,570468784.0,5482311757.780001,3890597106.88,汽车零部件,20110628
002681,奋达科技,1805405876.0,1480434424.0,15652868944.92,12835366456.08,消费电子,20120605
600172,黄河旋风,1442184476.0,1276255750.0,8826168993.12,7810685190.0,非金属材料,19981126
000510,新金路,648543589.0,567303482.0,2840620919.8199997,2484789251.16,化学原料,19930507
002211,宏达新材,432475779.0,432475779.0,2028311403.5100002,2028311403.5100002,化学制品,20080201
002516,旷达科技,1470838682.0,1454243682.0,8604406289.699999,8507325539.7,汽车零部件,20101207
605006,山东玻纤,610956885.0,600006685.0,4979298612.75,4890054482.75,玻璃玻纤,20200903
002031,巨轮智能,2199395670.0,1982248013.0,14450029551.900002,13023369445.41,专用设备,20040816
605018,长华集团,471225793.0,470065793.0,4650998576.91,4639549376.91,汽车零部件,20200929
603278,大业股份,341759392.0,341759392.0,3916562632.32,3916562632.32,通用设备,20171113
603669,灵康药业,721240880.0,721240880.0,6253158429.6,6253158429.6,化学制药,20150528
600506,统一股份,192018934.0,147706873.0,3302725664.7999997,2540558215.6,石油行业,20011226
001222,源飞宠物,190890000.0,78545225.0,3044695500.0,1252796338.75,家用轻工,20220818
002685,华东重机,1007690641.0,1007556316.0,7497218369.04,7496218991.04,通用设备,20120612
002193,如意集团,261715550.0,261714050.0,2502000658.0,2501986318.0,纺织服装,20071207
605188,国光连锁,495580000.0,495580000.0,3825877600.0,3825877600.0,商业百货,20200728
000903,云内动力,1949769173.0,1920261648.0,9846334323.65,9697321322.4,汽车零部件,19990415
002402,和而泰,925192285.0,801381248.0,18448334162.9,15979542085.12,消费电子,20100511
002283,天润工业,1139457178.0,1001467394.0,6608851632.4,5808510885.2,汽车零部件,20090821
001324,长青科技,138000000.0,81653600.0,2700660000.0,1597960952.0,交运设备,20230522
000753,漳州发展,991481071.0,991481071.0,5086297894.23,5086297894.23,汽车服务,19970626
603270,金帝股份,219106667.0,54776667.0,5904924675.65,1476231175.6499999,通用设备,20230901
002265,建设工业,1033040407.0,403097025.0,19927349451.03,7775741612.25,汽车零部件,20080806
603585,苏利股份,183852290.0,180002290.0,2890157998.8,2829635998.8,农药兽药,20161214
605199,葫芦娃,400108752.0,400108752.0,7337994511.68,7337994511.68,中药,20200710
001287,中电港,759900097.0,437394498.0,17804459272.71,10248153088.14,贸易行业,20230410
603121,华培动力,338533715.0,338533715.0,3385337150.0,3385337150.0,汽车零部件,20190111
605089,味知香,138000000.0,138000000.0,3884700000.0,3884700000.0,食品饮料,20210427
603429,集友股份,524485465.0,524485465.0,4552533836.2,4552533836.2,造纸印刷,20170124
603353,和顺石油,173394000.0,170418000.0,2808982800.0,2760771600.0,石油行业,20200407
603088,宁波精达,437871840.0,435593088.0,4895407171.2,4869930723.84,通用设备,20141111
603021,山东华鹏,319948070.0,319948070.0,2079662455.0,2079662455.0,玻璃玻纤,20150423
603002,宏昌电子,1134078509.0,1102163616.0,7518940514.67,7307344774.08,电子化学品,20120518
003033,征和工业,81750000.0,80598126.0,2366662500.0,2333315747.7,汽车零部件,20210111
002722,物产金轮,206580849.0,175495018.0,3443702752.8300004,2925501950.0600004,纺织服装,20140128
002553,南方精工,348000000.0,250800000.0,5289600000.0,3812160000.0,汽车零部件,20110225
002428,云南锗业,653120000.0,653035625.0,15008697600.0,15006758662.5,小金属,20100608
001209,洪兴股份,131522720.0,40287859.0,2590997584.0,793670822.3,纺织服装,20210723
000795,英洛华,1133684103.0,1133684103.0,13570198712.91,13570198712.91,小金属,19970808
000759,中百集团,679536500.0,655706025.0,3683087830.0,3553926655.5,商业百货,19970519
605179,一鸣食品,401000000.0,401000000.0,10514220000.0,10514220000.0,食品饮料,20201228
002820,桂发祥,200868295.0,200158006.0,3097389108.9,3086436452.52,食品饮料,20161118
002541,鸿路钢构,690011402.0,496172381.0,12744510594.939999,9164303877.07,水泥建材,20110118
603101,汇嘉时代,470400000.0,470400000.0,4252415999.9999995,4252415999.9999995,商业百货,20160506
603667,五洲新春,366340500.0,366202770.0,10513972350.0,10510019499.0,通用设备,20161025
603511,爱慕股份,406555912.0,401887312.0,5846274014.56,5779139546.56,纺织服装,20210531
002643,万润股份,930106155.0,909325570.0,11384499337.2,11130144976.800001,电子化学品,20111220
603990,麦迪科技,306282731.0,306282731.0,3908167647.56,3908167647.56,软件开发,20161208
003041,真爱美家,144000000.0,136823400.0,3368160000.0,3200299326.0,纺织服装,20210406
002695,煌上煌,556947081.0,464353507.0,5263149915.45,4388140641.15,食品饮料,20120905
002347,泰尔股份,504702276.0,493382901.0,5556772058.76,5432145740.01,通用设备,20100128
603015,弘讯科技,404219000.0,404219000.0,4915303040.0,4915303040.0,专用设备,20150303
002629,仁智股份,436648000.0,345420849.0,1886319360.0000002,1492218067.68,采掘行业,20111103
002598,山东章鼓,312001926.0,282047827.0,3413301070.44,3085603227.3799996,通用设备,20110707
002213,大为股份,237155000.0,205994864.0,3109102050.0,2700592667.04,半导体,20080201
002708,光洋股份,562097967.0,494665362.0,5862681795.809999,5159359725.66,汽车零部件,20140121
600503,华丽家族,1602290000.0,1602290000.0,5079259300.0,5079259300.0,房地产开发,20020709
002559,亚威股份,549765024.0,500511346.0,5536133791.68,5040149254.22,通用设备,20110303
002689,远大智能,1043310725.0,1042911524.0,4527968546.5,4526236014.16,专用设备,20120717
002114,罗平锌电,323395267.0,323390823.0,2677712810.7599998,2677676014.4399996,有色金属,20070215
601933,永辉超市,9075036993.0,9075036993.0,49731202721.64001,49731202721.64001,商业百货,20101215
002717,岭南股份,1820233558.0,1600757080.0,7444755252.219999,6547096457.2,环保行业,20140219
002069,獐子岛,711112194.0,710216194.0,3057782434.2,3053929634.2,农牧饲渔,20060928
000981,山子高科,9997470888.0,6525155452.0,27892943777.52,18205183711.08,汽车零部件,20000622
002520,日发精机,800245171.0,644940171.0,6554007950.49,5282060000.49,通用设备,20101210
600796,钱江生化,866585766.0,301402144.0,7409308299.3,2576988331.2000003,环保行业,19970408
603616,韩建河山,391318000.0,381368000.0,1749191460.0,1704714960.0,水泥建材,20150611
002640,跨境通,1558041330.0,1426897963.0,9566373766.199999,8761153492.82,贸易行业,20111208
002131,利欧股份,6771505428.0,5851236732.0,34670107791.36,29958332067.84,互联网服务,20070427
000056,皇庭国际,1210088720.0,903671558.0,4828253992.8,3605649516.42,房地产服务,19960708
301116,益客食品,448979593.0,116498567.0,6222857158.98,1614670138.62,食品饮料,20220118
688218,江苏北人,118517405.0,118517405.0,3252117593.2000003,3252117593.2000003,专用设备,20191211
301310,鑫宏业,135938040.0,69210260.0,3999297136.8,2036165849.2,电网设备,20230602
301082,久盛电气,226309174.0,91463524.0,3575684949.2000003,1445123679.2,电网设备,20211027
688709,成都华微,636847026.0,77117214.0,20092523670.3,2433048101.7000003,半导体,20240207
430510,丰光精密,184213929.0,87641679.0,3842702558.94,1828205423.94,通用设备,20201228
838171,邦德股份,118930000.0,51900498.0,2300106200.0,1003755631.3199999,汽车零部件,20220602
300127,银河磁体,323146360.0,230816140.0,9532817620.0,6809076130.0,小金属,20101013
603106,恒银科技,520520000.0,520520000.0,5132327200.0,5132327200.0,计算机设备,20170920
300399,天利科技,197600000.0,197580725.0,6060392000.0,6059800835.75,互联网服务,20141009
836419,万德股份,89258104.0,54239775.0,1122866948.32,682336369.5,化学制品,20230915
603125,常青科技,279197500.0,69803000.0,5701212950.0,1425377260.0,化学制品,20230410
301279,金道科技,100000000.0,28750000.0,2367000000.0,680512500.0,通用设备,20220413
688382,益方生物-U,576745195.0,399715315.0,7947548787.099999,5508077040.7,生物制品,20220725
301596,瑞迪智驱,55118072.0,13779518.0,6614168640.0,1653542160.0,通用设备,20240513
000066,中国长城,3225799088.0,3146793277.0,54322456641.92,52991998784.68,计算机设备,19970626
301413,安培龙,98401985.0,22140495.0,6405969223.499999,1441346224.4999998,电子元件,20231218
831167,鑫汇科,49982941.0,28758653.0,1309553054.2,753476708.6,消费电子,20220527
603662,柯力传感,281659426.0,280829868.0,20510439401.32,20450030987.76,仪器仪表,20190806
301076,新瀚新材,134524000.0,69328025.0,3876981680.0,1998033680.5,化学原料,20211011
833580,科创新材,86000000.0,55903561.0,1118860000.0,727305328.61,装修装饰,20220513
002134,天津普林,245849768.0,245849768.0,5460323347.28,5460323347.28,电子元件,20070516
688017,绿的谐波,168763868.0,168763868.0,20651634527.16,20651634527.16,通用设备,20200828
301380,挖金客,69925816.0,30156897.0,3545938129.36,1529256246.8700001,互联网服务,20221025
603256,宏和科技,879727500.0,879727500.0,8770883175.0,8770883175.0,玻璃玻纤,20190719
300657,弘信电子,488410056.0,456660898.0,10276147578.24,9608145293.92,电子元件,20170523
300695,兆丰股份,70929872.0,70929872.0,3377680504.64,3377680504.64,汽车零部件,20170908
871478,巨能股份,76479097.0,23000000.0,2592641388.2999997,779700000.0,专用设备,20230512
833454,同心传动,105100000.0,63179125.0,1707875000.0,1026660781.25,汽车零部件,20211115
002514,宝馨科技,720034264.0,554034264.0,5666669657.68,4360249657.68,通用设备,20101203
603708,家家悦,638337809.0,638337809.0,7194067107.429999,7194067107.429999,商业百货,20161213
300183,东软载波,462609137.0,359026312.0,8192807816.27,6358355985.52,通信服务,20110222
688031,星环科技-U,120842068.0,93678696.0,7249315659.320001,5619784973.04,软件开发,20221018
833751,惠同新材,86780000.0,46123500.0,1280005000.0,680321625.0,钢铁行业,20230717
000822,山东海化,895091926.0,895091926.0,5755441084.179999,5755441084.179999,化学原料,19980703
603516,淳中科技,201841779.0,201841779.0,10637061753.300001,10637061753.300001,计算机设备,20180202
300157,新锦动力,725588257.0,704226607.0,3105517739.96,3014089877.96,采掘行业,20110107
873833,美心翼申,82360000.0,31727334.0,1218928000.0,469564543.20000005,通用设备,20231108
603657,春光科技,136488325.0,135190050.0,2111474387.75,2091390073.5,家电行业,20180730
300613,富瀚微,230873689.0,217668663.0,12233996780.11,11534262452.37,半导体,20170220
002527,新时达,663061291.0,529180532.0,7558898717.400001,6032658064.8,专用设备,20101224
300977,深圳瑞捷,152226727.0,94726620.0,3085635756.29,1920108587.3999999,工程咨询服务,20210420
688377,迪威尔,194667000.0,194667000.0,3832993230.0000005,3832993230.0000005,专用设备,20200708
603666,亿嘉和,206490816.0,206490816.0,5730120144.0,5730120144.0,专用设备,20180612
601116,三江购物,547678400.0,547678400.0,6035415968.0,6035415968.0,商业百货,20110302
600215,派斯林,462995380.0,456882880.0,3926200822.4,3874366822.4,通用设备,19990909
002194,武汉凡谷,683285806.0,509233648.0,9422511264.74,7022332005.919999,通信设备,20071207
002519,银河电子,1126430898.0,1117885526.0,7333065145.98,7277434774.26,通信设备,20101207
000659,珠海中富,1285702520.0,1285702520.0,4229961290.8,4229961290.8,包装材料,19961203
300386,飞天诚信,418044000.0,248215153.0,7796520599.999999,4629212603.45,软件开发,20140626
603789,星光农机,270451400.0,260000000.0,2680173374.0,2576600000.0,专用设备,20150427
002886,沃特股份,263203565.0,208168164.0,4940330915.05,3907316438.2799997,塑料制品,20170627
600694,大商股份,313052571.0,313052571.0,6608539773.809999,6608539773.809999,商业百货,19931122
002112,三变科技,262080000.0,262080000.0,3344140800.0,3344140800.0,电网设备,20070208
600736,苏州高新,1151292907.0,1151292907.0,7253145314.099999,7253145314.099999,房地产开发,19960815
301127,天源环保,631415685.0,393035101.0,11883243191.7,7396920600.82,环保行业,20211230
688228,开普云,67518240.0,67518240.0,3893776900.8,3893776900.8,互联网服务,20200327
300782,卓胜微,534528711.0,447570533.0,54457785076.68,45598485902.04,半导体,20190618
300902,国安达,183125446.0,122905321.0,3900571999.8,2617883337.3,专用设备,20201029
002141,*ST贤丰,1032935798.0,1032935798.0,1879943152.3600001,1879943152.3600001,电子元件,20070720
603955,大千生态,135720000.0,135720000.0,2992626000.0,2992626000.0,工程建设,20170310
301115,建科股份,185159340.0,105558826.0,2882930923.8,1643550920.82,专业服务,20220831
002697,红旗连锁,1360000000.0,1077580400.0,8064800000.0,6390051772.0,商业百货,20120905
603003,*ST龙宇,376293334.0,376293334.0,2434617870.98,2434617870.98,贸易行业,20120817
002495,佳隆股份,935625600.0,713934903.0,2582326656.0,1970460332.2799997,食品饮料,20101102
002547,春兴精工,1128057168.0,1104807166.0,6610415004.4800005,6474169992.76,汽车零部件,20110218
603696,安记食品,235200000.0,235200000.0,2109744000.0000002,2109744000.0000002,食品饮料,20151209
301101,明月镜片,201512100.0,71468100.0,7965773313.0,2825133993.0,家用轻工,20211216
300077,国民技术,583126700.0,565994900.0,17208068917.0,16702509499.0,半导体,20100430
300100,双林股份,400769246.0,387062884.0,12143308153.800001,11728005385.2,汽车零部件,20100806
000908,*ST景峰,879774351.0,788900387.0,4231714628.3099995,3794610861.47,化学制药,19990203
002052,*ST同洲,745959694.0,745955944.0,4610030908.92,4610007733.92,家电行业,20060627
600234,*ST科新,262520973.0,262520973.0,1530497272.59,1530497272.59,房地产开发,20000615
688077,大地熊,114478504.0,114478504.0,2851659534.64,2851659534.64,小金属,20200722
300083,创世纪,1664862589.0,1493035214.0,13035874071.87,11690465725.62,通用设备,20100520
002163,海南发展,844957867.0,803548875.0,8483376984.679999,8067630704.999999,玻璃玻纤,20070823
002337,赛象科技,588615750.0,587996532.0,3290362042.5,3286900613.88,专用设备,20100115
000584,*ST工智,760937577.0,758864719.0,2899172168.37,2891274579.39,专用设备,19951128
603068,博通集成,150424966.0,150424966.0,4461604491.56,4461604491.56,半导体,20190415
002750,*ST龙津,400500000.0,398736201.0,1161450000.0,1156334982.8999999,中药,20150324
301055,张小泉,156000000.0,156000000.0,2463240000.0,2463240000.0,通用设备,20210906
002005,ST德豪,1752424858.0,1752424858.0,3504849716.0,3504849716.0,家电行业,20040625
002779,中坚科技,132000000.0,118434525.0,9028800000.0,8100921510.000001,专用设备,20151209
871553,凯腾精工,143690460.0,91865218.0,1347816514.8000002,861695744.84,造纸印刷,20210806
600070,*ST富润,507420732.0,506720732.0,953950976.16,952634976.16,互联网服务,19970604
600462,*ST九有,617080000.0,600465000.0,1030523600.0,1002776550.0,通信设备,20030903
301160,翔楼新材,80063314.0,43188167.0,5907071306.92,3186422961.26,汽车零部件,20220606
601519,大智慧,2003865600.0,2003865600.0,21361207296.0,21361207296.0,软件开发,20110128
002933,新兴装备,117350000.0,114072547.0,4383022500.0,4260609630.4500003,航天航空,20180828
600729,重庆百货,440547577.0,188421764.0,13062235658.05,5586705302.599999,商业百货,19960702
300248,新开普,476348393.0,409154359.0,5692363296.349999,4889394590.049999,互联网服务,20110729
688788,科思科技,105747925.0,105747925.0,3762511171.5,3762511171.5,通信设备,20201022
002366,融发核电,2080937640.0,1256464390.0,11611632031.2,7011071296.2,电源设备,20100312
601088,中国神华,19868519955.0,16491037955.0,844412098087.5,700869113087.5,煤炭行业,20071009
600012,皖通高速,1658610000.0,1165600000.0,25542594000.0,17950240000.0,铁路公路,20030107
832651,天罡股份,61000000.0,15274871.0,1657370000.0,415018245.07000005,仪器仪表,20230627
600225,*ST卓朗,3411394363.0,3408825415.0,4468926615.53,4465561293.650001,软件开发,20000127
300098,高新兴,1737782275.0,1541743627.0,12355631975.25,10961797187.970001,软件开发,20100728
600285,羚锐制药,567115486.0,567115486.0,12266707962.18,12266707962.18,中药,20001018
603725,天安新材,304857680.0,286657680.0,2234606794.4,2101200794.4,化学制品,20170906
300580,贝斯特,499153912.0,469423622.0,12987984790.24,12214402644.44,汽车零部件,20170111
873593,鼎智科技,134461709.0,114571252.0,6635685339.150001,5654091286.2,电机,20230413
603922,金鸿顺,179200000.0,179200000.0,4445952000.0,4445952000.0,汽车零部件,20171023
688141,杰华特,446880000.0,262203816.0,11909352000.0,6987731696.4,半导体,20221223
688225,亚信安全,400010000.0,191043252.0,8808220200.0,4206772409.04,软件开发,20220209
605255,天普股份,134080000.0,134080000.0,1903936000.0,1903936000.0,汽车零部件,20200825
600800,渤海化学,1110045216.0,1109730216.0,4406879507.52,4405628957.52,化学制品,19931206
688081,兴图新科,103040000.0,103040000.0,1901088000.0,1901088000.0,通信服务,20200106
300905,宝丽迪,177817756.0,124485418.0,5779077070.0,4045776085.0,塑料制品,20201105
300981,中红医疗,390007800.0,357432075.0,5822816454.0,5336460879.75,医疗器械,20210427
605158,华达新材,511420000.0,511420000.0,5134656800.0,5134656800.0,钢铁行业,20200805
300503,昊志机电,306072836.0,239087302.0,6534655048.6,5104513897.700001,通用设备,20160309
603305,旭升集团,933214933.0,933214933.0,14334181370.88,14334181370.88,汽车零部件,20170710
603004,鼎龙科技,235520000.0,58880000.0,5447577600.0,1361894400.0,化学原料,20231227
300400,劲拓股份,242625800.0,240166375.0,4389100722.0,4344609723.75,专用设备,20141010
600784,鲁银投资,675652277.0,568177846.0,4324174572.8,3636338214.4,综合行业,19961225
002965,祥鑫科技,204208638.0,152733138.0,6385604110.26,4775965225.26,通用设备,20191025
300224,正海磁材,837704281.0,832417582.0,10999057209.53,10929642851.66,小金属,20110531
300085,银之杰,706640535.0,634866360.0,36144663365.25,32473414314.0,软件开发,20100526
002747,埃斯顿,869531453.0,786972953.0,17721051012.14,16038508782.14,通用设备,20150320
601857,中国石油,183020977818.0,161922077818.0,1542866843005.74,1365003116005.74,石油行业,20071105
603009,北特科技,338526168.0,338408970.0,13940507598.24,13935681384.6,汽车零部件,20140718
002806,华锋股份,195738883.0,157365529.0,2730557417.85,2195249129.5499997,汽车零部件,20160726
600568,ST中珠,1992869681.0,1669067279.0,3108876702.36,2603744955.2400002,综合行业,20010518
301600,慧翰股份,70150000.0,17550000.0,9531982000.0,2384694000.0,通信设备,20240911
832491,奥迪威,141148348.0,114147977.0,3652919246.24,2954149644.7599998,仪器仪表,20220614
300780,德恩精工,146670000.0,104879674.0,2585792100.0,1849028652.62,通用设备,20190531
002729,好利科技,182969920.0,175463711.0,2539622489.6,2435436308.6800003,电子元件,20140912
603348,文灿股份,308290216.0,264075697.0,8598214124.24,7365071189.33,汽车零部件,20180426
603895,天永智能,108080000.0,108080000.0,2317235200.0,2317235200.0,专用设备,20180122
300326,凯利泰,717026333.0,716588713.0,5499591974.11,5496235428.71,医疗器械,20120613
301122,采纳股份,122245658.0,44245658.0,2794535741.88,1011455741.88,医疗器械,20220126
832171,志晟信息,100233235.0,65836633.0,2555947492.5,1678834141.5,软件开发,20211115
000819,岳阳兴长,369697506.0,348802723.0,6591706531.98,6219152551.089999,石油行业,19970625
600724,宁波富达,1445241071.0,1444942664.0,9133923568.720001,9132037636.48,房地产开发,19960716
873169,七丰精工,81745390.0,50836740.0,1311196055.6,815421309.5999999,通用设备,20220415
000880,潍柴重机,331320600.0,162162000.0,4098435821.9999995,2005943939.9999998,通用设备,19980402
301007,德迈仕,153340000.0,150289338.0,2810722199.9999995,2754803565.54,汽车零部件,20210616
300131,英唐智控,1135019485.0,1042267516.0,9034755100.6,8296449427.36,消费电子,20101019
600491,龙元建设,1529757955.0,1529757955.0,6348495513.250001,6348495513.250001,工程建设,20040524
600066,宇通客车,2213939223.0,2213939223.0,53621607981.06,53621607981.06,汽车整车,19970508
300159,新研股份,1501965923.0,1471839203.0,5782568803.55,5666580931.55,航天航空,20110107
002315,焦点科技,317235869.0,202103116.0,15839586939.17,10091008581.88,互联网服务,20091209
000576,甘化科工,436418214.0,433852389.0,3722647365.4199996,3700760878.1699996,电源设备,19940907
300853,申昊科技,146941798.0,110254108.0,3550113839.68,2663739249.28,通用设备,20200724
603060,国检集团,803928549.0,803928549.0,6214367683.77,6214367683.77,专业服务,20161109
000639,西王食品,1079428095.0,1079426772.0,5008546360.799999,5008540222.08,食品饮料,19961126
836961,西磁科技,70790000.0,20626100.0,2693559500.0,784823105.0,专用设备,20231221
688255,凯尔达,109858870.0,70102553.0,3953820731.3,2522990882.4700003,专用设备,20211025
872925,锦好医疗,97686643.0,55295053.0,1620621407.37,917344929.27,医疗器械,20211025
301079,邵阳液压,109338159.0,68931824.0,1970273625.18,1242151468.48,通用设备,20211019
300713,英可瑞,158720810.0,87634378.0,2804596712.7000003,1548499459.2600002,电源设备,20171101
000933,神火股份,2249350569.0,2243188979.0,38711323292.490005,38605282328.590004,有色金属,19990831
600405,动力源,612829588.0,553275448.0,3094789419.4,2794041012.4,电源设备,20040401
300044,赛为智能,763869228.0,763773438.0,6156785977.68,6156013910.280001,互联网服务,20100120
301200,大族数控,420000000.0,58403051.0,16380000000.0,2277718989.0,专用设备,20220228
836807,奔朗新材,181880000.0,116491507.0,1922471600.0,1231315228.99,非金属材料,20221220
300623,捷捷微电,817970951.0,711987760.0,30616652695.93,26649701856.8,半导体,20170314
002609,捷顺科技,647148281.0,459405591.0,5876106391.4800005,4171402766.28,互联网服务,20110815
301203,国泰环保,80000000.0,43842500.0,2508800000.0,1374900800.0,环保行业,20230404
832145,恒合股份,70550000.0,44827250.0,868470500.0,551823447.5,仪器仪表,20211115
600548,深高速,2180770326.0,1433270326.0,27041552042.4,17772552042.4,铁路公路,20011225
430139,华岭股份,269507392.0,260631945.0,8187634568.96,7917998489.099999,半导体,20221028
601225,陕西煤业,9695000000.0,9695000000.0,238303099999.99997,238303099999.99997,煤炭行业,20140128
002186,全 聚 德,306921588.0,306511338.0,4085126336.28,4079665908.78,旅游酒店,20071120
300112,万讯自控,291943278.0,237676294.0,2931110511.12,2386269991.7599998,仪器仪表,20100827
601898,中煤能源,13258663400.0,9152000400.0,173555903906.0,119799685236.0,煤炭行业,20080201
605277,新亚电子,324297261.0,313982369.0,4585563270.54,4439710697.66,消费电子,20210106
688277,天智航-U,449391939.0,449391939.0,5212946492.4,5212946492.4,医疗器械,20200707
000812,陕西金叶,768692614.0,768160970.0,4281617859.98,4278656602.9,包装材料,19980623
300650,太龙股份,218296126.0,157162832.0,2822568909.18,2032115417.76,光学光电子,20170503
300551,古鳌科技,345752939.0,300975319.0,4826711028.440001,4201615453.2400002,计算机设备,20161018
001255,博菲电气,80000000.0,20000000.0,2781600000.0000005,695400000.0000001,化学原料,20220930
600377,宁沪高速,5037747500.0,3802183001.0,71183372175.0,53724845804.130005,铁路公路,20010116
600022,山东钢铁,10698849554.0,10698849554.0,17546113268.559998,17546113268.559998,钢铁行业,20040629
603917,合力科技,203840000.0,203840000.0,2737571200.0,2737571200.0,汽车零部件,20171204
002026,山东威达,445657639.0,428119449.0,4799732772.03,4610846465.73,通用设备,20040727
688449,联芸科技,460000000.0,65097497.0,18703600000.0,2646864228.02,半导体,20241129
830896,旺成科技,101224240.0,44401810.0,2024484800.0,888036200.0,通用设备,20230419
600860,京城股份,547665988.0,435231436.0,6413168719.4800005,5096560115.56,通用设备,19940506
002633,申科股份,150000000.0,149291250.0,2040000000.0,2030361000.0,通用设备,20111122
603901,永创智能,487718251.0,483840576.0,4365078346.45,4330373155.2,专用设备,20150529
300403,汉宇集团,603000000.0,422939514.0,6952590000.0,4876492596.42,家电行业,20141030
605566,福莱蒽特,133340000.0,62287972.0,2760138000.0,1289361020.3999999,化学制品,20211025
002738,中矿资源,721491877.0,711228026.0,27308467544.45,26919980784.100002,能源金属,20141230
300385,雪浪环境,333145932.0,289494133.0,1898931812.4,1650116558.1000001,环保行业,20140626
301141,中科磁业,124032605.0,44512605.0,5156035389.85,1850388989.85,小金属,20230403
600593,大连圣亚,128800000.0,128800000.0,5452104000.0,5452104000.0,旅游酒店,20020711
301368,丰立智能,120100000.0,64121440.0,6461380000.0,3449733472.0,通用设备,20221215
300101,振芯科技,567905700.0,566043415.0,14101098530.999998,14054857994.449999,通信设备,20100806
300825,阿尔特,498040481.0,486883238.0,6449624228.95,6305137932.099999,汽车服务,20200327
000890,法尔胜,419503968.0,419491046.0,1799672022.72,1799616587.34,通用设备,19990119
834407,驰诚股份,65680000.0,25851150.0,1940187200.0,763642971.0,仪器仪表,20230216
873690,捷众科技,66300000.0,22648700.0,1461252000.0,499177348.0,汽车零部件,20240105
603223,恒通股份,714187046.0,553190400.0,6841911900.68,5299564032.0,物流行业,20150630
301398,星源卓镁,80000000.0,23900000.0,4337600000.0,1295858000.0,汽车零部件,20221215
002383,合众思壮,740360305.0,616295285.0,7248127385.95,6033530840.15,计算机设备,20100402
600127,金健米业,641783218.0,641783218.0,4659346162.68,4659346162.68,农牧饲渔,19980506
601101,昊华能源,1439997926.0,1439997926.0,12959981334.0,12959981334.0,煤炭行业,20100331
002956,西麦食品,223246885.0,223224301.0,3306286366.85,3305951897.81,食品饮料,20190619
603698,航天工程,535990000.0,535990000.0,9760377900.0,9760377900.0,专业服务,20150128
688183,生益电子,831821175.0,831821175.0,31168339427.25,31168339427.25,电子元件,20210225
300971,博亚精工,84000000.0,65758438.0,1926960000.0,1508498567.72,通用设备,20210415
601901,方正证券,8232101395.0,8232101395.0,73265702415.5,73265702415.5,证券,20110810
688160,步科股份,84000000.0,84000000.0,4998000000.0,4998000000.0,专用设备,20201112
000911,广农糖业,400319818.0,324080937.0,3286625705.78,2660704492.7700005,食品饮料,19990527
