,date,open,close,high,low,volume,money,factor
0,2022-08-12,41.8,41.21,42.19,41.07,15187275.0,630885585.0,13.554038
1,2022-08-15,40.89,40.42,41.1,40.3,16650531.0,674509029.0,13.554038
2,2022-08-16,40.44,39.84,40.79,39.6,21342095.0,854251917.0,13.554038
3,2022-08-17,39.8,40.26,40.26,38.86,16875772.0,668412743.0,13.554038
4,2022-08-18,40.01,39.44,40.06,39.31,13403198.0,529831563.0,13.554038
5,2022-08-19,39.6,38.94,39.73,38.83,13385966.0,524036796.0,13.554038
6,2022-08-22,38.93,39.1,39.35,38.53,8804687.0,343994438.0,13.554038
7,2022-08-23,38.9,39.46,39.8,38.7,15163942.0,597840045.0,13.554038
8,2022-08-24,39.34,37.7,39.4,37.35,24632038.0,938888594.0,13.554038
9,2022-08-25,37.7,37.43,38.05,37.0,13724810.0,514182352.0,13.554038
10,2022-08-26,37.52,37.21,37.91,37.09,10032627.0,376066325.0,13.554038
11,2022-08-29,36.66,36.91,37.05,36.35,10953488.0,402481649.0,13.554038
12,2022-08-30,36.89,37.42,37.68,36.88,8715744.0,325359985.0,13.554038
13,2022-08-31,37.22,37.49,37.79,37.02,9403093.0,351840703.0,13.554038
14,2022-09-01,37.35,37.17,37.94,37.14,8213732.0,308662543.0,13.554038
15,2022-09-02,37.17,37.39,37.58,37.17,5856162.0,219067747.0,13.554038
16,2022-09-05,37.17,36.51,37.27,36.06,12036016.0,439528394.0,13.554038
17,2022-09-06,36.51,36.85,36.96,36.41,7622799.0,279657360.0,13.554038
18,2022-09-07,36.73,36.95,37.07,36.46,8793853.0,324273706.0,13.554038
19,2022-09-08,37.0,36.6,37.14,36.57,6918137.0,254861319.0,13.554038
20,2022-09-09,36.8,37.15,37.36,36.55,8423005.0,311835704.0,13.554038
21,2022-09-13,37.23,37.07,37.58,36.99,8968837.0,333825655.0,13.554038
22,2022-09-14,36.65,36.58,36.85,36.2,9263823.0,338079063.0,13.554038
23,2022-09-15,36.86,35.86,37.13,35.49,11697376.0,424097339.0,13.554038
24,2022-09-16,35.85,35.45,36.46,35.45,10738109.0,386288140.0,13.554038
25,2022-09-19,35.46,34.8,35.75,34.62,9201696.0,321775424.0,13.554038
26,2022-09-20,34.9,34.98,35.2,34.83,5950857.0,208284638.0,13.554038
27,2022-09-21,34.89,35.09,35.31,34.12,8679594.0,301996631.0,13.554038
28,2022-09-22,34.8,34.39,35.24,34.38,8631051.0,299754843.0,13.554038
29,2022-09-23,34.7,33.73,34.88,33.28,12906100.0,437353225.0,13.554038
30,2022-09-26,33.61,33.4,33.98,33.3,8768894.0,294702967.0,13.554038
31,2022-09-27,33.4,34.16,34.2,33.4,8776879.0,296953267.0,13.554038
32,2022-09-28,34.06,33.74,34.45,33.72,6821833.0,232029235.0,13.554038
33,2022-09-29,34.01,33.13,34.33,32.99,11740628.0,393834790.0,13.554038
34,2022-09-30,33.11,32.82,33.4,32.78,8592613.0,284375694.0,13.554038
35,2022-10-10,32.78,31.58,32.8,31.46,13319264.0,424986610.0,13.554038
36,2022-10-11,31.7,31.1,31.84,30.9,12706562.0,397041833.0,13.554038
37,2022-10-12,31.09,31.44,31.49,29.74,24193376.0,738307882.0,13.554038
38,2022-10-13,31.22,31.71,32.12,31.16,18615626.0,591248306.0,13.554038
39,2022-10-14,31.99,33.0,33.25,31.76,20932623.0,682387724.0,13.554038
40,2022-10-17,33.06,33.97,35.3,33.06,34441297.0,1181705436.0,13.554038
41,2022-10-18,34.0,33.2,34.0,33.13,18200626.0,608017635.0,13.554038
42,2022-10-19,33.33,32.7,33.44,32.61,11744597.0,386520432.0,13.554038
43,2022-10-20,32.58,32.95,33.4,32.21,17305450.0,568799404.0,13.554038
44,2022-10-21,33.02,33.8,34.5,32.42,24040493.0,808494551.0,13.554038
45,2022-10-24,33.81,34.39,36.1,33.8,43800626.0,1524905299.0,13.554038
46,2022-10-25,34.1,33.86,34.33,32.5,23682595.0,793164745.0,13.554038
47,2022-10-26,33.77,35.04,35.25,33.61,26891234.0,935008173.0,13.554038
48,2022-10-27,34.99,35.19,36.25,34.61,29342168.0,1042836670.0,13.554038
49,2022-10-28,34.81,33.95,35.19,33.66,22854793.0,787729466.0,13.554038
50,2022-10-31,32.55,35.03,35.5,32.36,30076777.0,1041175307.0,13.554038
51,2022-11-01,35.06,35.45,35.86,34.7,23374059.0,822729247.0,13.554038
52,2022-11-02,35.96,35.78,36.2,35.53,23884906.0,856926177.0,13.554038
53,2022-11-03,35.29,35.42,35.97,34.89,15997165.0,565889918.0,13.554038
54,2022-11-04,35.42,35.7,35.85,34.9,24978268.0,884643606.0,13.554038
55,2022-11-07,35.3,34.99,35.84,34.84,22376166.0,785651709.0,13.554038
56,2022-11-08,35.09,35.3,35.35,34.37,24464739.0,856202700.0,13.554038
57,2022-11-09,35.24,34.53,35.26,34.51,20968515.0,730296153.0,13.554038
58,2022-11-10,34.33,33.89,34.77,33.58,17115916.0,582858120.0,13.554038
59,2022-11-11,34.9,34.46,35.19,34.15,21669774.0,751033153.0,13.554038
60,2022-11-14,34.53,34.23,35.04,33.95,18308720.0,628897234.0,13.554038
61,2022-11-15,34.1,35.05,35.25,33.98,25458086.0,889154682.0,13.554038
62,2022-11-16,35.32,34.87,35.62,34.8,24637273.0,866436559.0,13.554038
63,2022-11-17,35.08,35.75,35.75,34.29,29312436.0,1027011677.0,13.554038
64,2022-11-18,35.75,34.85,36.08,34.79,30456468.0,1081090581.0,13.554038
65,2022-11-21,34.6,34.07,34.75,33.68,22644530.0,771005009.0,13.554038
66,2022-11-22,33.76,33.33,34.28,33.12,18405869.0,618960176.0,13.554038
67,2022-11-23,33.13,33.18,33.51,32.7,14535683.0,480225798.0,13.554038
68,2022-11-24,33.32,32.56,33.46,32.5,16275231.0,533434356.0,13.554038
69,2022-11-25,32.45,32.27,32.71,32.12,10974181.0,354867260.0,13.554038
70,2022-11-28,31.9,31.41,31.9,31.09,18589893.0,583378075.0,13.554038
71,2022-11-29,31.72,32.39,32.39,31.48,18607169.0,596186840.0,13.554038
72,2022-11-30,32.39,32.25,32.54,32.06,12196980.0,394236893.0,13.554038
73,2022-12-01,32.66,32.97,33.28,32.66,19060916.0,628497400.0,13.554038
74,2022-12-02,32.84,32.97,33.36,32.72,12642468.0,418501284.0,13.554038
75,2022-12-05,33.3,33.43,33.58,33.05,15596034.0,520075988.0,13.554038
76,2022-12-06,33.33,33.43,33.65,33.15,15578107.0,520219532.0,13.554038
77,2022-12-07,33.5,33.9,34.31,33.31,22046603.0,746761635.0,13.554038
78,2022-12-08,33.85,33.72,34.09,33.43,15102012.0,509580515.0,13.554038
79,2022-12-09,33.83,34.0,34.19,33.58,16600121.0,563330172.0,13.554038
80,2022-12-12,33.9,34.4,34.76,33.76,17347501.0,596648326.0,13.554038
81,2022-12-13,34.18,33.16,34.3,33.13,16765151.0,562890139.0,13.554038
82,2022-12-14,33.2,33.83,34.29,33.18,14589371.0,493993986.0,13.554038
83,2022-12-15,33.83,34.04,34.34,33.61,12070619.0,411010918.0,13.554038
84,2022-12-16,33.9,33.9,33.96,33.49,9075113.0,306098261.0,13.554038
85,2022-12-19,33.85,33.28,34.05,33.08,9263301.0,310123140.0,13.554038
86,2022-12-20,33.27,32.13,33.53,32.03,13948295.0,452709809.0,13.554038
87,2022-12-21,32.2,31.88,32.41,31.8,7801749.0,250012716.0,13.554038
88,2022-12-22,32.19,32.96,33.79,31.9,23279076.0,770501608.0,13.554038
89,2022-12-23,32.75,33.36,34.27,32.67,18539040.0,622924061.0,13.554038
90,2022-12-26,33.43,32.8,33.58,32.66,14498531.0,478331135.0,13.554038
91,2022-12-27,33.0,33.13,33.22,32.7,9110778.0,300458945.0,13.554038
92,2022-12-28,32.92,32.63,33.11,32.41,9552592.0,312794616.0,13.554038
93,2022-12-29,32.54,33.1,33.59,32.52,12469752.0,413195004.0,13.554038
94,2022-12-30,33.11,32.83,33.33,32.71,8297414.0,273380474.0,13.554038
95,2023-01-03,32.9,34.37,34.49,32.83,28497037.0,967599421.0,13.554038
96,2023-01-04,34.37,34.15,34.51,33.84,14674518.0,500429941.0,13.554038
97,2023-01-05,34.25,34.42,34.49,34.08,15761058.0,540764147.0,13.554038
98,2023-01-06,34.37,33.94,34.37,33.81,15573820.0,529433685.0,13.554038
99,2023-01-09,34.04,34.04,34.38,33.9,12257110.0,418202617.0,13.554038
100,2023-01-10,34.2,34.12,34.28,33.7,12914633.0,440422382.0,13.554038
101,2023-01-11,34.12,33.2,34.25,33.0,21416880.0,718011117.0,13.554038
102,2023-01-12,33.15,33.31,33.54,32.9,11880451.0,394752617.0,13.554038
103,2023-01-13,33.31,33.26,33.35,33.06,9008049.0,298942657.0,13.554038
104,2023-01-16,33.2,35.18,35.66,33.2,47983122.0,1675921394.0,13.554038
105,2023-01-17,35.33,35.5,35.75,35.01,22230379.0,788330720.0,13.554038
106,2023-01-18,35.47,35.38,35.7,35.09,15145596.0,536064215.0,13.554038
107,2023-01-19,35.63,38.61,38.79,35.63,64635610.0,2431133196.0,13.554038
108,2023-01-20,38.61,37.88,38.73,37.66,31280192.0,1190605327.0,13.554038
109,2023-01-30,41.0,41.67,41.67,40.53,93129613.0,3848555443.0,13.554038
110,2023-01-31,41.67,40.58,41.67,39.69,86388184.0,3497085812.0,13.554038
111,2023-02-01,40.95,42.99,43.5,40.88,90678863.0,3839809730.0,13.554038
112,2023-02-02,43.01,42.88,45.69,42.86,126610298.0,5580098685.0,13.554038
113,2023-02-03,43.27,43.86,44.25,42.85,76987271.0,3359957330.0,13.554038
114,2023-02-06,44.76,47.9,47.9,44.1,119846802.0,5544881216.0,13.554038
115,2023-02-07,46.1,46.69,49.05,45.53,103244971.0,4862361510.0,13.554038
116,2023-02-08,46.67,46.33,48.56,45.81,87365118.0,4099749453.0,13.554038
117,2023-02-09,45.38,46.4,46.4,44.83,88243847.0,4013462030.0,13.554038
118,2023-02-10,46.58,47.91,50.07,46.2,134487140.0,6498223491.0,13.554038
119,2023-02-13,47.5,48.5,48.85,46.97,95145803.0,4558858140.0,13.554038
120,2023-02-14,47.93,47.38,47.93,46.48,72839421.0,3431462444.0,13.554038
121,2023-02-15,47.77,50.79,51.88,47.07,136955043.0,6766950516.0,13.554038
122,2023-02-16,49.99,48.5,50.45,48.0,102977473.0,5081412114.0,13.554038
123,2023-02-17,48.02,46.7,48.29,46.35,81114078.0,3825270990.0,13.554038
124,2023-02-20,47.39,50.94,51.0,47.11,129909230.0,6462270463.0,13.554038
125,2023-02-21,50.94,50.66,51.95,49.93,78412974.0,3970888777.0,13.554038
126,2023-02-22,50.05,50.38,51.18,48.82,66747545.0,3333979755.0,13.554038
127,2023-02-23,50.2,48.45,50.24,47.95,70649643.0,3452827922.0,13.554038
128,2023-02-24,48.88,49.15,49.9,48.09,65586925.0,3213742602.0,13.554038
129,2023-02-27,48.4,47.79,49.1,47.55,46721402.0,2254505921.0,13.554038
130,2023-02-28,48.47,48.34,48.57,47.17,54637905.0,2619790070.0,13.554038
131,2023-03-01,48.15,49.88,50.73,48.01,81624466.0,4063329192.0,13.554038
132,2023-03-02,49.55,50.9,52.52,49.38,84403275.0,4336915318.0,13.554038
133,2023-03-03,50.3,50.71,52.2,49.61,74281859.0,3770907173.0,13.554038
134,2023-03-06,50.56,50.32,51.18,49.58,45626069.0,2290634127.0,13.554038
135,2023-03-07,50.29,48.83,50.58,48.3,45253189.0,2231404675.0,13.554038
136,2023-03-08,48.73,48.62,48.88,47.56,47586709.0,2292046190.0,13.554038
137,2023-03-09,48.71,48.28,49.16,47.72,36465197.0,1763326356.0,13.554038
138,2023-03-10,47.6,47.63,48.87,47.0,49293288.0,2349189985.0,13.554038
139,2023-03-13,47.5,49.2,49.35,47.1,61095573.0,2968069195.0,13.554038
140,2023-03-14,48.8,48.15,49.15,47.39,45798050.0,2207796880.0,13.554038
141,2023-03-15,49.2,48.18,50.38,47.95,58476089.0,2867222806.0,13.554038
142,2023-03-16,47.4,48.87,50.08,47.11,70633747.0,3460875358.0,13.554038
143,2023-03-17,49.98,52.28,53.59,49.94,116750069.0,6080935514.0,13.554038
144,2023-03-20,52.5,51.08,53.29,50.95,75932252.0,3970446495.0,13.554038
145,2023-03-21,51.1,50.82,51.86,49.8,55768980.0,2834318008.0,13.554038
146,2023-03-22,50.0,51.55,51.55,49.58,68251222.0,3462691751.0,13.554038
147,2023-03-23,52.0,56.71,56.71,51.42,150676565.0,8290109496.0,13.554038
148,2023-03-24,57.0,60.02,60.83,56.5,141482403.0,8249835539.0,13.554038
149,2023-03-27,59.19,60.46,62.05,58.5,123458207.0,7443330220.0,13.554038
150,2023-03-28,59.21,58.24,60.35,57.93,80781508.0,4771641727.0,13.554038
151,2023-03-29,57.78,59.25,60.8,56.78,103826791.0,6106902149.0,13.554038
152,2023-03-30,59.0,58.77,60.19,57.45,64475592.0,3790552542.0,13.554038
153,2023-03-31,58.68,63.68,64.16,57.49,110212999.0,6759843411.0,13.554038
154,2023-04-03,66.0,69.3,69.4,65.34,136890488.0,9229453695.0,13.554038
155,2023-04-04,68.55,65.9,70.1,64.43,120214252.0,8110502761.0,13.554038
156,2023-04-06,64.17,63.98,65.71,63.2,84770745.0,5455377206.0,13.554038
157,2023-04-07,64.79,65.5,66.63,63.1,69224030.0,4501211597.0,13.554038
158,2023-04-10,64.65,58.95,64.78,58.95,111235028.0,6778609826.0,13.554038
159,2023-04-11,59.0,59.85,61.53,58.58,89788309.0,5383179071.0,13.554038
160,2023-04-12,59.5,61.74,62.2,59.2,78409211.0,4798331732.0,13.554038
161,2023-04-13,60.87,59.09,61.18,58.91,72101394.0,4307269088.0,13.554038
162,2023-04-14,59.3,59.18,60.4,57.3,68678167.0,4034569416.0,13.554038
163,2023-04-17,58.97,58.23,59.13,57.2,58440874.0,3384933657.0,13.554038
164,2023-04-18,58.6,59.76,60.73,57.56,70458994.0,4175228554.0,13.554038
165,2023-04-19,59.14,58.51,60.78,58.12,78471479.0,4659004624.0,13.554038
166,2023-04-20,58.25,63.95,64.2,57.86,124156828.0,7614780419.0,13.554038
167,2023-04-21,65.0,58.04,66.9,57.85,159104626.0,9852330812.0,13.554038
168,2023-04-24,58.3,58.76,61.0,58.03,95428351.0,5673986454.0,13.554038
169,2023-04-25,58.6,61.17,62.26,58.58,105868955.0,6421291815.0,13.554038
170,2023-04-26,62.0,56.98,62.6,55.98,116552398.0,6845948273.0,13.554038
171,2023-04-27,55.95,55.36,57.8,54.25,87424565.0,4855002717.0,13.554038
172,2023-04-28,55.36,60.6,60.9,55.0,106469723.0,6231632534.0,13.554038
173,2023-05-04,60.48,59.99,61.59,57.58,83036940.0,4919842117.0,13.554038
174,2023-05-05,59.25,58.05,61.6,57.3,76213234.0,4509181230.0,13.554038
175,2023-05-08,60.46,63.86,63.86,59.3,138917910.0,8706685333.0,13.554038
176,2023-05-09,65.3,64.28,66.77,62.94,138239787.0,8987452843.0,13.554038
