,date,open,close,high,low,volume,money,factor
0,2022-07-29,35.19,36.4,38.4,34.7,8150715.0,295984177.0,1.010009
1,2022-08-01,35.75,35.7,36.21,34.8,5484353.0,194167603.0,1.010009
2,2022-08-02,35.0,32.13,35.0,32.13,6090980.0,200514353.0,1.010009
3,2022-08-03,31.45,31.31,33.53,31.0,5143696.0,165824578.0,1.010009
4,2022-08-04,31.15,31.45,32.0,30.38,3608587.0,112072504.0,1.010009
5,2022-08-05,31.2,31.05,31.6,30.51,2863745.0,88770194.0,1.010009
6,2022-08-08,31.18,32.61,33.0,31.06,4132000.0,132778435.0,1.010009
7,2022-08-09,33.99,35.87,35.87,33.55,2945633.0,104391762.0,1.010009
8,2022-08-10,35.87,36.94,38.3,35.18,10894437.0,398895880.0,1.010009
9,2022-08-11,36.94,35.99,37.23,35.59,7295695.0,265124028.0,1.010009
10,2022-08-12,36.3,34.95,36.49,34.89,3511480.0,124320248.0,1.010009
11,2022-08-15,34.97,35.22,36.5,34.42,4396819.0,155461855.0,1.010009
12,2022-08-16,35.54,35.42,36.43,34.8,4761138.0,170294111.0,1.010009
13,2022-08-17,36.0,35.8,36.58,34.9,4213538.0,149897665.0,1.010009
14,2022-08-18,35.35,35.56,36.48,35.06,4548638.0,163297794.0,1.010009
15,2022-08-19,35.51,33.36,35.58,33.35,4992042.0,170574595.0,1.010009
16,2022-08-22,33.35,33.8,34.29,33.01,2733100.0,92363022.0,1.010009
17,2022-08-23,33.88,33.65,34.25,33.15,2082490.0,69875506.0,1.010009
18,2022-08-24,33.65,31.7,33.8,31.56,3081170.0,99502220.0,1.010009
19,2022-08-25,31.96,30.8,31.96,30.4,2922486.0,90352758.0,1.010009
20,2022-08-26,30.8,30.11,31.44,30.03,2480900.0,76199336.0,1.010009
21,2022-08-29,29.85,30.33,30.63,29.12,1584694.0,47880459.0,1.010009
22,2022-08-30,30.6,30.02,30.63,29.7,1687493.0,50725085.0,1.010009
23,2022-08-31,30.04,28.33,30.06,28.15,2687990.0,77371067.0,1.010009
24,2022-09-01,28.3,27.99,28.6,27.8,1656890.0,46589329.0,1.010009
25,2022-09-02,28.16,29.13,29.49,27.99,2209100.0,63615800.0,1.010009
26,2022-09-05,28.85,28.37,28.85,28.11,1628060.0,46306559.0,1.010009
27,2022-09-06,29.05,29.15,29.8,28.55,2684850.0,78077065.0,1.010009
28,2022-09-07,28.63,29.45,29.7,28.6,2462700.0,72027822.0,1.010009
29,2022-09-08,29.58,28.71,29.73,28.7,2250890.0,65485328.0,1.010009
30,2022-09-09,28.93,28.41,28.93,27.98,1472100.0,41632276.0,1.010009
31,2022-09-13,28.54,28.75,28.99,28.42,1191010.0,34154904.0,1.010009
32,2022-09-14,28.3,28.3,28.55,27.87,1240300.0,34988201.0,1.010009
33,2022-09-15,28.4,26.99,28.4,26.56,2146100.0,58486980.0,1.010009
34,2022-09-16,27.1,26.95,27.52,26.52,1451800.0,39394386.0,1.010009
35,2022-09-19,26.78,27.29,27.49,26.5,1425440.0,38706801.0,1.010009
36,2022-09-20,27.13,28.0,28.18,27.13,1813934.0,50450834.0,1.010009
37,2022-09-21,27.8,27.7,27.9,27.2,1221330.0,33651366.0,1.010009
38,2022-09-22,27.7,27.36,27.92,27.35,962600.0,26604054.0,1.010009
39,2022-09-23,27.6,26.48,27.63,26.16,1582147.0,42288055.0,1.010009
40,2022-09-26,26.5,26.47,26.92,26.18,1074500.0,28510775.0,1.010009
41,2022-09-27,26.46,26.9,27.1,26.4,962038.0,25706559.0,1.010009
42,2022-09-28,26.8,26.03,26.98,26.02,1171610.0,30882962.0,1.010009
43,2022-09-29,26.22,25.6,26.4,25.5,1073168.0,27702281.0,1.010009
44,2022-09-30,25.43,25.0,25.65,25.0,784080.0,19825374.0,1.010009
45,2022-10-10,25.09,24.52,25.2,23.33,859497.0,21238702.0,1.010009
46,2022-10-11,24.63,24.95,25.12,24.35,937050.0,23234663.0,1.010009
47,2022-10-12,25.1,25.94,25.95,24.86,1300920.0,33049216.0,1.010009
48,2022-10-13,26.0,26.58,27.73,25.75,2335896.0,62501812.0,1.010009
49,2022-10-14,26.57,26.94,27.3,26.45,1942647.0,52134863.0,1.010009
50,2022-10-17,26.9,27.53,27.66,26.8,1548297.0,42166142.0,1.010009
51,2022-10-18,28.05,27.83,28.3,27.51,2238299.0,62337022.0,1.010009
52,2022-10-19,27.5,27.47,28.04,27.46,1415700.0,39338187.0,1.010009
53,2022-10-20,27.35,26.98,27.5,26.6,1526700.0,41338013.0,1.010009
54,2022-10-21,27.0,26.91,27.5,26.8,906300.0,24544243.0,1.010009
55,2022-10-24,26.93,26.94,27.73,26.65,1726479.0,47115024.0,1.010009
56,2022-10-25,26.8,27.25,27.45,26.25,1257800.0,33829948.0,1.010009
57,2022-10-26,27.11,27.43,27.7,26.89,1540000.0,42258896.0,1.010009
58,2022-10-27,27.64,27.79,28.25,27.26,1601100.0,44409804.0,1.010009
59,2022-10-28,27.62,26.05,27.62,25.89,1490100.0,39671339.0,1.010009
60,2022-10-31,25.9,26.93,27.25,25.8,1488410.0,39991838.0,1.010009
61,2022-11-01,26.93,27.59,27.6,26.87,1218050.0,33320970.0,1.010009
62,2022-11-02,27.69,30.35,30.35,27.51,3002840.0,88724536.0,1.010009
63,2022-11-03,30.0,29.75,31.85,29.6,7485800.0,228915457.0,1.010009
64,2022-11-04,29.76,30.32,30.72,29.3,4636053.0,139538474.0,1.010009
65,2022-11-07,30.59,31.27,31.5,30.02,5579868.0,172178633.0,1.010009
66,2022-11-08,31.0,30.44,31.01,30.05,3019000.0,91817932.0,1.010009
67,2022-11-09,30.39,29.87,30.55,29.87,2048134.0,61684099.0,1.010009
68,2022-11-10,29.53,29.71,30.61,29.53,2037332.0,61078918.0,1.010009
69,2022-11-11,29.9,29.05,30.32,29.02,2547551.0,75684747.0,1.010009
70,2022-11-14,29.0,29.15,29.54,28.44,1740896.0,50858183.0,1.010009
71,2022-11-15,29.13,30.12,30.23,28.79,2261954.0,67167313.0,1.010009
72,2022-11-16,30.12,29.56,30.2,29.37,1613695.0,47910023.0,1.010009
73,2022-11-17,29.7,29.68,29.7,28.89,1518706.0,44409331.0,1.010009
74,2022-11-18,29.69,28.91,29.75,28.75,1401945.0,40969203.0,1.010009
75,2022-11-21,28.8,29.19,29.28,28.3,1399920.0,40384264.0,1.010009
76,2022-11-22,29.02,28.5,29.29,28.45,1306900.0,37608601.0,1.010009
77,2022-11-23,28.54,28.32,28.66,27.6,1248300.0,35096226.0,1.010009
78,2022-11-24,28.47,28.26,28.59,28.08,802000.0,22715802.0,1.010009
79,2022-11-25,28.32,27.74,28.32,27.74,767338.0,21437574.0,1.010009
80,2022-11-28,27.75,27.45,27.91,27.1,722600.0,19790535.0,1.010009
81,2022-11-29,27.5,28.11,28.2,27.45,1010600.0,28183930.0,1.010009
82,2022-11-30,28.12,28.72,29.45,28.0,2760490.0,79780378.0,1.010009
83,2022-12-01,28.77,28.77,29.1,28.47,1650300.0,47475839.0,1.010009
84,2022-12-02,28.78,28.38,28.9,28.34,957270.0,27306214.0,1.010009
85,2022-12-05,28.26,28.53,28.8,28.18,1090100.0,30919497.0,1.010009
86,2022-12-06,28.51,27.98,28.52,27.9,1455890.0,40934177.0,1.010009
87,2022-12-07,27.98,27.5,28.15,27.36,1313100.0,36315992.0,1.010009
88,2022-12-08,27.49,27.23,27.69,27.16,894000.0,24458082.0,1.010009
89,2022-12-09,27.2,27.0,27.4,27.0,899200.0,24426884.0,1.010009
90,2022-12-12,27.2,27.76,27.76,25.3,2284038.0,61474862.0,1.010009
91,2022-12-13,27.56,26.76,27.74,26.69,1452500.0,39409173.0,1.010009
92,2022-12-14,26.7,26.28,26.93,26.1,1153400.0,30587370.0,1.010009
93,2022-12-15,26.4,27.16,27.26,26.22,1477200.0,39766404.0,1.010009
94,2022-12-16,27.0,26.2,27.04,26.01,1152300.0,30472787.0,1.010009
95,2022-12-19,26.3,25.85,26.55,25.78,776700.0,20303356.0,1.010009
96,2022-12-20,25.83,26.07,26.25,25.35,709000.0,18330575.0,1.010009
97,2022-12-21,26.15,24.96,26.16,24.95,1144730.0,28990798.0,1.010009
98,2022-12-22,25.02,24.7,25.34,24.44,1031260.0,25676657.0,1.010009
99,2022-12-23,24.65,24.83,24.94,24.46,618050.0,15287080.0,1.010009
100,2022-12-26,25.08,25.53,25.56,24.95,756256.0,19178190.0,1.010009
101,2022-12-27,25.55,25.59,25.83,25.26,630750.0,16072582.0,1.010009
102,2022-12-28,25.59,24.97,25.59,24.81,646400.0,16213491.0,1.010009
103,2022-12-29,24.9,24.75,25.29,24.73,504910.0,12625689.0,1.010009
104,2022-12-30,24.88,24.95,25.37,24.8,543100.0,13623742.0,1.010009
105,2023-01-03,24.98,25.9,26.06,24.9,1234500.0,31720911.0,1.010009
106,2023-01-04,25.75,26.05,26.08,25.61,920254.0,23809718.0,1.010009
107,2023-01-05,26.06,26.64,26.68,25.93,1294720.0,34204142.0,1.010009
108,2023-01-06,26.51,26.43,26.79,26.35,955900.0,25341570.0,1.010009
109,2023-01-09,26.3,27.06,27.27,26.3,1391600.0,37464050.0,1.010009
110,2023-01-10,27.3,27.44,28.14,26.98,2282000.0,62941262.0,1.010009
111,2023-01-11,27.4,27.29,27.91,27.25,1382100.0,38043389.0,1.010009
112,2023-01-12,27.28,27.61,28.4,27.28,1521700.0,42400582.0,1.010009
113,2023-01-13,27.96,28.35,28.93,27.81,2635636.0,74692475.0,1.010009
114,2023-02-06,31.19,31.19,31.19,31.19,394100.0,12291979.0,1.010009
115,2023-02-07,34.31,34.31,34.31,34.31,885300.0,30374643.0,1.010009
116,2023-02-08,37.74,34.77,37.74,33.58,13844246.0,491198910.0,1.010009
117,2023-02-09,34.95,32.91,34.99,32.7,8226324.0,274051028.0,1.010009
118,2023-02-10,32.76,31.33,32.94,31.21,7056320.0,224870778.0,1.010009
119,2023-02-13,31.41,31.77,32.16,31.33,4721189.0,149787305.0,1.010009
120,2023-02-14,31.7,32.59,32.63,31.23,5385284.0,172640910.0,1.010009
121,2023-02-15,32.45,32.27,32.45,31.82,3451744.0,110713759.0,1.010009
122,2023-02-16,32.46,31.31,32.7,31.09,3803790.0,121541754.0,1.010009
123,2023-02-17,31.31,31.18,31.7,30.88,2502636.0,78206798.0,1.010009
124,2023-02-20,31.16,32.13,32.95,30.3,4376593.0,140145415.0,1.010009
