,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,873726,42.96,44.9,45.66,42.0,43755,191884087.92,8.39,2.89,1.26,25.09
1,2024-01-03,873726,44.0,48.71,49.44,41.7,47067,212021774.01,17.24,8.49,3.81,26.99
2,2024-01-04,873726,48.0,46.75,49.94,46.42,36516,173828177.51,7.23,-4.02,-1.96,20.94
3,2024-01-05,873726,46.0,43.95,47.37,41.8,29826,133578722.38,11.91,-5.99,-2.8,17.1
4,2024-01-08,873726,43.54,41.5,45.22,41.5,20958,91624731.33,8.46,-5.57,-2.45,12.02
5,2024-01-09,873726,41.9,39.49,42.99,37.88,35241,140551525.3,12.31,-4.84,-2.01,20.21
6,2024-01-10,873726,39.0,39.22,40.53,38.15,21829,85824304.43,6.03,-0.68,-0.27,12.52
7,2024-01-11,873726,38.91,38.76,39.48,36.68,25454,97010786.68,7.14,-1.17,-0.46,14.59
8,2024-01-12,873726,37.9,33.63,38.45,33.53,34118,121497476.81,12.69,-13.24,-5.13,19.56
9,2024-01-15,873726,33.03,32.29,34.49,31.9,19233,63630025.18,7.7,-3.98,-1.34,11.03
10,2024-01-16,873726,32.8,35.5,36.06,31.7,26417,90427261.89,13.5,9.94,3.21,15.15
11,2024-01-17,873726,34.81,36.0,38.6,34.7,28941,107327265.8,10.99,1.41,0.5,16.59
12,2024-01-18,873726,35.0,37.99,38.0,35.0,21434,78504626.34,8.33,5.53,1.99,12.29
13,2024-01-19,873726,38.8,38.7,39.48,37.24,25822,99560090.02,5.9,1.87,0.71,14.8
14,2024-01-22,873726,39.49,37.32,41.88,37.22,27196,108143433.56,12.04,-3.57,-1.38,15.59
15,2024-01-23,873726,37.38,37.0,37.99,35.1,17588,64542205.55,7.74,-0.86,-0.32,10.08
16,2024-01-24,873726,37.49,35.47,37.49,33.66,19911,70175837.22,10.35,-4.14,-1.53,11.42
17,2024-01-25,873726,35.02,33.34,35.49,32.8,16200,54809757.7,7.58,-6.01,-2.13,9.29
18,2024-01-26,873726,33.22,33.5,35.1,32.52,12117,41229802.83,7.74,0.48,0.16,6.95
19,2024-01-29,873726,33.7,30.03,33.76,30.03,13232,41691646.15,11.13,-10.36,-3.47,7.59
20,2024-01-30,873726,30.03,30.32,31.43,29.07,11560,34900461.42,7.86,0.97,0.29,6.63
21,2024-01-31,873726,30.57,31.63,32.97,29.68,14615,46058754.77,10.85,4.32,1.31,8.38
22,2024-02-01,873726,31.22,29.6,31.63,29.6,9786,29989461.15,6.42,-6.42,-2.03,5.61
23,2024-02-02,873726,29.58,27.27,30.3,26.56,12371,34818375.2,12.64,-7.87,-2.33,7.09
24,2024-02-05,873726,27.01,28.81,31.29,26.03,18472,52897048.78,19.29,5.65,1.54,10.59
25,2024-02-06,873726,28.2,31.09,31.68,27.92,17083,52397015.82,13.05,7.91,2.28,9.79
26,2024-02-07,873726,31.5,29.29,32.44,29.29,17628,54808229.46,10.13,-5.79,-1.8,10.11
27,2024-02-08,873726,29.55,30.13,30.39,27.32,11411,33410270.12,10.48,2.87,0.84,6.54
28,2024-02-19,873726,30.1,30.85,30.96,29.0,11827,35533646.01,6.51,2.39,0.72,6.78
29,2024-02-20,873726,30.51,31.12,31.76,29.74,10655,32977501.25,6.55,0.88,0.27,6.11
30,2024-02-21,873726,30.5,30.83,32.48,30.5,11745,36831405.78,6.36,-0.93,-0.29,6.73
31,2024-02-22,873726,30.51,30.45,31.28,30.12,8759,26703300.31,3.76,-1.23,-0.38,5.02
32,2024-02-23,873726,30.05,29.3,30.98,29.05,9440,28213463.31,6.34,-3.78,-1.15,5.41
33,2024-02-26,873726,29.72,31.56,32.3,29.6,17629,55066630.77,9.22,7.71,2.26,10.11
34,2024-02-27,873726,30.86,33.45,33.9,30.73,22278,73146106.83,10.04,5.99,1.89,12.77
35,2024-02-28,873726,33.78,34.55,35.98,33.03,25880,89583601.52,8.82,3.29,1.1,14.84
36,2024-02-29,873726,30.97,33.69,33.87,30.5,40378,129527950.93,9.75,-2.49,-0.86,23.15
37,2024-03-01,873726,33.05,31.71,33.15,31.7,23441,75502398.93,4.3,-5.88,-1.98,13.44
38,2024-03-04,873726,31.53,30.2,31.9,29.94,16272,49578749.06,6.18,-4.76,-1.51,9.33
39,2024-03-05,873726,29.98,28.19,29.98,27.9,21634,61975289.53,6.89,-6.66,-2.01,12.4
40,2024-03-06,873726,28.44,28.86,29.35,28.2,14142,40886886.98,4.08,2.38,0.67,8.11
41,2024-03-07,873726,28.66,27.11,29.3,27.11,12659,35575692.19,7.59,-6.06,-1.75,7.26
42,2024-03-08,873726,27.2,27.29,27.65,26.8,8827,24031548.72,3.14,0.66,0.18,5.06
43,2024-03-11,873726,27.01,27.73,27.95,26.91,9140,25094053.18,3.81,1.61,0.44,5.24
44,2024-03-12,873726,27.6,27.36,27.8,27.17,7534,20612219.45,2.27,-1.33,-0.37,4.32
45,2024-03-13,873726,27.38,26.8,27.63,26.62,7074,19118782.73,3.69,-2.05,-0.56,4.06
46,2024-03-14,873726,26.81,26.35,27.0,26.1,8372,22220931.87,3.36,-1.68,-0.45,4.8
47,2024-03-15,873726,26.24,27.48,27.88,26.03,14632,39985049.79,7.02,4.29,1.13,8.39
48,2024-03-18,873726,27.38,27.5,27.72,27.13,7431,20357884.43,2.15,0.07,0.02,4.26
49,2024-03-19,873726,27.55,27.7,28.51,27.0,11324,31576670.89,5.49,0.73,0.2,6.49
50,2024-03-20,873726,27.88,27.47,27.89,27.01,7747,21216989.95,3.18,-0.83,-0.23,4.44
51,2024-03-21,873726,27.4,26.61,27.43,26.5,8985,24054873.62,3.39,-3.13,-0.86,5.15
52,2024-03-22,873726,26.5,26.09,26.85,26.06,6379,16724028.23,2.97,-1.95,-0.52,3.66
53,2024-03-25,873726,26.02,24.72,26.03,24.62,8075,20381409.4,5.4,-5.25,-1.37,4.63
54,2024-03-26,873726,24.71,25.15,25.31,24.02,7892,19404414.8,5.22,1.74,0.43,4.52
55,2024-03-27,873726,25.19,24.8,26.26,24.8,7954,20378510.23,5.81,-1.39,-0.35,4.56
56,2024-03-28,873726,24.56,24.77,25.25,24.25,4938,12258330.32,4.03,-0.12,-0.03,2.83
57,2024-03-29,873726,24.5,24.28,24.87,24.28,5935,14544648.05,2.38,-1.98,-0.49,3.4
58,2024-04-01,873726,24.56,24.27,24.56,24.22,4145,10077883.65,1.4,-0.04,-0.01,2.38
59,2024-04-02,873726,24.27,24.04,24.5,24.03,4713,11370878.67,1.94,-0.95,-0.23,2.7
60,2024-04-03,873726,24.13,23.5,24.38,23.5,4136,9821754.54,3.66,-2.25,-0.54,2.37
61,2024-04-08,873726,23.4,22.7,23.73,22.64,4203,9701864.36,4.64,-3.4,-0.8,2.41
62,2024-04-09,873726,22.7,22.96,23.1,22.61,2861,6535570.12,2.16,1.15,0.26,1.64
63,2024-04-10,873726,23.1,23.8,24.49,22.83,10293,24767815.11,7.23,3.66,0.84,5.9
64,2024-04-11,873726,23.97,25.69,26.27,23.95,18127,45989203.43,9.75,7.94,1.89,10.39
65,2024-04-12,873726,25.12,24.69,25.87,24.27,8427,21005657.06,6.23,-3.89,-1.0,4.83
66,2024-04-15,873726,24.51,22.93,24.64,22.91,8330,19513394.37,7.01,-7.13,-1.76,4.78
67,2024-04-16,873726,23.3,20.81,23.31,20.08,10491,22231647.68,14.09,-9.25,-2.12,6.01
68,2024-04-17,873726,20.93,21.99,22.05,20.93,7569,16486729.65,5.38,5.67,1.18,4.34
69,2024-04-18,873726,22.48,22.3,22.97,21.96,8781,19705702.63,4.59,1.41,0.31,5.03
70,2024-04-19,873726,22.43,21.59,22.43,21.45,6419,13971405.88,4.39,-3.18,-0.71,3.68
71,2024-04-22,873726,21.95,21.16,22.0,21.05,4273,9150652.87,4.4,-1.99,-0.43,2.45
72,2024-04-23,873726,22.0,22.4,22.99,21.42,10910,24424486.82,7.42,5.86,1.24,6.26
73,2024-04-24,873726,21.02,22.0,22.3,21.02,6046,13208863.82,5.71,-1.79,-0.4,3.47
74,2024-04-25,873726,21.88,21.66,22.22,21.3,4336,9416419.41,4.18,-1.55,-0.34,2.49
75,2024-04-26,873726,21.52,22.0,22.21,21.48,4238,9300111.2,3.37,1.57,0.34,2.43
76,2024-04-29,873726,20.12,20.3,20.74,19.8,16985,34276338.45,4.27,-7.73,-1.7,9.74
77,2024-04-30,873726,20.1,19.74,20.26,19.74,8868,17652130.81,2.56,-2.76,-0.56,5.08
78,2024-05-06,873726,19.8,19.94,20.16,19.8,5544,11067399.44,1.82,1.01,0.2,3.18
79,2024-05-07,873726,20.05,19.88,20.08,19.73,3359,6689955.47,1.76,-0.3,-0.06,1.93
80,2024-05-08,873726,19.99,19.94,20.16,19.82,3158,6312356.57,1.71,0.3,0.06,1.81
81,2024-05-09,873726,20.0,19.89,20.05,19.83,4732,9421499.22,1.1,-0.25,-0.05,2.71
82,2024-05-10,873726,19.74,18.6,19.75,18.48,11543,21790199.08,6.39,-6.49,-1.29,6.62
83,2024-05-13,873726,18.68,17.84,18.8,17.67,7922,14357763.5,6.08,-4.09,-0.76,4.54
84,2024-05-14,873726,18.1,17.94,18.17,17.54,3463,6215369.51,3.53,0.56,0.1,1.99
85,2024-05-15,873726,17.86,17.75,18.08,17.67,2737,4880899.69,2.29,-1.06,-0.19,1.57
86,2024-05-16,873726,17.94,17.33,17.94,17.26,5075,8852347.62,3.83,-2.37,-0.42,2.91
87,2024-05-17,873726,17.47,17.27,17.47,17.06,3468,5943547.12,2.37,-0.35,-0.06,1.99
88,2024-05-20,873726,17.27,17.14,17.28,17.06,2391,4093693.96,1.27,-0.75,-0.13,1.37
89,2024-05-21,873726,17.07,17.09,17.14,17.0,2311,3943089.83,0.82,-0.29,-0.05,1.33
90,2024-05-22,873726,17.14,18.14,18.48,17.11,9959,17995587.09,8.02,6.14,1.05,5.71
91,2024-05-23,873726,18.42,18.94,19.04,17.61,14007,26104840.23,7.88,4.41,0.8,8.03
92,2024-05-24,873726,18.61,17.71,18.75,17.71,7800,14191473.15,5.49,-6.49,-1.23,4.47
93,2024-05-27,873726,17.73,17.64,18.18,17.33,3356,5925000.34,4.8,-0.4,-0.07,1.92
94,2024-05-28,873726,17.94,17.88,18.25,17.67,4810,8657583.78,3.29,1.36,0.24,2.76
95,2024-05-29,873726,18.12,18.36,18.99,18.12,6032,11142385.21,4.87,2.68,0.48,3.46
96,2024-05-30,873726,18.05,17.76,18.44,17.76,3828,6874454.8,3.7,-3.27,-0.6,2.19
97,2024-05-31,873726,17.7,17.4,18.09,17.4,2875,5090484.42,3.89,-2.03,-0.36,1.65
98,2024-06-03,873726,17.45,16.74,17.62,16.7,4984,8505004.16,5.29,-3.79,-0.66,2.86
99,2024-06-04,873726,16.7,17.27,17.84,16.6,4214,7258470.59,7.41,3.17,0.53,2.42
100,2024-06-05,873726,17.21,16.94,17.5,16.82,2490,4271450.46,3.94,-1.91,-0.33,1.43
101,2024-06-06,873726,17.12,16.52,17.29,16.21,3660,6048007.77,6.38,-2.48,-0.42,2.1
102,2024-06-07,873726,16.55,16.9,17.02,16.4,2736,4590284.21,3.75,2.3,0.38,1.57
103,2024-06-11,873726,16.99,17.5,17.6,16.61,4786,8300874.86,5.86,3.55,0.6,2.74
104,2024-06-12,873726,17.88,19.17,20.37,17.88,19303,37237413.58,14.23,9.54,1.67,11.07
105,2024-06-13,873726,18.9,18.66,20.0,18.41,17225,33038698.49,8.29,-2.66,-0.51,9.88
106,2024-06-14,873726,18.47,19.09,19.67,18.31,12992,24947521.45,7.29,2.3,0.43,7.45
107,2024-06-17,873726,18.99,19.94,20.38,18.8,16960,33808420.51,8.28,4.45,0.85,9.72
108,2024-06-18,873726,19.89,19.44,20.75,19.36,13247,26519335.97,6.97,-2.51,-0.5,7.59
109,2024-06-19,873726,19.5,19.45,19.99,18.77,11893,23030809.43,6.28,0.05,0.01,6.82
110,2024-06-20,873726,19.23,18.35,19.32,18.21,8474,15833081.36,5.71,-5.66,-1.1,4.86
111,2024-06-21,873726,18.32,18.67,18.97,18.32,7012,13122604.45,3.54,1.74,0.32,4.02
