,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,603173,22.53,22.86,23.15,22.53,21018,48243375.0,2.75,1.51,0.34,5.25
1,2024-01-03,603173,22.82,22.38,22.95,22.28,14624,32916389.0,2.93,-2.1,-0.48,3.66
2,2024-01-04,603173,22.4,22.63,23.07,22.39,21934,49657502.0,3.04,1.12,0.25,5.48
3,2024-01-05,603173,22.42,22.3,22.62,22.17,18066,40467585.0,1.99,-1.46,-0.33,4.52
4,2024-01-08,603173,22.29,21.73,22.3,21.72,11127,24458222.0,2.6,-2.56,-0.57,2.78
5,2024-01-09,603173,21.7,21.65,22.38,21.45,19877,43463780.0,4.28,-0.37,-0.08,4.97
6,2024-01-10,603173,21.51,21.35,21.73,21.12,16123,34598575.0,2.82,-1.39,-0.3,4.03
7,2024-01-11,603173,21.26,21.84,21.86,21.22,15022,32477096.0,3.0,2.3,0.49,3.76
8,2024-01-12,603173,21.84,21.63,22.15,21.56,12473,27143399.0,2.7,-0.96,-0.21,3.12
9,2024-01-15,603173,21.39,21.88,22.27,21.06,23059,49879076.0,5.59,1.16,0.25,5.76
10,2024-01-16,603173,21.76,21.72,21.96,21.44,13040,28302401.0,2.38,-0.73,-0.16,3.26
11,2024-01-17,603173,21.63,21.47,21.86,21.45,10143,21995336.0,1.89,-1.15,-0.25,2.54
12,2024-01-18,603173,21.5,20.92,21.5,20.4,18440,38390452.0,5.12,-2.56,-0.55,4.61
13,2024-01-19,603173,20.82,20.64,20.99,20.54,8310,17247303.0,2.15,-1.34,-0.28,2.08
14,2024-01-22,603173,20.66,19.29,20.67,19.15,14261,28430353.0,7.36,-6.54,-1.35,3.57
15,2024-01-23,603173,19.18,19.46,19.73,19.0,9617,18648507.0,3.78,0.88,0.17,2.4
16,2024-01-24,603173,19.41,19.67,19.95,19.03,11232,21983431.0,4.73,1.08,0.21,2.81
17,2024-01-25,603173,19.9,20.55,21.6,19.53,31941,65796723.0,10.52,4.47,0.88,7.99
18,2024-01-26,603173,20.65,19.87,20.65,19.87,22113,44498212.0,3.8,-3.31,-0.68,5.53
19,2024-01-29,603173,19.79,19.44,20.05,19.39,13238,26059910.0,3.32,-2.16,-0.43,3.31
20,2024-01-30,603173,19.39,18.94,19.47,18.85,11390,21806586.0,3.19,-2.57,-0.5,2.3
21,2024-01-31,603173,18.87,17.97,18.91,17.88,14272,26142689.0,5.44,-5.12,-0.97,2.88
22,2024-02-01,603173,17.93,17.94,18.3,17.5,9288,16656734.0,4.45,-0.17,-0.03,1.87
23,2024-02-02,603173,17.95,16.8,18.2,16.2,16369,28048558.0,11.15,-6.35,-1.14,3.3
24,2024-02-05,603173,16.66,15.25,16.75,15.12,18444,28587500.0,9.7,-9.23,-1.55,3.72
25,2024-02-06,603173,15.0,16.18,16.59,14.77,18839,29576652.0,11.93,6.1,0.93,3.8
26,2024-02-07,603173,16.12,15.55,16.39,15.38,16421,26083938.0,6.24,-3.89,-0.63,3.31
27,2024-02-08,603173,15.58,17.11,17.11,15.58,16407,27137302.0,9.84,10.03,1.56,3.31
28,2024-02-19,603173,17.99,17.53,17.99,17.2,22207,39135533.0,4.62,2.45,0.42,4.48
29,2024-02-20,603173,17.45,17.56,17.68,17.39,10082,17692585.0,1.65,0.17,0.03,2.04
30,2024-02-21,603173,17.52,17.71,18.15,17.34,17564,31343730.0,4.61,0.85,0.15,3.55
31,2024-02-22,603173,17.72,18.03,18.07,17.65,14400,25759224.0,2.37,1.81,0.32,2.91
32,2024-02-23,603173,18.04,18.41,18.46,17.91,17033,30977147.0,3.05,2.11,0.38,3.44
33,2024-02-26,603173,18.54,18.82,19.25,18.42,20199,37990967.0,4.51,2.23,0.41,4.08
34,2024-02-27,603173,18.68,19.15,19.18,18.5,14126,26721438.0,3.61,1.75,0.33,2.85
35,2024-02-28,603173,19.16,18.04,19.99,18.02,26275,50321764.0,10.29,-5.8,-1.11,5.3
36,2024-02-29,603173,17.87,19.79,19.84,17.76,45000,86146269.0,11.53,9.7,1.75,9.08
37,2024-03-01,603173,19.56,19.21,19.73,18.95,42536,81863547.0,3.94,-2.93,-0.58,8.59
38,2024-03-04,603173,19.25,19.13,19.33,18.61,30504,57838857.0,3.75,-0.42,-0.08,6.16
39,2024-03-05,603173,18.95,19.66,19.69,18.58,40796,77897402.0,5.8,2.77,0.53,8.23
40,2024-03-06,603173,19.6,21.63,21.63,19.53,40141,84470305.0,10.68,10.02,1.97,8.1
41,2024-03-07,603173,21.63,20.8,22.38,20.48,79499,169451274.0,8.78,-3.84,-0.83,16.05
42,2024-03-08,603173,20.2,20.6,20.87,20.08,36313,74078332.0,3.8,-0.96,-0.2,7.33
43,2024-03-11,603173,20.28,20.84,20.86,20.1,25649,52570601.0,3.69,1.17,0.24,5.18
44,2024-03-12,603173,20.68,20.85,21.08,20.4,23204,48112328.0,3.26,0.05,0.01,4.68
45,2024-03-13,603173,20.9,20.62,20.9,20.5,18901,39068996.0,1.92,-1.1,-0.23,3.82
46,2024-03-14,603173,20.53,20.13,20.76,19.85,17734,36003570.0,4.41,-2.38,-0.49,3.58
47,2024-03-15,603173,20.18,20.12,20.26,19.89,14785,29601488.0,1.84,-0.05,-0.01,2.98
48,2024-03-18,603173,20.2,20.75,20.81,20.13,21131,43271772.0,3.38,3.13,0.63,4.27
