,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,603999,6.86,6.99,7.08,6.86,181861,126893807.0,3.2,1.75,0.12,3.16
1,2024-01-03,603999,6.98,7.1,7.17,6.82,217962,153495665.0,5.01,1.57,0.11,3.78
2,2024-01-04,603999,7.08,7.0,7.11,6.93,135221,94626462.0,2.54,-1.41,-0.1,2.35
3,2024-01-05,603999,7.0,6.83,7.02,6.75,142696,98145164.0,3.86,-2.43,-0.17,2.48
4,2024-01-08,603999,6.78,6.9,6.99,6.77,117728,81416031.0,3.22,1.02,0.07,2.04
5,2024-01-09,603999,6.95,6.87,7.0,6.75,113585,78168398.0,3.62,-0.43,-0.03,1.97
6,2024-01-10,603999,6.85,6.64,6.85,6.64,91576,61281115.0,3.06,-3.35,-0.23,1.59
7,2024-01-11,603999,6.64,6.72,6.75,6.61,95948,64349581.0,2.11,1.2,0.08,1.67
8,2024-01-12,603999,6.68,6.51,6.75,6.47,104695,68760310.0,4.17,-3.13,-0.21,1.82
9,2024-01-15,603999,6.5,6.51,6.57,6.45,69316,45140713.0,1.84,0.0,0.0,1.2
10,2024-01-16,603999,6.51,6.43,6.52,6.33,86177,55178788.0,2.92,-1.23,-0.08,1.5
11,2024-01-17,603999,6.42,6.31,6.52,6.3,75254,48200350.0,3.42,-1.87,-0.12,1.31
12,2024-01-18,603999,6.28,6.2,6.35,6.02,117078,71819657.0,5.23,-1.74,-0.11,2.03
13,2024-01-19,603999,6.2,6.2,6.32,6.18,82399,51378920.0,2.26,0.0,0.0,1.43
14,2024-01-22,603999,6.14,5.78,6.22,5.73,106821,63547575.0,7.9,-6.77,-0.42,1.85
15,2024-01-23,603999,5.71,5.77,5.8,5.61,115771,66039236.0,3.29,-0.17,-0.01,2.01
16,2024-01-24,603999,5.76,5.88,5.9,5.67,86326,50029735.0,3.99,1.91,0.11,1.5
17,2024-01-25,603999,5.89,6.34,6.38,5.85,155486,96475660.0,9.01,7.82,0.46,2.7
18,2024-01-26,603999,6.34,6.57,6.67,6.31,174379,113683361.0,5.68,3.63,0.23,3.03
19,2024-01-29,603999,6.49,6.26,6.55,6.2,138942,87925982.0,5.33,-4.72,-0.31,2.41
20,2024-01-30,603999,6.19,6.01,6.29,5.99,90934,55491120.0,4.79,-3.99,-0.25,1.58
21,2024-01-31,603999,5.98,6.2,6.61,5.96,385428,242462577.0,10.82,3.16,0.19,6.69
22,2024-02-01,603999,6.2,5.82,6.2,5.58,391816,230658904.0,10.0,-6.13,-0.38,6.8
23,2024-02-02,603999,5.83,5.63,6.14,5.47,285649,166428985.0,11.51,-3.26,-0.19,4.96
24,2024-02-05,603999,5.5,5.07,5.53,5.07,138292,71333472.0,8.17,-9.95,-0.56,2.4
25,2024-02-06,603999,4.67,4.62,4.89,4.56,339931,157924110.0,6.51,-8.88,-0.45,5.9
26,2024-02-07,603999,4.68,4.21,4.73,4.17,389750,168116051.0,12.12,-8.87,-0.41,6.77
27,2024-02-08,603999,4.28,4.59,4.61,4.08,350373,152075248.0,12.59,9.03,0.38,6.08
28,2024-02-19,603999,4.75,4.92,4.98,4.67,301437,145805923.0,6.75,7.19,0.33,5.23
