,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,601579,10.74,10.72,10.8,10.63,28470,30561691.0,1.58,-0.19,-0.02,0.59
1,2024-01-03,601579,10.72,10.8,10.83,10.7,26556,28588581.0,1.21,0.75,0.08,0.55
2,2024-01-04,601579,10.81,10.73,10.81,10.65,23608,25235557.0,1.48,-0.65,-0.07,0.49
3,2024-01-05,601579,10.73,10.61,10.77,10.58,26147,27867172.0,1.77,-1.12,-0.12,0.55
4,2024-01-08,601579,10.55,10.43,10.6,10.43,26329,27644696.0,1.6,-1.7,-0.18,0.55
5,2024-01-09,601579,10.44,10.44,10.53,10.4,19445,20337862.0,1.25,0.1,0.01,0.41
6,2024-01-10,601579,10.51,10.64,10.68,10.35,30973,32736359.0,3.16,1.92,0.2,0.65
7,2024-01-11,601579,10.57,10.65,10.68,10.53,20540,21836295.0,1.41,0.09,0.01,0.43
8,2024-01-12,601579,10.65,10.62,10.77,10.59,21666,23165543.0,1.69,-0.28,-0.03,0.45
9,2024-01-15,601579,10.54,10.58,10.68,10.54,18755,19900679.0,1.32,-0.38,-0.04,0.39
10,2024-01-16,601579,10.6,10.58,10.7,10.41,25126,26535901.0,2.74,0.0,0.0,0.52
11,2024-01-17,601579,10.53,10.3,10.56,10.29,28449,29688387.0,2.55,-2.65,-0.28,0.59
12,2024-01-18,601579,10.3,10.06,10.3,9.8,62541,62214257.0,4.85,-2.33,-0.24,1.3
13,2024-01-19,601579,10.0,10.05,10.17,9.97,22618,22758355.0,1.99,-0.1,-0.01,0.47
14,2024-01-22,601579,10.04,9.56,10.04,9.46,34159,33242844.0,5.77,-4.88,-0.49,0.71
15,2024-01-23,601579,9.5,9.5,9.56,9.25,27765,26130337.0,3.24,-0.63,-0.06,0.58
16,2024-01-24,601579,9.51,9.6,9.65,9.25,32480,30781742.0,4.21,1.05,0.1,0.68
17,2024-01-25,601579,9.66,10.01,10.06,9.57,41520,40928845.0,5.1,4.27,0.41,0.87
18,2024-01-26,601579,10.0,10.07,10.18,9.98,27333,27563083.0,2.0,0.6,0.06,0.57
19,2024-01-29,601579,10.04,9.94,10.15,9.91,27116,27163706.0,2.38,-1.29,-0.13,0.57
20,2024-01-30,601579,9.81,9.62,9.88,9.61,29212,28500087.0,2.72,-3.22,-0.32,0.61
21,2024-01-31,601579,9.6,9.22,9.64,9.17,36377,33997490.0,4.89,-4.16,-0.4,0.76
22,2024-02-01,601579,9.15,8.94,9.2,8.91,44984,40604697.0,3.15,-3.04,-0.28,0.94
23,2024-02-02,601579,8.94,8.71,9.26,8.52,51493,45940977.0,8.28,-2.57,-0.23,1.07
24,2024-02-05,601579,8.71,7.98,8.71,7.9,65294,53377871.0,9.3,-8.38,-0.73,1.36
25,2024-02-06,601579,7.97,8.39,8.55,7.65,60834,49204180.0,11.28,5.14,0.41,1.27
26,2024-02-07,601579,8.36,8.42,8.61,8.2,51046,43154803.0,4.89,0.36,0.03,1.06
27,2024-02-08,601579,8.56,9.08,9.15,8.41,66345,58610341.0,8.79,7.84,0.66,1.38
28,2024-02-19,601579,9.25,9.19,9.48,9.11,52120,48288842.0,4.07,1.21,0.11,1.09
29,2024-02-20,601579,9.18,9.09,9.18,8.98,30588,27655614.0,2.18,-1.09,-0.1,0.64
30,2024-02-21,601579,9.06,9.24,9.46,8.91,45605,42230894.0,6.05,1.65,0.15,0.95
31,2024-02-22,601579,9.22,9.29,9.31,9.13,30818,28485554.0,1.95,0.54,0.05,0.64
32,2024-02-23,601579,9.3,9.36,9.4,9.22,30112,28079714.0,1.94,0.75,0.07,0.63
33,2024-02-26,601579,9.32,9.42,9.57,9.26,45699,42991012.0,3.31,0.64,0.06,0.95
34,2024-02-27,601579,9.39,9.53,9.53,9.28,39345,37037310.0,2.65,1.17,0.11,0.82
35,2024-02-28,601579,9.53,9.03,9.69,9.0,70845,66421643.0,7.24,-5.25,-0.5,1.48
36,2024-02-29,601579,8.97,9.3,9.3,8.9,43754,40121253.0,4.43,2.99,0.27,0.91
37,2024-03-01,601579,9.26,9.29,9.38,9.21,28179,26151934.0,1.83,-0.11,-0.01,0.59
38,2024-03-04,601579,9.26,9.15,9.33,9.08,29978,27471952.0,2.69,-1.51,-0.14,0.63
39,2024-03-05,601579,9.17,9.08,9.17,9.07,27622,25170352.0,1.09,-0.77,-0.07,0.58
40,2024-03-06,601579,9.03,9.06,9.16,8.96,25108,22736481.0,2.2,-0.22,-0.02,0.52
41,2024-03-07,601579,9.06,9.03,9.18,9.02,27504,25024928.0,1.77,-0.33,-0.03,0.57
42,2024-03-08,601579,9.08,9.09,9.2,8.97,29148,26466407.0,2.55,0.66,0.06,0.61
43,2024-03-11,601579,9.05,9.26,9.29,9.03,51415,47302675.0,2.86,1.87,0.17,1.07
44,2024-03-12,601579,9.26,9.55,9.6,9.22,74892,70850022.0,4.1,3.13,0.29,1.56
45,2024-03-13,601579,9.5,9.52,9.56,9.41,44135,41836794.0,1.57,-0.31,-0.03,0.92
46,2024-03-14,601579,9.49,9.47,9.62,9.38,29717,28231123.0,2.52,-0.53,-0.05,0.62
47,2024-03-15,601579,9.45,9.57,9.57,9.45,25243,24044605.0,1.27,1.06,0.1,0.53
48,2024-03-18,601579,9.57,9.61,9.63,9.51,28112,26906110.0,1.25,0.42,0.04,0.59
