,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,603689,8.71,8.9,8.94,8.65,58917,52161100.0,3.34,2.42,0.21,1.25
1,2024-01-03,603689,8.92,8.98,8.99,8.82,38774,34580957.0,1.91,0.9,0.08,0.82
2,2024-01-04,603689,8.96,9.09,9.19,8.96,59096,53727147.0,2.56,1.22,0.11,1.26
3,2024-01-05,603689,9.14,8.99,9.21,8.94,64678,58645780.0,2.97,-1.1,-0.1,1.37
4,2024-01-08,603689,9.0,8.88,9.04,8.85,39191,34977714.0,2.11,-1.22,-0.11,0.83
5,2024-01-09,603689,8.9,8.86,8.95,8.76,47625,42175447.0,2.14,-0.23,-0.02,1.01
6,2024-01-10,603689,8.81,8.8,8.91,8.73,35725,31538267.0,2.03,-0.68,-0.06,0.76
7,2024-01-11,603689,8.75,8.83,8.89,8.73,40024,35320705.0,1.82,0.34,0.03,0.85
8,2024-01-12,603689,8.8,8.87,8.99,8.8,38993,34728960.0,2.15,0.45,0.04,0.83
9,2024-01-15,603689,8.72,8.75,8.82,8.65,79983,69784513.0,1.92,-1.35,-0.12,1.7
10,2024-01-16,603689,8.76,8.61,8.76,8.45,55459,47511085.0,3.54,-1.6,-0.14,1.18
11,2024-01-17,603689,8.64,8.37,8.64,8.37,29327,24985010.0,3.14,-2.79,-0.24,0.62
12,2024-01-18,603689,8.31,8.26,8.39,7.99,64623,52626503.0,4.78,-1.31,-0.11,1.37
13,2024-01-19,603689,8.21,8.15,8.25,8.09,34561,28168871.0,1.94,-1.33,-0.11,0.73
14,2024-01-22,603689,8.12,7.71,8.19,7.65,50147,39742072.0,6.63,-5.4,-0.44,1.07
15,2024-01-23,603689,7.66,7.7,7.73,7.47,56617,43137463.0,3.37,-0.13,-0.01,1.2
16,2024-01-24,603689,7.72,7.9,7.9,7.54,58518,45405551.0,4.68,2.6,0.2,1.24
17,2024-01-25,603689,7.88,8.22,8.23,7.88,51409,41511737.0,4.43,4.05,0.32,1.09
18,2024-01-26,603689,8.2,8.4,8.51,8.17,55882,46958620.0,4.14,2.19,0.18,1.19
19,2024-01-29,603689,8.45,8.22,8.46,8.21,43442,36148538.0,2.98,-2.14,-0.18,0.92
20,2024-01-30,603689,8.19,8.06,8.3,8.03,38203,31214812.0,3.28,-1.95,-0.16,0.81
21,2024-01-31,603689,7.95,7.77,8.14,7.76,53136,42084101.0,4.71,-3.6,-0.29,1.13
22,2024-02-01,603689,7.73,7.5,7.8,7.41,65068,49311599.0,5.02,-3.47,-0.27,1.38
23,2024-02-02,603689,7.49,7.18,7.61,7.05,69381,50852041.0,7.47,-4.27,-0.32,1.47
24,2024-02-05,603689,7.14,6.67,7.15,6.47,103300,69384598.0,9.47,-7.1,-0.51,2.2
25,2024-02-06,603689,6.58,6.97,7.14,6.31,111473,74101403.0,12.44,4.5,0.3,2.37
26,2024-02-07,603689,6.93,6.87,7.07,6.75,107074,73899101.0,4.59,-1.43,-0.1,2.28
27,2024-02-08,603689,6.87,7.28,7.35,6.79,101520,71656533.0,8.15,5.97,0.41,2.16
28,2024-02-19,603689,7.34,7.57,7.65,7.26,102162,76638194.0,5.36,3.98,0.29,2.17
29,2024-02-20,603689,7.57,7.56,7.6,7.45,38775,29265946.0,1.98,-0.13,-0.01,0.82
30,2024-02-21,603689,7.55,7.55,7.71,7.49,52323,39891604.0,2.91,-0.13,-0.01,1.11
31,2024-02-22,603689,7.57,7.69,7.69,7.54,48242,36774645.0,1.99,1.85,0.14,1.03
32,2024-02-23,603689,7.67,7.8,7.8,7.63,45670,35253769.0,2.21,1.43,0.11,0.97
33,2024-02-26,603689,7.8,7.74,7.85,7.68,43917,34117981.0,2.18,-0.77,-0.06,0.93
34,2024-02-27,603689,7.72,7.84,7.85,7.7,30885,24086701.0,1.94,1.29,0.1,0.66
