,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,603901,11.89,11.71,11.99,11.6,19148,22554737.0,3.28,-1.6,-0.19,0.4
1,2024-01-03,603901,11.73,11.5,11.78,11.4,17389,20072186.0,3.25,-1.79,-0.21,0.36
2,2024-01-04,603901,11.5,11.54,11.61,11.38,18746,21560497.0,2.0,0.35,0.04,0.39
3,2024-01-05,603901,11.75,11.16,12.0,11.11,39974,45488049.0,7.71,-3.29,-0.38,0.83
4,2024-01-08,603901,11.1,10.82,11.2,10.75,32319,35244954.0,4.03,-3.05,-0.34,0.67
5,2024-01-09,603901,10.8,11.13,11.29,10.75,24776,27492266.0,4.99,2.87,0.31,0.51
6,2024-01-10,603901,11.07,10.99,11.2,10.86,15312,16890907.0,3.05,-1.26,-0.14,0.32
7,2024-01-11,603901,10.87,10.96,11.11,10.87,24360,26759958.0,2.18,-0.27,-0.03,0.51
8,2024-01-12,603901,10.94,10.46,10.94,10.43,41754,44269907.0,4.65,-4.56,-0.5,0.87
9,2024-01-15,603901,10.44,10.55,10.65,10.31,23580,24750486.0,3.25,0.86,0.09,0.49
10,2024-01-16,603901,10.54,10.44,10.62,10.25,23614,24559038.0,3.51,-1.04,-0.11,0.49
11,2024-01-17,603901,10.4,9.99,10.49,9.9,50983,51588498.0,5.65,-4.31,-0.45,1.06
12,2024-01-18,603901,9.87,9.93,10.03,9.6,31094,30384008.0,4.3,-0.6,-0.06,0.64
13,2024-01-19,603901,10.0,9.77,10.09,9.63,32638,32115621.0,4.63,-1.61,-0.16,0.68
14,2024-01-22,603901,9.81,9.06,9.84,8.9,47053,43877751.0,9.62,-7.27,-0.71,0.98
15,2024-01-23,603901,8.96,8.8,9.06,8.74,51376,45546292.0,3.53,-2.87,-0.26,1.07
16,2024-01-24,603901,8.83,8.9,9.0,8.52,43320,38047946.0,5.45,1.14,0.1,0.9
17,2024-01-25,603901,8.92,9.35,9.39,8.8,51365,46923536.0,6.63,5.06,0.45,1.06
18,2024-01-26,603901,9.35,9.22,9.5,9.18,34948,32607905.0,3.42,-1.39,-0.13,0.72
19,2024-01-29,603901,9.2,9.1,9.61,9.1,76325,71839102.0,5.53,-1.3,-0.12,1.58
20,2024-01-30,603901,9.18,8.78,9.35,8.75,47005,42277555.0,6.59,-3.52,-0.32,0.97
21,2024-01-31,603901,8.7,8.38,8.75,8.37,66561,56988560.0,4.33,-4.56,-0.4,1.38
22,2024-02-01,603901,8.31,8.22,8.51,8.01,64467,53530397.0,5.97,-1.91,-0.16,1.34
23,2024-02-02,603901,8.24,9.04,9.04,7.74,120649,100670555.0,15.82,9.98,0.82,2.5
24,2024-02-05,603901,9.24,8.68,9.94,8.28,169216,153816926.0,18.36,-3.98,-0.36,3.51
25,2024-02-06,603901,7.81,8.41,8.68,7.81,167076,134916447.0,10.02,-3.11,-0.27,3.46
26,2024-02-07,603901,8.3,9.25,9.25,7.57,178620,156988514.0,19.98,9.99,0.84,3.7
27,2024-02-08,603901,9.1,10.18,10.18,8.89,206909,197086815.0,13.95,10.05,0.93,4.29
28,2024-02-19,603901,10.48,10.04,10.78,9.79,210180,213920893.0,9.72,-1.38,-0.14,4.36
29,2024-02-20,603901,9.7,9.95,10.02,9.4,143885,139623881.0,6.18,-0.9,-0.09,2.98
30,2024-02-21,603901,9.7,9.86,10.08,9.55,126440,124940489.0,5.33,-0.9,-0.09,2.62
31,2024-02-22,603901,9.67,9.91,10.03,9.66,102312,100657507.0,3.75,0.51,0.05,2.12
32,2024-02-23,603901,9.91,10.28,10.58,9.76,149360,151607762.0,8.27,3.73,0.37,3.1
33,2024-02-26,603901,10.6,10.74,11.31,10.39,187088,202100182.0,8.95,4.47,0.46,3.88
34,2024-02-27,603901,10.45,11.11,11.68,10.34,181520,196131995.0,12.48,3.45,0.37,3.76
35,2024-02-28,603901,10.9,10.0,11.08,10.0,161549,172617669.0,9.72,-9.99,-1.11,3.35
36,2024-02-29,603901,9.72,10.45,10.55,9.72,106071,108330486.0,8.3,4.5,0.45,2.2
37,2024-03-01,603901,10.5,10.47,10.72,10.31,95597,100075013.0,3.92,0.19,0.02,1.98
38,2024-03-04,603901,10.47,10.57,10.74,10.2,100147,105304113.0,5.16,0.96,0.1,2.08
39,2024-03-05,603901,10.45,10.04,10.45,10.0,79048,80259580.0,4.26,-5.01,-0.53,1.64
40,2024-03-06,603901,9.94,10.37,10.49,9.89,86041,88278629.0,5.98,3.29,0.33,1.78
41,2024-03-07,603901,10.5,10.25,10.67,10.16,74803,77978353.0,4.92,-1.16,-0.12,1.55
42,2024-03-08,603901,10.15,10.26,10.33,10.08,53522,54534097.0,2.44,0.1,0.01,1.11
43,2024-03-11,603901,10.26,10.19,10.32,10.01,64932,65726494.0,3.02,-0.68,-0.07,1.34
44,2024-03-12,603901,10.17,10.38,10.4,10.12,69515,71321420.0,2.75,1.86,0.19,1.44
45,2024-03-13,603901,10.4,10.2,10.41,10.05,89524,91259068.0,3.47,-1.73,-0.18,1.85
46,2024-03-14,603901,10.17,9.99,10.32,9.84,63710,64021020.0,4.71,-2.06,-0.21,1.32
47,2024-03-15,603901,9.96,10.12,10.12,9.84,48123,47992512.0,2.8,1.3,0.13,1.0
48,2024-03-18,603901,10.1,10.33,10.34,10.09,84750,86489001.0,2.47,2.08,0.21,1.76
49,2024-03-19,603901,10.38,10.14,10.38,10.1,67942,69474911.0,2.71,-1.84,-0.19,1.41
50,2024-03-20,603901,10.12,10.17,10.27,10.06,56572,57443411.0,2.07,0.3,0.03,1.17
51,2024-03-21,603901,10.16,10.0,10.24,9.92,67239,67543367.0,3.15,-1.67,-0.17,1.39
52,2024-03-22,603901,10.0,9.55,10.0,9.51,74363,71988831.0,4.9,-4.5,-0.45,1.54
53,2024-03-25,603901,9.48,9.23,9.58,9.21,57650,54304469.0,3.87,-3.35,-0.32,1.19
54,2024-03-26,603901,9.23,9.09,9.33,8.9,73166,66353988.0,4.66,-1.52,-0.14,1.52
55,2024-03-27,603901,9.09,8.66,9.09,8.66,52313,46423814.0,4.73,-4.73,-0.43,1.08
56,2024-03-28,603901,8.85,8.84,8.99,8.66,56401,49954259.0,3.81,2.08,0.18,1.17
57,2024-03-29,603901,8.9,8.91,8.96,8.67,50393,44373544.0,3.28,0.79,0.07,1.04
58,2024-04-01,603901,8.91,9.01,9.08,8.9,78200,70277593.0,2.02,1.12,0.1,1.62
59,2024-04-02,603901,8.99,8.68,9.01,8.63,118375,103883187.0,4.22,-3.66,-0.33,2.45
60,2024-04-03,603901,8.7,8.39,8.71,8.35,112047,94584882.0,4.15,-3.34,-0.29,2.32
61,2024-04-08,603901,8.36,8.47,8.64,8.29,86563,73528994.0,4.17,0.95,0.08,1.79
62,2024-04-09,603901,8.43,8.6,8.63,8.41,52553,44984751.0,2.6,1.53,0.13,1.09
63,2024-04-10,603901,8.66,8.26,8.7,8.2,70952,59524049.0,5.81,-3.95,-0.34,1.47
64,2024-04-11,603901,8.2,8.35,8.44,8.15,48597,40566233.0,3.51,1.09,0.09,1.01
65,2024-04-12,603901,8.35,8.18,8.44,8.14,50999,42361280.0,3.59,-2.04,-0.17,1.06
66,2024-04-15,603901,8.12,7.86,8.24,7.73,93649,74223625.0,6.23,-3.91,-0.32,1.94
67,2024-04-16,603901,7.8,7.33,7.85,7.2,94895,70338240.0,8.27,-6.74,-0.53,1.97
68,2024-04-17,603901,7.45,8.06,8.06,7.45,73358,57628788.0,8.32,9.96,0.73,1.52
69,2024-04-18,603901,8.25,8.02,8.28,7.95,84328,68339689.0,4.09,-0.5,-0.04,1.75
70,2024-04-19,603901,7.97,7.88,8.24,7.85,78619,62927514.0,4.86,-1.75,-0.14,1.63
71,2024-04-22,603901,7.8,8.11,8.16,7.7,70425,56310659.0,5.84,2.92,0.23,1.46
72,2024-04-23,603901,8.04,8.26,8.47,8.04,71046,58406502.0,5.3,1.85,0.15,1.47
73,2024-04-24,603901,8.25,8.18,8.29,8.13,41191,33735629.0,1.94,-0.97,-0.08,0.85
74,2024-04-25,603901,8.18,8.17,8.27,8.12,33356,27361317.0,1.83,-0.12,-0.01,0.69
75,2024-04-26,603901,8.14,8.33,8.45,8.14,55935,46589108.0,3.79,1.96,0.16,1.16
76,2024-04-29,603901,8.26,8.54,8.55,8.25,70564,59564517.0,3.6,2.52,0.21,1.46
77,2024-04-30,603901,8.5,8.51,8.63,8.39,51460,43641917.0,2.81,-0.35,-0.03,1.07
78,2024-05-06,603901,8.65,8.59,8.67,8.55,38828,33376170.0,1.41,0.94,0.08,0.8
79,2024-05-07,603901,8.6,9.45,9.45,8.6,176237,163790702.0,9.9,10.01,0.86,3.65
80,2024-05-08,603901,9.23,8.97,9.46,8.93,189135,171835509.0,5.61,-5.08,-0.48,3.92
81,2024-05-09,603901,9.03,9.07,9.09,8.89,153787,138194398.0,2.23,1.11,0.1,3.18
82,2024-05-10,603901,9.1,9.01,9.12,8.8,142714,127662845.0,3.53,-0.66,-0.06,2.96
83,2024-05-13,603901,8.92,8.73,8.93,8.7,111403,97772214.0,2.55,-3.11,-0.28,2.31
84,2024-05-14,603901,8.73,8.65,8.85,8.58,100363,87022881.0,3.09,-0.92,-0.08,2.08
85,2024-05-15,603901,8.65,8.72,8.77,8.52,72350,62813766.0,2.89,0.81,0.07,1.5
86,2024-05-16,603901,8.73,8.58,8.81,8.44,116671,100706204.0,4.24,-1.61,-0.14,2.42
87,2024-05-17,603901,8.55,8.55,8.57,8.38,82350,69770757.0,2.21,-0.35,-0.03,1.71
88,2024-05-20,603901,8.55,8.85,8.85,8.52,123156,107705490.0,3.86,3.51,0.3,2.55
89,2024-05-21,603901,8.85,8.61,8.86,8.58,69146,59854712.0,3.16,-2.71,-0.24,1.43
90,2024-05-22,603901,8.59,8.67,8.67,8.45,71666,61281682.0,2.56,0.7,0.06,1.48
91,2024-05-23,603901,8.63,8.58,8.8,8.43,89491,77092059.0,4.27,-1.04,-0.09,1.85
92,2024-05-24,603901,8.52,8.4,8.68,8.4,50776,43262087.0,3.26,-2.1,-0.18,1.05
93,2024-05-27,603901,8.4,8.52,8.52,8.1,68133,56549644.0,5.0,1.43,0.12,1.41
94,2024-05-28,603901,8.52,8.57,8.9,8.5,94485,82030035.0,4.69,0.59,0.05,1.96
95,2024-05-29,603901,8.45,8.34,8.64,8.3,76605,64919076.0,3.97,-2.68,-0.23,1.59
96,2024-05-30,603901,8.35,8.33,8.35,8.2,38956,32291751.0,1.8,-0.12,-0.01,0.81
97,2024-05-31,603901,8.32,8.43,8.55,8.32,51531,43527926.0,2.76,1.2,0.1,1.07
98,2024-06-03,603901,8.49,8.1,8.49,8.05,80980,66391851.0,5.22,-3.91,-0.33,1.68
99,2024-06-04,603901,8.09,7.91,8.1,7.86,60076,47821409.0,2.96,-2.35,-0.19,1.24
100,2024-06-05,603901,7.89,7.7,7.95,7.69,56295,43926679.0,3.29,-2.65,-0.21,1.17
101,2024-06-06,603901,7.71,7.51,7.79,7.46,66760,50540831.0,4.29,-2.47,-0.19,1.38
102,2024-06-07,603901,7.57,7.69,7.77,7.57,83856,64230161.0,2.66,2.4,0.18,1.74
103,2024-06-11,603901,7.63,7.73,7.74,7.46,54611,41503776.0,3.64,0.52,0.04,1.13
104,2024-06-12,603901,7.69,7.85,7.88,7.66,37912,29630870.0,2.85,1.55,0.12,0.79
105,2024-06-13,603901,7.87,7.88,7.98,7.81,51757,40882241.0,2.17,0.38,0.03,1.07
106,2024-06-14,603901,7.91,7.82,7.91,7.76,42480,33210784.0,1.9,-0.76,-0.06,0.88
107,2024-06-17,603901,7.77,7.83,7.88,7.7,24689,19262078.0,2.3,0.13,0.01,0.51
108,2024-06-18,603901,7.83,7.79,7.92,7.75,60481,47412962.0,2.17,-0.51,-0.04,1.25
109,2024-06-19,603901,7.79,7.71,7.83,7.68,37958,29382950.0,1.93,-1.03,-0.08,0.79
110,2024-06-20,603901,7.66,7.47,7.76,7.47,39503,29975648.0,3.76,-3.11,-0.24,0.82
111,2024-06-21,603901,7.44,7.44,7.51,7.38,32653,24291144.0,1.74,-0.4,-0.03,0.68
112,2024-06-24,603901,7.39,7.15,7.39,7.11,49939,36052715.0,3.76,-3.9,-0.29,1.03
113,2024-06-25,603901,7.15,7.25,7.38,7.15,44015,32056122.0,3.22,1.4,0.1,0.91
114,2024-06-26,603901,7.22,7.43,7.45,7.15,32166,23570155.0,4.14,2.48,0.18,0.67
115,2024-06-27,603901,7.37,7.26,7.47,7.26,30534,22544679.0,2.83,-2.29,-0.17,0.63
116,2024-06-28,603901,7.22,7.09,7.38,7.08,54702,39519603.0,4.13,-2.34,-0.17,1.13
117,2024-07-01,603901,7.1,7.12,7.17,6.96,42851,30202311.0,2.96,0.42,0.03,0.89
118,2024-07-02,603901,7.11,6.93,7.15,6.91,48616,34129076.0,3.37,-2.67,-0.19,1.01
119,2024-07-03,603901,6.9,6.82,6.9,6.8,34328,23519977.0,1.44,-1.59,-0.11,0.71
120,2024-07-04,603901,6.86,6.62,6.92,6.58,59035,39525892.0,4.99,-2.93,-0.2,1.22
121,2024-07-05,603901,6.62,6.64,6.7,6.48,47846,31492009.0,3.32,0.3,0.02,0.99
122,2024-07-08,603901,6.65,6.43,6.66,6.36,44916,29151020.0,4.52,-3.16,-0.21,0.93
123,2024-07-09,603901,6.43,6.55,6.55,6.25,62341,40050324.0,4.67,1.87,0.12,1.29
124,2024-07-10,603901,6.54,6.47,6.63,6.44,37568,24481469.0,2.9,-1.22,-0.08,0.78
125,2024-07-11,603901,6.6,6.83,6.84,6.59,52831,35534463.0,3.86,5.56,0.36,1.09
126,2024-07-12,603901,6.83,6.76,6.87,6.7,31420,21276134.0,2.49,-1.02,-0.07,0.65
127,2024-07-15,603901,6.73,6.56,6.75,6.53,31783,20972369.0,3.25,-2.96,-0.2,0.66
128,2024-07-16,603901,6.56,6.56,6.61,6.5,21865,14318873.0,1.68,0.0,0.0,0.45
129,2024-07-17,603901,6.54,6.43,6.59,6.42,33314,21591090.0,2.59,-1.98,-0.13,0.69
130,2024-07-18,603901,6.39,6.51,6.52,6.3,32286,20721124.0,3.42,1.24,0.08,0.67
131,2024-07-19,603901,6.47,6.53,6.55,6.41,36944,23999152.0,2.15,0.31,0.02,0.77
132,2024-07-22,603901,6.5,6.47,6.58,6.43,43356,28153354.0,2.3,-0.92,-0.06,0.9
133,2024-07-23,603901,6.48,6.16,6.5,6.14,80622,50792463.0,5.56,-4.79,-0.31,1.67
134,2024-07-24,603901,6.15,6.07,6.25,6.04,65270,39916291.0,3.41,-1.46,-0.09,1.35
