序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1127,600010,包钢股份,1.97,0.0,0.0,6583396.0,1309748015.0,3.55,2.03,1.96,2.0,1.97,1.21,2.09,-129.9,1.74,89447736229.0,62049328738.0,0.0,0.0,38.73,34.93
1128,600005,武钢股份,,,,,,,,,,3.71,,0.0,,,,,,,0.0,0.0
1129,600003,ST东北高,,,,,,,,,,3.87,,0.0,,,,,,,0.0,0.0
1130,600002,齐鲁石化,,,,,,,,,,10.09,,0.0,,,,,,,0.0,0.0
1131,600001,邯郸钢铁,,,,,,,,,,5.29,,0.0,,,,,,,0.0,0.0
1132,301617,博苑股份,,,,,,,,,,27.76,,0.0,12.52,2.91,2853728000.0,676602975.0,,,0.0,0.0
1133,301585,蓝宇股份,,,,,,,,,,,,0.0,,,,,,,,
1134,300799,左江退,,,,,,,,,,1.08,,0.0,,,,,,,0.0,-96.25
1135,300774,倍杰特,9.67,0.0,0.0,79377.0,76970146.78,3.41,9.84,9.51,9.61,9.67,1.55,4.07,19.2,2.63,3952744592.0,1884695213.0,0.1,0.1,34.68,-3.69
1136,300742,越博退,,,,,,,,,,0.18,,0.0,,,,,,,0.0,-97.41
1137,300741,华宝股份,18.68,0.0,0.0,34549.0,65187843.6,3.1,19.12,18.54,18.68,18.68,1.54,0.56,48.17,1.6,11504638400.0,11504585162.0,0.38,0.38,23.38,-10.58
1138,300688,创业黑马,,,,,,,,,,31.3,,0.0,-91.04,10.79,5238977223.0,4442482805.0,,,39.05,9.02
1139,300632,光莆股份,12.56,0.0,0.0,111489.0,141047371.79,4.38,12.97,12.42,12.71,12.56,1.67,5.04,40.09,2.14,3833081147.0,2778404608.0,0.48,0.48,32.91,1.13
1140,300538,同益股份,17.68,0.0,0.0,73114.0,130069790.0,3.68,18.15,17.5,17.71,17.68,1.33,6.36,385.65,3.06,3216320371.0,2031280695.0,0.23,0.4,22.61,-11.38
1141,300526,中潜退,,,,,,,,,,0.56,,0.0,,,,,,,0.0,0.0
1142,300495,*ST美尚,,,,,,,,,,0.13,,0.0,,,,,,,0.0,-90.85
1143,300440,运达科技,8.65,0.0,0.0,519541.0,450817179.18,8.55,8.99,8.25,8.46,8.65,1.0,11.75,72.84,2.4,3839895890.0,3825233837.0,0.35,0.7,68.29,16.73
1144,300431,暴风退,,,,,,,,,,0.28,,0.0,,,,,,,0.0,0.0
1145,300392,腾信退,,,,,,,,,,0.21,,0.0,,,,,,,0.0,0.0
1146,300372,欣泰退,,,,,,,,,,1.48,,0.0,,,,,,,0.0,0.0
1147,300367,网力退,,,,,,,,,,0.29,,0.0,,,,,,,0.0,0.0
1148,300362,天翔退,,,,,,,,,,1.34,,0.0,,,,,,,0.0,0.0
1149,300356,光一退,,,,,,,,,,1.69,,0.0,,,,,,,0.0,0.0
1150,300336,新文退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1151,300330,计通退,,,,,,,,,,2.45,,0.0,,,,,,,0.0,0.0
1152,300325,德威退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1153,300312,邦讯退,,,,,,,,,,0.3,,0.0,,,,,,,0.0,0.0
1154,300309,吉艾退,,,,,,,,,,0.23,,0.0,,,,,,,0.0,0.0
1155,300297,蓝盾退,,,,,,,,,,0.23,,0.0,,,,,,,0.0,0.0
1156,300282,三盛退,,,,,,,,,,0.13,,0.0,,,,,,,0.0,-94.92
1157,300273,和佳退,,,,,,,,,,0.38,,0.0,,,,,,,0.0,0.0
1158,300262,*ST巴安,,,,,,,,,,0.68,,0.0,,,,,,,0.0,-79.14
1159,300228,富瑞特装,7.66,0.0,0.0,312883.0,240540255.6,3.39,7.8,7.54,7.6,7.66,1.11,5.65,26.64,2.15,4487699465.0,4238900750.0,0.13,0.26,27.67,8.5
1160,300216,千山退,,,,,,,,,,0.19,,0.0,,,,,,,0.0,0.0
1161,300202,聚龙退,,,,,,,,,,0.5,,0.0,,,,,,,0.0,0.0
1162,300186,大华农,,,,,,,,,,45.72,,0.0,,,,,,,0.0,0.0
1163,300178,腾邦退,,,,,,,,,,0.2,,0.0,,,,,,,0.0,0.0
1164,300156,神雾退,,,,,,,,,,0.12,,0.0,,,,,,,0.0,0.0
1165,300145,中金环境,3.55,0.0,0.0,587840.0,210624794.0,3.94,3.65,3.51,3.52,3.55,1.15,3.09,20.31,2.59,6820289238.0,6760965419.0,0.0,0.28,55.7,17.55
1166,300116,*ST保力,,,,,,,,,,0.11,,0.0,,,,,,,0.0,-92.57
1167,300104,乐视退,,,,,,,,,,0.18,,0.0,,,,,,,0.0,0.0
1168,300090,盛运退,,,,,,,,,,0.12,,0.0,,,,,,,0.0,0.0
1169,300089,文化退,,,,,,,,,,0.19,,0.0,,,,,,,0.0,0.0
1170,300064,金刚退,,,,,,,,,,1.32,,0.0,,,,,,,0.0,0.0
1171,300038,数知退,,,,,,,,,,0.3,,0.0,,,,,,,0.0,0.0
1172,300028,金亚退,,,,,,,,,,0.3,,0.0,,,,,,,0.0,0.0
1173,300023,宝德退,,,,,,,,,,1.09,,0.0,,,,,,,0.0,0.0
1174,002815,崇达技术,10.22,0.0,0.0,389382.0,400661749.19,3.13,10.47,10.15,10.24,10.22,1.03,6.08,31.6,1.58,11050371627.0,6549413406.0,0.0,0.0,26.64,8.96
1175,002808,ST恒久,4.15,0.0,0.0,155828.0,65735546.32,7.71,4.36,4.04,4.05,4.15,1.71,8.36,-49.08,3.48,1115520000.0,773492409.0,0.24,0.24,107.5,-17.82
1176,002781,奇信退,,,,,,,,,,0.42,,0.0,,,,,,,0.0,0.0
1177,002776,*ST柏龙,,,,,,,,,,0.4,,0.0,,,,,,,0.0,0.0
1178,002770,科迪退,,,,,,,,,,0.6,,0.0,,,,,,,0.0,0.0
1179,002751,易尚退,,,,,,,,,,0.86,,0.0,,,,,,,0.0,0.0
1180,002740,*ST爱迪,,,,,,,,,,0.38,,0.0,,,,,,,0.0,-50.0
1181,002711,欧浦退,,,,,,,,,,0.32,,0.0,,,,,,,0.0,0.0
1182,002699,*ST美盛,,,,,,,,,,0.41,,0.0,,,,,,,0.0,-74.21
1183,002684,猛狮退,,,,,,,,,,0.69,,0.0,,,,,,,0.0,0.0
1184,002680,长生退,,,,,,,,,,0.77,,0.0,,,,,,,0.0,0.0
1185,002665,ST航高,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-85.43
1186,002656,ST摩登,,,,,,,,,,1.32,,0.0,-53.99,2.6,940526194.0,804483973.0,,,-7.04,-27.47
1187,002639,雪人股份,7.11,0.0,0.0,282072.0,202095587.45,2.95,7.26,7.05,7.1,7.11,0.65,4.34,122.69,2.23,5493201486.0,4625636641.0,0.14,0.14,26.29,-5.2
1188,002621,*ST美吉,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-88.22
1189,002619,*ST艾格,,,,,,,,,,0.56,,0.0,,,,,,,0.0,0.0
1190,002618,丹邦退,,,,,,,,,,1.26,,0.0,,,,,,,0.0,0.0
1191,002610,ST爱康,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-82.87
1192,002604,龙力退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1193,002561,徐家汇,10.16,0.0,0.0,407342.0,416763708.29,6.3,10.49,9.85,9.97,10.16,1.01,9.83,-1614.03,1.92,4224152080.0,4210706001.0,0.0,0.1,45.35,-3.97
1194,002509,天茂退,,,,,,,,,,0.15,,0.0,,,,,,,0.0,0.0
1195,002505,鹏都农牧,,,,,,,,,,0.36,,0.0,,,,,,,0.0,-77.5
1196,002504,*ST弘高,,,,,,,,,,0.38,,0.0,,,,,,,0.0,0.0
1197,002503,*ST搜特,,,,,,,,,,0.42,,0.0,,,,,,,0.0,0.0
1198,002502,ST鼎龙,,,,,,,,,,0.64,,0.0,,,,,,,0.0,-74.4
1199,002499,科林退,,,,,,,,,,0.86,,0.0,,,,,,,0.0,0.0
1200,002477,雏鹰退,,,,,,,,,,0.17,,0.0,,,,,,,0.0,0.0
1201,002473,圣莱退,,,,,,,,,,0.79,,0.0,,,,,,,0.0,0.0
1202,002464,众应退,,,,,,,,,,0.26,,0.0,,,,,,,0.0,0.0
1203,002450,康得退,,,,,,,,,,0.2,,0.0,,,,,,,0.0,0.0
1204,002447,晨鑫退,,,,,,,,,,0.19,,0.0,,,,,,,0.0,0.0
1205,002435,ST长康,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-91.13
1206,002433,太安退,,,,,,,,,,0.27,,0.0,,,,,,,0.0,-88.61
1207,002426,胜利精密,2.97,0.0,0.0,2389235.0,716045179.0,6.06,3.1,2.92,2.94,2.97,0.58,7.02,-264.59,3.06,10105798971.0,10105721676.0,0.0,0.68,57.14,26.92
1208,002421,达实智能,3.72,0.0,0.0,1707483.0,651822964.28,7.53,3.98,3.7,3.76,3.72,1.8,8.52,123.29,2.31,7888563697.0,7452210919.0,0.0,-0.27,56.3,16.25
1209,002417,深南退,,,,,,,,,,0.45,,0.0,,,,,,,0.0,0.0
1210,002411,必康退,,,,,,,,,,0.62,,0.0,,,,,,,0.0,0.0
1211,002406,远东传动,6.79,0.0,0.0,357113.0,244142052.64,3.53,6.95,6.71,6.73,6.79,1.62,5.93,43.13,1.24,4958228307.0,4089019718.0,-0.29,0.0,33.14,8.12
1212,002359,北讯退,,,,,,,,,,0.35,,0.0,,,,,,,0.0,0.0
1213,002341,ST新纶,,,,,,,,,,0.61,,0.0,,,,,,,0.0,-82.52
1214,002325,*ST洪涛,,,,,,,,,,0.38,,0.0,,,,,,,0.0,-75.95
1215,002309,*ST中利,,,,,,,,,,2.44,,0.0,-3.51,-2.17,2127160446.0,2117327627.0,,,19.61,-13.48
1216,002308,*ST威创,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-88.58
1217,002288,*ST超华,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-91.51
1218,002280,ST联络,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-85.82
1219,002277,友阿股份,,,,,,,,,,3.35,,0.0,30.63,0.69,4670478880.0,4670478880.0,,,51.58,-16.46
1220,002260,德奥退,,,,,,,,,,0.53,,0.0,,,,,,,0.0,0.0
1221,002230,科大讯飞,49.88,0.0,0.0,674582.0,3375035117.87,2.71,50.76,49.41,50.07,49.88,0.76,3.09,-251.66,6.99,115328218038.0,108959030014.0,0.04,0.14,49.39,7.78
1222,002220,天宝退,,,,,,,,,,0.26,,0.0,,,,,,,0.0,0.0
1223,002208,合肥城建,8.88,0.0,0.0,384986.0,342637085.4,4.28,9.1,8.72,9.0,8.88,0.86,4.8,60.72,1.08,7133232019.0,7125069114.0,0.11,0.23,100.0,40.28
1224,002147,新光退,,,,,,,,,,0.37,,0.0,,,,,,,0.0,0.0
1225,002143,印纪退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1226,002118,*ST紫鑫,,,,,,,,,,0.37,,0.0,,,,,,,0.0,0.0
1227,002113,*ST天润,,,,,,,,,,0.41,,0.0,,,,,,,0.0,0.0
1228,002089,新海退,,,,,,,,,,0.24,,0.0,,,,,,,0.0,-76.24
1229,002087,新纺退,,,,,,,,,,0.16,,0.0,,,,,,,0.0,-92.0
1230,002071,长城退,,,,,,,,,,0.31,,0.0,,,,,,,0.0,0.0
1231,002070,众和退,,,,,,,,,,0.71,,0.0,,,,,,,0.0,0.0
1232,002018,华信退,,,,,,,,,,0.26,,0.0,,,,,,,0.0,0.0
1233,002013,中航机电,,,,,,,,,,10.78,,0.0,,,,,,,0.0,0.0
1234,002002,ST鸿达,,,,,,,,,,0.58,,0.0,,,,,,,0.0,-33.33
1235,001286,陕西能源,9.67,0.0,0.0,219181.0,212356347.63,1.55,9.76,9.61,9.66,9.67,1.25,2.09,10.89,1.48,36262500000.0,10153500000.0,0.0,0.1,2.55,18.07
1236,000996,中期退,,,,,,,,,,0.38,,0.0,,,,,,,0.0,-91.12
1237,000983,山西焦煤,8.2,0.0,0.0,455532.0,373966979.71,1.71,8.27,8.13,8.18,8.2,1.36,0.98,12.27,1.27,46552228684.0,38049750938.0,0.0,0.24,3.14,-9.69
1238,000982,中银绒业,,,,,,,,,,0.18,,0.0,,,,,,,0.0,-87.76
1239,000979,中弘退,,,,,,,,,,0.22,,0.0,,,,,,,0.0,0.0
1240,000976,*ST华铁,,,,,,,,,,0.41,,0.0,,,,,,,0.0,-74.69
1241,000971,*ST高升,,,,,,,,,,0.55,,0.0,,,,,,,0.0,-68.75
1242,000961,ST中南,,,,,,,,,,0.56,,0.0,,,,,,,0.0,-56.92
1243,000956,中原油气,,,,,,,,,,11.91,,0.0,,,,,,,0.0,0.0
1244,000939,凯迪退,,,,,,,,,,0.15,,0.0,,,,,,,0.0,0.0
1245,000918,*ST嘉凯,,,,,,,,,,0.49,,0.0,,,,,,,0.0,0.0
1246,000916,华北高速,,,,,,,,,,8.82,,0.0,,,,,,,0.0,0.0
1247,000882,华联股份,2.04,0.0,0.0,2607339.0,545178595.57,9.31,2.19,2.0,2.02,2.04,1.15,9.53,138.55,0.81,5584197972.0,5580449103.0,0.0,-0.49,78.95,21.43
1248,000866,扬子石化,,,,,,,,,,13.84,,0.0,,,,,,,0.0,0.0
1249,000861,海印股份,,,,,,,,,,0.62,,0.0,,,,,,,0.0,-69.0
1250,000859,国风新材,,,,,,,,,,5.8,,0.0,-50.95,1.87,5196662372.0,5195953322.0,,,49.87,9.23
1251,000836,ST富通,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-86.19
1252,000835,长动退,,,,,,,,,,0.35,,0.0,,,,,,,0.0,0.0
1253,000832,*ST龙涤,,,,,,,,,,1.45,,0.0,,,,,,,0.0,0.0
1254,000827,*ST长兴,,,,,,,,,,1.16,,0.0,,,,,,,0.0,0.0
1255,000825,太钢不锈,3.72,0.0,0.0,332699.0,123806987.21,1.88,3.75,3.68,3.71,3.72,0.95,0.58,-28.73,0.64,21229718577.0,21190041801.0,0.0,0.54,15.17,-0.27
1256,000817,辽河油田,,,,,,,,,,8.75,,0.0,,,,,,,0.0,0.0
1257,000806,银河退,,,,,,,,,,0.43,,0.0,,,,,,,0.0,0.0
1258,000805,*ST炎黄,,,,,,,,,,1.88,,0.0,,,,,,,0.0,0.0
1259,000787,*ST创智,,,,,,,,,,4.68,,0.0,,,,,,,0.0,0.0
1260,000780,ST平能,,,,,,,,,,10.95,,0.0,,,,,,,0.0,0.0
1261,000769,*ST大菲,,,,,,,,,,0.9,,0.0,,,,,,,0.0,0.0
1262,000765,*ST华信,,,,,,,,,,2.36,,0.0,,,,,,,0.0,0.0
1263,000763,锦州石化,,,,,,,,,,4.22,,0.0,,,,,,,0.0,0.0
1264,000760,斯太退,,,,,,,,,,0.26,,0.0,,,,,,,0.0,0.0
1265,000748,长城信息,,,,,,,,,,20.31,,0.0,,,,,,,0.0,0.0
1266,000732,ST泰禾,,,,,,,,,,0.43,,0.0,,,,,,,0.0,0.0
1267,000730,*ST环保,,,,,,,,,,2.6,,0.0,,,,,,,0.0,0.0
1268,000709,河钢股份,2.29,0.0,0.0,1074533.0,245892273.02,2.62,2.32,2.26,2.29,2.29,1.2,1.04,31.22,0.46,23672007301.0,23668094391.0,0.44,0.0,26.52,9.57
1269,000699,S*ST佳纸,,,,,,,,,,0.81,,0.0,,,,,,,0.0,0.0
1270,000693,华泽退,,,,,,,,,,0.37,,0.0,,,,,,,0.0,0.0
1271,000689,ST宏业,,,,,,,,,,4.88,,0.0,,,,,,,0.0,0.0
1272,000687,华讯退,,,,,,,,,,0.29,,0.0,,,,,,,0.0,0.0
1273,000675,ST银山,,,,,,,,,,7.94,,0.0,,,,,,,0.0,0.0
1274,000673,当代退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1275,000671,ST阳光城,,,,,,,,,,0.37,,0.0,,,,,,,0.0,0.0
1276,000667,ST美置,,,,,,,,,,0.58,,0.0,,,,,,,0.0,0.0
1277,000666,经纬纺机,,,,,,,,,,8.97,,0.0,,,,,,,0.0,0.0
1278,000662,天夏退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1279,000660,*ST南华,,,,,,,,,,2.38,,0.0,,,,,,,0.0,0.0
1280,000658,ST海洋,,,,,,,,,,4.24,,0.0,,,,,,,0.0,0.0
1281,000653,ST九州,,,,,,,,,,2.51,,0.0,,,,,,,0.0,0.0
1282,000622,*ST恒立,2.26,0.0,0.0,67385.0,15371816.0,3.98,2.33,2.24,2.26,2.26,0.64,1.58,-44.45,5.77,961010760.0,961010760.0,0.44,0.0,20.86,-48.4
1283,000621,*ST比特,,,,,,,,,,2.66,,0.0,,,,,,,0.0,0.0
1284,000618,吉林化工,,,,,,,,,,5.24,,0.0,,,,,,,0.0,0.0
1285,000616,*ST海投,,,,,,,,,,0.85,,0.0,,,,,,,0.0,0.0
1286,000613,东海A退,,,,,,,,,,0.58,,0.0,,,,,,,0.0,0.0
1287,000611,天首退,,,,,,,,,,1.39,,0.0,,,,,,,0.0,0.0
1288,000606,顺利退,,,,,,,,,,0.28,,0.0,,,,,,,0.0,0.0
1289,000602,金马集团,,,,,,,,,,13.41,,0.0,,,,,,,0.0,0.0
1290,000594,国恒退,,,,,,,,,,1.29,,0.0,,,,,,,0.0,0.0
1291,000588,PT粤金曼,,,,,,,,,,4.37,,0.0,,,,,,,0.0,0.0
1292,000587,*ST金洲,,,,,,,,,,0.72,,0.0,,,,,,,0.0,0.0
1293,000585,东电退,,,,,,,,,,0.35,,0.0,,,,,,,0.0,0.0
1294,000583,S*ST托普,,,,,,,,,,0.76,,0.0,,,,,,,0.0,0.0
1295,000578,盐湖集团,,,,,,,,,,24.44,,0.0,,,,,,,0.0,0.0
1296,000569,长城股份,,,,,,,,,,7.05,,0.0,,,,,,,0.0,0.0
1297,000562,宏源证券,,,,,,,,,,30.5,,0.0,,,,,,,0.0,0.0
1298,000556,PT南洋,,,,,,,,,,1.5,,0.0,,,,,,,0.0,0.0
1299,000549,S湘火炬,,,,,,,,,,8.9,,0.0,,,,,,,0.0,0.0
1300,000542,TCL通讯,,,,,,,,,,27.34,,0.0,,,,,,,0.0,0.0
1301,000540,*ST中天,,,,,,,,,,0.4,,0.0,,,,,,,0.0,0.0
1302,000535,*ST猴王,,,,,,,,,,0.5,,0.0,,,,,,,0.0,0.0
1303,000527,美的电器,,,,,,,,,,14.02,,0.0,,,,,,,0.0,0.0
1304,000525,*ST红阳,,,,,,,,,,9.07,,0.0,330.12,1.68,11773107983.0,8980039359.0,,,33.38,30.5
1305,000522,白云山A,,,,,,,,,,23.27,,0.0,,,,,,,0.0,0.0
1306,000515,攀渝钛业,,,,,,,,,,15.29,,0.0,,,,,,,0.0,0.0
1307,000511,烯碳退,,,,,,,,,,0.61,,0.0,,,,,,,0.0,0.0
1308,000508,琼民源A,,,,,,,,,,,,0.0,,,,,,,,
1309,000502,绿景退,,,,,,,,,,0.59,,0.0,,,,,,,0.0,0.0
1310,000418,小天鹅A,,,,,,,,,,57.39,,0.0,,,,,,,0.0,0.0
1311,000416,*ST民控,,,,,,,,,,0.45,,0.0,,,,,,,0.0,-76.56
1312,000413,ST旭电,,,,,,,,,,0.37,,0.0,,,,,,,0.0,-83.18
1313,000412,ST五环,,,,,,,,,,2.89,,0.0,,,,,,,0.0,0.0
1314,000406,石油大明,,,,,,,,,,10.12,,0.0,,,,,,,0.0,0.0
1315,000405,ST鑫光,,,,,,,,,,2.86,,0.0,,,,,,,0.0,0.0
1316,000150,*ST宜康,,,,,,,,,,0.51,,0.0,,,,,,,0.0,0.0
1317,000060,中金岭南,4.9,0.0,0.0,1223104.0,610310143.99,4.9,5.13,4.89,5.09,4.9,2.95,3.27,17.18,1.37,18314196419.0,18312790732.0,-0.2,0.0,18.07,15.02
1318,000047,ST中侨,,,,,,,,,,8.03,,0.0,,,,,,,0.0,0.0
1319,000046,*ST泛海,,,,,,,,,,0.38,,0.0,,,,,,,0.0,0.0
1320,000038,大通退,,,,,,,,,,0.52,,0.0,,,,,,,0.0,0.0
1321,000033,新都退,,,,,,,,,,1.7,,0.0,,,,,,,0.0,0.0
1322,000024,招商地产,,,,,,,,,,40.5,,0.0,,,,,,,0.0,0.0
1323,000023,*ST深天,,,,,,,,,,1.72,,0.0,,,,,,,0.0,-72.83
1324,000018,神城A退,,,,,,,,,,0.27,,0.0,,,,,,,0.0,0.0
1325,000015,PT中浩A,,,,,,,,,,6.85,,0.0,,,,,,,0.0,0.0
1326,000013,*ST石化A,,,,,,,,,,2.47,,0.0,,,,,,,0.0,0.0
1327,000005,ST星源,,,,,,,,,,0.83,,0.0,,,,,,,0.0,-22.43
1328,000003,PT金田A,,,,,,,,,,2.71,,0.0,,,,,,,0.0,0.0
1329,688606,奥泰生物,68.1,-0.01,-0.01,3907.0,26554986.0,1.56,68.48,67.42,67.42,68.11,0.69,0.49,20.5,1.43,5399026226.0,5399026226.0,0.29,0.43,26.49,3.81
1330,002801,微光股份,24.99,-0.04,-0.01,26654.0,66516995.78,3.08,25.35,24.58,24.98,25.0,0.84,2.3,18.54,3.44,5738503680.0,2893909473.0,0.2,0.24,44.37,16.5
1331,600362,江西铜业,21.39,-0.05,-0.01,130931.0,280446389.0,1.12,21.53,21.29,21.5,21.4,1.01,0.63,11.15,0.98,74067781973.0,44389541993.0,0.05,0.14,8.14,23.93
1332,002128,电投能源,20.56,-0.05,-0.01,113583.0,232540177.48,2.09,20.69,20.26,20.56,20.57,0.99,0.51,7.86,1.36,46086751016.0,46086751016.0,0.1,0.49,21.15,51.85
1333,300973,立高食品,39.78,-0.05,-0.02,44212.0,177133190.2,5.5,41.2,39.01,39.58,39.8,1.14,3.79,24.87,2.98,6736354429.0,4635439366.0,0.0,0.13,72.13,-16.87
1334,002290,禾盛新材,16.81,-0.06,-0.01,47188.0,80778765.0,4.4,17.49,16.75,16.83,16.82,1.14,1.91,36.45,5.26,4170768267.0,4156269642.0,0.18,0.0,40.91,29.21
1335,601702,华峰铝业,15.68,-0.06,-0.01,61162.0,96029768.0,1.59,15.85,15.6,15.68,15.69,0.77,0.61,13.53,3.02,15656959808.0,15656959808.0,-0.06,0.06,2.62,-11.66
1336,001360,南矿集团,15.06,-0.07,-0.01,38038.0,57350072.0,2.39,15.27,14.91,15.07,15.07,1.57,4.65,35.91,2.21,3072240000.0,1231624059.0,-0.07,0.13,14.96,-12.29
1337,600566,济川药业,29.67,-0.07,-0.02,56982.0,169344168.0,2.63,30.1,29.32,29.56,29.69,0.94,0.62,10.78,1.94,27346962427.0,27170247907.0,0.1,0.27,6.88,-1.53
1338,688401,路维光电,28.16,-0.07,-0.02,34677.0,99134093.0,3.9,29.12,28.02,28.58,28.18,1.68,3.0,33.73,4.13,5444277555.0,3258458931.0,-0.11,-0.6,49.95,-7.64
1339,603317,天味食品,14.01,-0.07,-0.01,54412.0,76984651.0,3.14,14.37,13.93,13.98,14.02,0.96,0.51,25.88,3.42,14921823954.0,14904204698.0,0.0,0.07,52.12,8.69
1340,002857,三晖电气,13.8,-0.07,-0.01,51918.0,71043224.0,2.32,13.87,13.55,13.78,13.81,0.57,4.06,-62.76,3.67,1782550140.0,1766400000.0,0.0,0.66,39.11,-16.16
1341,300643,万通智控,13.68,-0.07,-0.01,61104.0,84025392.0,2.99,13.95,13.54,13.62,13.69,1.4,2.65,27.95,2.87,3156513090.0,3149464470.0,0.15,0.37,36.25,11.22
1342,002444,巨星科技,27.23,-0.07,-0.02,89959.0,244308412.92,2.46,27.48,26.81,27.18,27.25,0.69,0.78,12.69,2.02,32744129242.0,31341711810.0,-0.11,0.0,1.95,22.82
1343,688220,翱捷科技-U,39.46,-0.08,-0.03,54168.0,216563945.0,3.49,40.68,39.3,40.45,39.49,1.44,2.41,-30.01,2.81,16506153080.0,8863006781.0,0.03,0.05,26.84,-43.98
1344,600703,三安光电,12.87,-0.08,-0.01,616503.0,804114940.0,3.73,13.28,12.8,13.16,12.88,1.29,1.24,194.83,1.74,64208671016.0,64208671016.0,0.16,0.39,26.8,-6.87
1345,600547,山东黄金,24.42,-0.08,-0.02,176150.0,430393750.0,1.02,24.57,24.32,24.46,24.44,0.96,0.49,39.66,4.5,109241149001.0,88264706534.0,0.08,0.08,-6.4,7.81
1346,001215,千味央厨,35.46,-0.08,-0.03,35572.0,127138570.19,5.27,36.62,34.75,35.02,35.49,0.75,3.62,32.37,1.97,3519871157.0,3489144110.0,0.0,0.28,48.12,-32.61
1347,688662,富信科技,34.58,-0.09,-0.03,16668.0,58658351.0,4.57,35.98,34.4,34.84,34.61,0.83,1.89,68.75,4.46,3051339200.0,3051339200.0,0.06,0.35,59.13,-5.13
1348,300437,清水源,11.4,-0.09,-0.01,143156.0,164174345.04,5.08,11.7,11.12,11.41,11.41,1.0,8.14,-39.74,2.07,2930519306.0,2004240806.0,0.18,0.26,40.22,-9.31
1349,002223,鱼跃医疗,34.07,-0.09,-0.03,113105.0,383383121.06,2.61,34.31,33.42,33.98,34.1,1.24,1.2,16.72,2.73,34154388971.0,31980611221.0,-0.03,0.18,8.33,2.07
1350,603700,宁水集团,10.94,-0.09,-0.01,28119.0,30811069.0,1.46,11.05,10.89,11.0,10.95,0.82,1.38,47.39,1.4,2223467480.0,2223467480.0,0.0,0.0,9.62,-21.69
1351,300184,力源信息,10.94,-0.09,-0.01,951943.0,1067864518.27,5.02,11.47,10.92,11.21,10.95,1.22,9.08,94.44,3.42,12624890427.0,11467765609.0,0.0,0.0,47.04,83.87
1352,603517,绝味食品,20.82,-0.1,-0.02,238752.0,506479389.0,6.05,21.89,20.63,20.63,20.84,1.19,3.85,22.08,1.93,12906843663.0,12906843663.0,0.0,0.0,70.38,-20.11
1353,603605,珀莱雅,91.81,-0.1,-0.09,23422.0,214933160.0,2.05,92.48,90.6,91.65,91.9,0.71,0.59,27.31,7.59,36379486188.0,36302134427.0,-0.03,0.01,-0.63,-6.78
1354,600999,招商证券,19.38,-0.1,-0.02,262837.0,510624276.0,1.44,19.57,19.29,19.4,19.4,0.74,0.35,17.68,1.52,168538689500.0,143838462171.0,0.0,0.05,34.12,45.82
1355,301233,盛帮股份,47.13,-0.11,-0.05,15834.0,74787024.93,3.86,48.22,46.4,46.67,47.18,0.73,8.48,26.92,2.68,2425781100.0,879848762.0,0.0,0.17,33.47,7.16
1356,688591,泰凌微,27.24,-0.11,-0.03,59766.0,166721005.0,5.13,28.5,27.1,27.48,27.27,1.29,3.66,76.29,2.8,6537600000.0,4446427694.0,0.04,0.15,69.61,-6.07
1357,001326,联域股份,36.17,-0.11,-0.04,22643.0,82863898.84,3.84,37.36,35.97,37.35,36.21,2.83,10.93,21.11,2.18,2647644000.0,749606069.0,0.06,0.19,20.37,-32.58
1358,688045,必易微,34.42,-0.12,-0.04,13223.0,46626841.0,5.77,36.4,34.41,35.29,34.46,1.24,3.58,-87.47,1.76,2376664480.0,1270311025.0,0.03,-0.49,45.72,-19.64
1359,300908,仲景食品,33.65,-0.12,-0.04,32126.0,109853012.55,4.99,34.88,33.2,33.57,33.69,1.19,2.6,24.71,2.85,4912900000.0,4158519124.0,0.18,0.24,43.19,22.01
1360,300476,胜宏科技,42.0,-0.12,-0.05,261092.0,1101701232.58,3.07,42.86,41.57,41.88,42.05,0.71,3.05,35.54,4.36,36232922922.0,35918765946.0,0.07,0.12,32.08,130.01
1361,301498,乖宝宠物,66.91,-0.12,-0.08,34643.0,231245243.93,6.87,68.94,64.34,65.84,66.99,1.22,1.94,42.68,6.72,26766977495.0,11978356600.0,0.36,-0.28,38.44,69.87
