,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,002291,9.37,9.1,9.52,9.07,363718,335381989.74,4.8,-2.99,-0.28,4.14
1,2024-01-03,002291,9.01,9.22,9.25,8.93,278706,254264308.8,3.52,1.32,0.12,3.18
2,2024-01-04,002291,9.11,9.09,9.2,8.97,229969,208100216.0,2.49,-1.41,-0.13,2.62
3,2024-01-05,002291,9.08,8.76,9.08,8.74,310520,275252680.44,3.74,-3.63,-0.33,3.54
4,2024-01-08,002291,8.71,8.49,8.73,8.48,238853,205362920.93,2.85,-3.08,-0.27,2.72
5,2024-01-09,002291,8.55,8.49,8.62,8.4,167704,142845150.2,2.59,0.0,0.0,1.91
6,2024-01-10,002291,8.41,8.28,8.45,8.25,194032,161720732.62,2.36,-2.47,-0.21,2.21
7,2024-01-11,002291,8.23,8.49,8.6,8.2,256453,216262613.47,4.83,2.54,0.21,2.92
8,2024-01-12,002291,8.47,8.28,8.52,8.28,196786,164443496.11,2.83,-2.47,-0.21,2.24
9,2024-01-15,002291,8.25,8.04,8.29,8.0,234489,190382184.61,3.5,-2.9,-0.24,2.67
10,2024-01-16,002291,8.04,7.84,8.07,7.67,348425,272066190.12,4.98,-2.49,-0.2,3.97
11,2024-01-17,002291,7.78,7.48,7.83,7.45,265572,201590386.15,4.85,-4.59,-0.36,3.03
12,2024-01-18,002291,7.35,7.32,7.44,7.1,389816,281717240.73,4.55,-2.14,-0.16,4.44
13,2024-01-19,002291,7.28,7.28,7.52,7.28,278586,205876251.85,3.28,-0.55,-0.04,3.17
14,2024-01-22,002291,7.28,6.8,7.37,6.7,316945,222762060.6,9.2,-6.59,-0.48,3.61
15,2024-01-23,002291,6.82,6.96,6.99,6.76,252669,174618789.91,3.38,2.35,0.16,2.88
16,2024-01-24,002291,7.0,7.11,7.13,6.82,233230,163198044.22,4.45,2.16,0.15,2.66
17,2024-01-25,002291,7.11,7.38,7.43,6.97,290278,210249096.97,6.47,3.8,0.27,3.31
18,2024-01-26,002291,7.38,7.31,7.5,7.28,256794,189481002.59,2.98,-0.95,-0.07,2.93
19,2024-01-29,002291,7.31,7.06,7.39,7.05,191639,137194965.55,4.65,-3.42,-0.25,2.18
20,2024-01-30,002291,7.11,6.83,7.11,6.81,151272,105173101.0,4.25,-3.26,-0.23,1.72
21,2024-01-31,002291,6.47,6.34,6.77,6.31,337893,220501796.33,6.73,-7.17,-0.49,3.85
22,2024-02-01,002291,6.37,6.26,6.45,6.11,263840,165478212.76,5.36,-1.26,-0.08,3.01
23,2024-02-02,002291,6.26,5.87,6.46,5.63,363516,219254353.25,13.26,-6.23,-0.39,4.14
24,2024-02-05,002291,5.83,5.28,5.93,5.28,400279,215846593.05,11.07,-10.05,-0.59,4.56
25,2024-02-06,002291,4.99,5.36,5.52,4.8,435927,223927728.42,13.64,1.52,0.08,4.97
26,2024-02-07,002291,5.39,5.6,5.8,5.29,469886,264185412.65,9.51,4.48,0.24,5.35
27,2024-02-08,002291,5.61,6.06,6.08,5.6,397352,236003632.33,8.57,8.21,0.46,4.53
28,2024-02-19,002291,6.2,6.3,6.37,6.13,383045,239287595.08,3.96,3.96,0.24,4.37
29,2024-02-20,002291,6.26,6.35,6.38,6.13,302435,189799736.15,3.97,0.79,0.05,3.45
30,2024-02-21,002291,6.29,6.41,6.67,6.25,325612,210607972.4,6.61,0.94,0.06,3.71
31,2024-02-22,002291,6.46,6.7,6.72,6.42,319938,212289553.68,4.68,4.52,0.29,3.65
32,2024-02-23,002291,6.75,7.07,7.08,6.66,349701,241274994.91,6.27,5.52,0.37,3.99
33,2024-02-26,002291,7.08,7.13,7.23,6.93,278708,197349299.84,4.24,0.85,0.06,3.18
34,2024-02-27,002291,7.21,7.44,7.44,7.01,252143,182933398.42,6.03,4.35,0.31,2.87
35,2024-02-28,002291,7.41,6.76,7.57,6.74,504046,363847664.41,11.16,-9.14,-0.68,5.74
