,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,600769,10.32,10.24,10.37,10.09,199187,203496504.0,2.66,-2.66,-0.28,5.31
1,2024-01-03,600769,10.18,10.0,10.26,9.78,198387,197965254.0,4.69,-2.34,-0.24,5.29
2,2024-01-04,600769,9.97,10.69,11.0,9.95,500640,543421649.0,10.5,6.9,0.69,13.35
3,2024-01-05,600769,10.52,10.15,10.91,10.11,384050,403931909.0,7.48,-5.05,-0.54,10.24
4,2024-01-08,600769,10.2,9.55,10.33,9.44,258467,250055070.0,8.77,-5.91,-0.6,6.89
5,2024-01-09,600769,9.54,9.07,9.55,8.88,215083,196000582.0,7.02,-5.03,-0.48,5.74
6,2024-01-10,600769,8.99,8.75,8.99,8.47,179269,155468468.0,5.73,-3.53,-0.32,4.78
7,2024-01-11,600769,8.62,8.8,8.86,8.61,88552,77618622.0,2.86,0.57,0.05,2.36
8,2024-01-12,600769,8.8,8.5,8.89,8.5,108946,94459140.0,4.43,-3.41,-0.3,2.91
9,2024-01-15,600769,8.39,8.31,8.46,8.26,85985,71664312.0,2.35,-2.24,-0.19,2.29
10,2024-01-16,600769,8.31,8.36,8.4,8.21,72934,60435991.0,2.29,0.6,0.05,1.95
11,2024-01-17,600769,8.35,8.15,8.5,8.14,65410,54355161.0,4.31,-2.51,-0.21,1.74
12,2024-01-18,600769,8.02,8.13,8.15,7.75,92403,73459151.0,4.91,-0.25,-0.02,2.46
13,2024-01-19,600769,8.09,7.95,8.18,7.95,54111,43521526.0,2.83,-2.21,-0.18,1.44
14,2024-01-22,600769,7.95,7.39,7.96,7.28,95889,73002979.0,8.55,-7.04,-0.56,2.56
15,2024-01-23,600769,7.39,7.44,7.48,7.24,65605,48393915.0,3.25,0.68,0.05,1.75
16,2024-01-24,600769,7.46,7.75,7.78,7.35,87429,66164284.0,5.78,4.17,0.31,2.33
17,2024-01-25,600769,7.69,8.07,8.09,7.69,87764,69715872.0,5.16,4.13,0.32,2.34
18,2024-01-26,600769,8.11,8.07,8.23,7.98,64230,52111663.0,3.1,0.0,0.0,1.71
19,2024-01-29,600769,8.03,7.8,8.08,7.8,51423,40610505.0,3.47,-3.35,-0.27,1.37
20,2024-01-30,600769,7.79,7.63,7.93,7.61,44529,34528391.0,4.1,-2.18,-0.17,1.19
21,2024-01-31,600769,7.59,7.08,7.72,6.98,86110,63041212.0,9.7,-7.21,-0.55,2.3
22,2024-02-01,600769,7.03,6.88,7.05,6.55,105208,71688198.0,7.06,-2.82,-0.2,2.81
23,2024-02-02,600769,6.93,6.52,7.08,6.25,95475,63370714.0,12.06,-5.23,-0.36,2.55
