,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-01-02,600272,11.34,11.68,11.8,11.34,61965,71880431.0,4.06,3.0,0.34,3.87
1,2024-01-03,600272,11.69,12.85,12.85,11.6,158540,202121078.0,10.7,10.02,1.17,9.91
2,2024-01-04,600272,12.8,13.18,13.8,12.6,457705,604698150.0,9.34,2.57,0.33,28.61
3,2024-01-05,600272,12.91,12.55,13.17,12.35,271789,346014596.0,6.22,-4.78,-0.63,16.99
4,2024-01-08,600272,12.55,12.21,12.7,12.17,140512,173481174.0,4.22,-2.71,-0.34,8.78
5,2024-01-09,600272,12.32,12.16,12.6,12.01,158812,194700880.0,4.83,-0.41,-0.05,9.93
6,2024-01-10,600272,12.14,11.97,12.76,11.96,193621,237317757.0,6.58,-1.56,-0.19,12.1
7,2024-01-11,600272,11.75,12.06,12.1,11.6,136734,162987556.0,4.18,0.75,0.09,8.55
8,2024-01-12,600272,11.95,11.44,11.98,11.4,145099,168428675.0,4.81,-5.14,-0.62,9.07
9,2024-01-15,600272,11.31,11.65,11.85,11.23,109386,127545068.0,5.42,1.84,0.21,6.84
10,2024-01-16,600272,11.64,11.32,11.74,11.13,81125,91860029.0,5.24,-2.83,-0.33,5.07
11,2024-01-17,600272,11.32,10.96,11.49,10.92,56610,63389944.0,5.04,-3.18,-0.36,3.54
12,2024-01-18,600272,10.9,10.54,10.9,10.16,96956,100993617.0,6.75,-3.83,-0.42,6.06
13,2024-01-19,600272,10.55,10.41,10.68,10.36,50985,53619208.0,3.04,-1.23,-0.13,3.19
14,2024-01-22,600272,10.41,9.83,10.46,9.75,61972,62213921.0,6.82,-5.57,-0.58,3.87
15,2024-01-23,600272,9.77,10.81,10.81,9.56,70873,71739008.0,12.72,9.97,0.98,4.43
16,2024-01-24,600272,11.76,11.89,11.89,11.75,62916,74668477.0,1.3,9.99,1.08,3.93
17,2024-01-25,600272,13.08,13.08,13.08,13.08,63501,83059308.0,0.0,10.01,1.19,3.97
18,2024-01-26,600272,14.39,14.39,14.39,13.39,270582,381359958.0,7.65,10.02,1.31,16.91
19,2024-01-29,600272,14.89,12.95,15.73,12.95,476033,678661701.0,19.32,-10.01,-1.44,29.75
20,2024-01-30,600272,11.66,11.66,11.9,11.66,148925,173796106.0,1.85,-9.96,-1.29,9.31
21,2024-01-31,600272,10.49,10.49,11.07,10.49,320837,339589405.0,4.97,-10.03,-1.17,20.05
22,2024-02-01,600272,10.2,9.85,10.49,9.66,229983,229822603.0,7.91,-6.1,-0.64,14.37
23,2024-02-02,600272,10.0,10.84,10.84,10.0,357900,383538388.0,8.53,10.05,0.99,22.37
24,2024-02-05,600272,9.76,9.76,10.02,9.76,182757,179215465.0,2.4,-9.96,-1.08,11.42
25,2024-02-06,600272,8.78,8.8,9.47,8.78,276649,246197922.0,7.07,-9.84,-0.96,17.29
26,2024-02-07,600272,8.73,7.96,8.8,7.92,247737,205781569.0,10.0,-9.55,-0.84,15.48
27,2024-02-08,600272,7.65,8.39,8.52,7.61,157437,128528412.0,11.43,5.4,0.43,9.84
28,2024-02-19,600272,8.39,8.81,8.84,8.34,162170,140031910.0,5.96,5.01,0.42,10.14
29,2024-02-20,600272,8.81,9.13,9.6,8.56,202003,184812303.0,11.8,3.63,0.32,12.63
30,2024-02-21,600272,9.1,9.14,9.38,8.83,215227,196589650.0,6.02,0.11,0.01,13.45
31,2024-02-22,600272,9.05,9.74,9.79,9.0,268309,254391255.0,8.64,6.56,0.6,16.77
32,2024-02-23,600272,9.74,9.93,10.14,9.7,262230,259261385.0,4.52,1.95,0.19,16.39
33,2024-02-26,600272,9.89,10.51,10.9,9.7,279434,284395779.0,12.08,5.84,0.58,17.46
34,2024-02-27,600272,10.2,10.5,10.5,10.11,199842,206736635.0,3.71,-0.1,-0.01,12.49
35,2024-02-28,600272,10.5,9.45,10.94,9.45,248819,255364936.0,14.19,-10.0,-1.05,15.55
36,2024-02-29,600272,9.03,9.69,9.78,9.02,151835,145054169.0,8.04,2.54,0.24,9.49
37,2024-03-01,600272,9.76,9.72,9.86,9.62,121665,118232950.0,2.48,0.31,0.03,7.6
38,2024-03-04,600272,9.72,9.9,10.1,9.57,138995,136854234.0,5.45,1.85,0.18,8.69
39,2024-03-05,600272,9.77,9.56,9.83,9.56,124632,120418430.0,2.73,-3.43,-0.34,7.79
40,2024-03-06,600272,9.53,9.6,9.7,9.42,79414,76150839.0,2.93,0.42,0.04,4.96
41,2024-03-07,600272,9.62,9.66,9.89,9.6,114803,111540477.0,3.02,0.63,0.06,7.18
42,2024-03-08,600272,9.78,10.05,10.37,9.66,210850,211120496.0,7.35,4.04,0.39,13.18
43,2024-03-11,600272,10.05,10.05,10.15,9.83,128300,127819326.0,3.18,0.0,0.0,8.02
44,2024-03-12,600272,10.01,10.35,10.57,9.99,194584,200656983.0,5.77,2.99,0.3,12.16
45,2024-03-13,600272,10.23,10.37,10.81,10.09,188153,195477998.0,6.96,0.19,0.02,11.76
46,2024-03-14,600272,10.46,10.85,11.39,10.32,296360,319965069.0,10.32,4.63,0.48,18.52
47,2024-03-15,600272,10.57,11.09,11.33,10.55,245234,269676070.0,7.19,2.21,0.24,15.33
48,2024-03-18,600272,11.08,11.39,11.62,10.89,250794,281374016.0,6.58,2.71,0.3,15.67
49,2024-03-19,600272,11.31,11.04,11.35,11.0,202504,226029719.0,3.07,-3.07,-0.35,12.66
