alias,auctionEndTime,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,uly
,,FTM,1,,,,,,,FTM-USDT,SPOT,10,1626751617000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,FXS,1,,,,,,,FXS-USDT,SPOT,10,1690170300000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,GALA,1,,,,,,,GALA-USDT,SPOT,,1717664400000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.00001,
,,GARI,1,,,,,,,GARI-USDT,SPOT,,1716879000000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.000001,
,,GAS,1,,,,,,,GAS-USDT,SPOT,10,1626751899000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,1720606800000,GEAR,1,,,,,,,GEAR-USDT,SPOT,,1720605600000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,USDT,normal,,live,,0.000001,
,,GF,1,,,,,,,GF-USDT,SPOT,,1715593211000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,GFT,1,,,,,,,GFT-USDT,SPOT,10,1677229114000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,1653619329000,GLMR,1,,,,,,,GLMR-USDT,SPOT,,1653619929000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,1675318052000,GMX,1,,,,,,,GMX-USDT,SPOT,,1675318652000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.01,
,,GPT,1,,,,,,,GPT-USDT,SPOT,,1711953295000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.00001,
,,GRT,1,,,,,,,GRT-USDT,SPOT,10,1626752177000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,HBAR,1,,,,,,,HBAR-USDT,SPOT,10,1626752484000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.00001,
,1626754826000,ICP,1,,,,,,,ICP-USDT,SPOT,,1626756554000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.001,
,1720612800000,ICX,1,,,,,,,ICX-USDT,SPOT,,1720611600000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,1703746200000,ID,1,,,,,,,ID-USDT,SPOT,,1703745000000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,IMX,1,,,,,,,IMX-USDT,SPOT,10,1637227100000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,INJ,1,,,,,,,INJ-USDT,SPOT,10,1704281820000,0.00001,9999999999999.0000000000000000,1000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.001,
,,IOST,1,,,,,,,IOST-USDT,SPOT,10,1628494142000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.000001,
,,IOTA,1,,,,,,,IOTA-USDT,SPOT,10,1628667928000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,1683106200000,JOE,1,,,,,,,JOE-USDT,SPOT,,1683105000000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,JUP,1,,,,,,,JUP-USDT,SPOT,,1716372336000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,KISHU,1,,,,,,,KISHU-USDT,SPOT,3,1682583609000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000000,,USDT,normal,,live,,0.0000000000001,
,1626754826000,KLAY,1,,,,,,,KLAY-USDT,SPOT,,1626758122000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,KNC,1,,,,,,,KNC-USDT,SPOT,10,1628494270000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,KSM,1,,,,,,,KSM-USDT,SPOT,10,1628668087000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.01,
,1626754826000,LAT,1,,,,,,,LAT-USDT,SPOT,,1626758378000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.000001,
,1675314246000,LDO,1,,,,,,,LDO-USDT,SPOT,,1675314846000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,LINK,1,,,,,,,LINK-USDT,SPOT,10,1628668269000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.001,
,1626762913000,LPT,1,,,,,,,LPT-USDT,SPOT,,1626762425000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,1711336800000,LQTY,1,,,,,,,LQTY-USDT,SPOT,,1711335600000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,1626763880000,LRC,1,,,,,,,LRC-USDT,SPOT,,1626763297000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,LSK,1,,,,,,,LSK-USDT,SPOT,10,1626763393000,0.00000001,9999999999.0000000000000000,1000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,1652345790000,LUNA,1,,,,,,,LUNA-USDT,SPOT,,1652346371000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.0001,
,,MAGIC,1,,,,,,,MAGIC-USDT,SPOT,10,1675320849000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,1628668340000,MASK,1,,,,,,,MASK-USDT,SPOT,,1628668390000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,1682653800000,MATIC,1,,,,,,,MATIC-USDT,SPOT,,1682652600000,0.00001,9999999999999.0000000000000000,1000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.0000001,
,1722999600000,MAX,1,,,,,,,MAX-USDT,SPOT,,1722996000000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDT,normal,,live,,0.00001,
,,MEME,1,,,,,,,MEME-USDT,SPOT,10,1700811900000,0.1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,normal,,live,,0.000001,
,1722592200000,MERL,1,,,,,,,MERL-USDT,SPOT,,1722590400000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,1626765473000,MINA,1,,,,,,,MINA-USDT,SPOT,,1626766177000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDT,normal,,live,,0.0001,
,1628491212000,MKR,1,,,,,,,MKR-USDT,SPOT,,1628490646000,0.00000001,9999999999.0000000000000000,1000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.001,,USDT,normal,,live,,0.1,
,1682393400000,MYRIA,1,,,,,,,MYRIA-USDT,SPOT,,1682392200000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,normal,,live,,0.000001,
,1628491212000,NEAR,1,,,,,,,NEAR-USDT,SPOT,,1628490891000,0.00000001,9999999999.0000000000000000,1000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,NEO,1,,,,,,,NEO-USDT,SPOT,10,1626766626000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.001,
,,NOT,1,,,,,,,NOT-USDT,SPOT,10,1717052400000,0.1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,1650798829000,NYM,1,,,,,,,NYM-USDT,SPOT,,1650799429000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,1671535300000,OAS,1,,,,,,,OAS-USDT,SPOT,,1671535900000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,1620632278000,OKT,1,,,,,,,OKT-USDT,SPOT,,1620807971000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,normal,,live,,0.001,
,,OM,1,,,,,,,OM-USDT,SPOT,,1711097106000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,1626765473000,OMG,1,,,,,,,OMG-USDT,SPOT,,1626766727000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,1726561560000,ONDO,1,,,,,,,ONDO-USDT,SPOT,,1726560960000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,ONE,1,,,,,,,ONE-USDT,SPOT,,1710743100000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,,ONT,1,,,,,,,ONT-USDT,SPOT,10,1628491117000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,1691571300000,OP,1,,,,,,,OP-USDT,SPOT,,1691570100000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,ORBS,1,,,,,,,ORBS-USDT,SPOT,10,1626766944000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,,PEPE,1,,,,,,,PEPE-USDT,SPOT,10,1683008768000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,5000000,,USDT,normal,,live,,0.000000001,
,1724673600000,PIXEL,1,,,,,,,PIXEL-USDT,SPOT,,1724652000000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,1725964200000,POL,1,,,,,,,POL-USDT,SPOT,,1725960600000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,PYTH,1,,,,,,,PYTH-USDT,SPOT,,1703405693000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,QTUM,1,,,,,,,QTUM-USDT,SPOT,10,1626768000000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,RACA,1,,,,,,,RACA-USDT,SPOT,10,1705030835000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000,,USDT,normal,,live,,0.0000001,
,1712142000000,RAY,1,,,,,,,RAY-USDT,SPOT,,1712140800000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,RDNT,1,,,,,,,RDNT-USDT,SPOT,10,1681958400000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,normal,,live,,0.00001,
,1716533400000,RIO,1,,,,,,,RIO-USDT,SPOT,,1716532200000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,1726649040000,RNDR,1,,,,,,,RNDR-USDT,SPOT,,1726648440000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,ROAD,1,,,,,,,ROAD-USDT,SPOT,,1680012480000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.000001,
,1626768587000,RSR,1,,,,,,,RSR-USDT,SPOT,,1626768851000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.000001,
,1628491700000,RVN,1,,,,,,,RVN-USDT,SPOT,,1628491356000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,,SAFE,1,,,,,,,SAFE-USDT,SPOT,,1714379189000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,SAND,1,,,,,,,SAND-USDT,SPOT,10,1626768933000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,SATS,1,,,,,,,SATS-USDT,SPOT,10,1704882420000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,2000000,,USDT,normal,,live,,0.0000000001,
,1626667709000,SC,1,,,,,,,SC-USDT,SPOT,,1626754303000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.000001,
,1626668917000,SFG,1,,,,,,,SFG-USDT,SPOT,,1626754741000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,SHIB,1,,,,,,,SHIB-USDT,SPOT,10,1620821630000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDT,normal,,live,,0.000000001,
,1626669195000,SKL,1,,,,,,,SKL-USDT,SPOT,,1626755014000,0.0000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,1726479900000,SLERF,1,,,,,,,SLERF-USDT,SPOT,,1726479420000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,1626669627000,SNT,1,,,,,,,SNT-USDT,SPOT,,1626755452000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,1711615800000,SPELL,1,,,,,,,SPELL-USDT,SPOT,,1711614600000,0.1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,USDT,normal,,live,,0.000001,
,,SSWP,1,,,,,,,SSWP-USDT,SPOT,,1689058200000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,normal,,live,,0.000001,
,,STETH,1,,,,,,,STETH-USDT,SPOT,5,1700725961000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDT,normal,,live,,0.01,
,,STRK,1,,,,,,,STRK-USDT,SPOT,,1712318478000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,1723449600000,STX,1,,,,,,,STX-USDT,SPOT,,1723446000000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,SUI,1,,,,,,,SUI-USDT,SPOT,10,1683201120000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,SUSHI,1,,,,,,,SUSHI-USDT,SPOT,10,1626758600000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,1626673365000,SWRV,1,,,,,,,SWRV-USDT,SPOT,,1626759197000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,TAMA,1,,,,,,,TAMA-USDT,SPOT,,1703406561000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,1722614400000,TEST3100,1,,,,,,,TEST3100-USDT,SPOT,,1722610800000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,THETA,1,,,,,,,THETA-USDT,SPOT,10,1628491508000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,,TIA,1,,,,,,,TIA-USDT,SPOT,,1703408459000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,1722589200000,TMTG,1,,,,,,,TMTG-USDT,SPOT,,1722588000000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDT,normal,,live,,0.001,
,1651811914000,TON,1,,,,,,,TON-USDT,SPOT,,1651812514000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,1628491700000,TORN,1,,,,,,,TORN-USDT,SPOT,,1628493370000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDT,normal,,live,,0.01,
,,TRX,1,,,,,,,TRX-USDT,SPOT,10,1605258225000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,,,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1,,USDT,normal,,live,,0.00001,
,,TURBO,1,,,,,,,TURBO-USDT,SPOT,10,1689056700000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,USDT,normal,,live,,0.0000001,
,1539591600000,TUSD,1,,,,,,,TUSD-USDT,SPOT,,1611907686000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.00001,
,,ULTI,1,,,,,,,ULTI-USDT,SPOT,10,1718360228000,0.1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,normal,,live,,0.00001,
,1628491700000,UMA,1,,,,,,,UMA-USDT,SPOT,,1628493457000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,UNI,1,,,,,,,UNI-USDT,SPOT,10,1605258225000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,,,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,USDC,1,,,,,,,USDC-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,1681889400000,VELA,1,,,,,,,VELA-USDT,SPOT,,1681888260000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.00001,
,,VENOM,1,,,,,,,VENOM-USDT,SPOT,,1712912658000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,normal,,live,,0.00001,
,,VRA,1,,,,,,,VRA-USDT,SPOT,10,1626761342000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,normal,,live,,0.000001,
,,W,1,,,,,,,W-USDT,SPOT,,1713528060000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
,1682391600000,WIFI,1,,,,,,,WIFI-USDT,SPOT,,1682390400000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,WIF,1,,,,,,,WIF-USDT,SPOT,10,1713499200000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,1732016400000,X,1,,,,,,,X-USDT,SPOT,,1732012800000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000,,USDT,normal,,live,,0.00000001,
,1714403700000,XAUT,1,,,,,,,XAUT-USDT,SPOT,,1714402500000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDT,normal,,live,,1,
,1727252400000,XEM,1,,,,,,,XEM-USDT,SPOT,,1727250000000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,normal,,live,,0.0001,
,,XLM,1,,,,,,,XLM-USDT,SPOT,10,1637028351000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,normal,,live,,0.00001,
,,XMR,1,,,,,,,XMR-USDT,SPOT,,1716200220000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDT,normal,,live,,0.1,
,1721817300000,XPO,1,,,,,,,XPO-USDT,SPOT,,1721816100000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDT,normal,,live,,0.001,
,,XTZ,1,,,,,,,XTZ-USDT,SPOT,10,1628495091000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,normal,,live,,0.0001,
