时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2024-10-25 09:35:00,0.607,0.61,0.612,0.607,0.49,0.003,193511,11806515.0,0.82,0.56
2024-10-25 09:40:00,0.611,0.611,0.611,0.609,0.16,0.001,285508,17424001.0,0.33,0.82
2024-10-25 09:45:00,0.611,0.609,0.612,0.609,-0.33,-0.002,202363,12364907.0,0.49,0.58
2024-10-25 09:50:00,0.609,0.61,0.611,0.609,0.16,0.001,126128,7696799.0,0.33,0.36
2024-10-25 09:55:00,0.61,0.61,0.61,0.609,0.0,0.0,226804,13827802.0,0.16,0.65
2024-10-25 10:00:00,0.61,0.613,0.613,0.609,0.49,0.003,150052,9173333.0,0.66,0.43
2024-10-25 10:05:00,0.613,0.61,0.613,0.61,-0.49,-0.003,226850,13858891.0,0.49,0.65
2024-10-25 10:10:00,0.61,0.61,0.61,0.608,0.0,0.0,108868,6632985.0,0.33,0.31
2024-10-25 10:15:00,0.61,0.611,0.612,0.61,0.16,0.001,74254,4536976.0,0.33,0.21
2024-10-25 10:20:00,0.611,0.612,0.613,0.611,0.16,0.001,226117,13844802.0,0.33,0.65
2024-10-25 10:25:00,0.612,0.611,0.613,0.611,-0.16,-0.001,58665,3587452.0,0.33,0.17
2024-10-25 10:30:00,0.611,0.612,0.612,0.611,0.16,0.001,64360,3936010.0,0.16,0.18
2024-10-25 10:35:00,0.612,0.611,0.613,0.61,-0.16,-0.001,48892,2987983.0,0.49,0.14
2024-10-25 10:40:00,0.611,0.61,0.611,0.61,-0.16,-0.001,40207,2455938.0,0.16,0.12
2024-10-25 10:45:00,0.61,0.611,0.611,0.61,0.16,0.001,50422,3079953.0,0.16,0.14
2024-10-25 10:50:00,0.611,0.612,0.612,0.611,0.16,0.001,18743,1145332.0,0.16,0.05
2024-10-25 10:55:00,0.611,0.613,0.613,0.611,0.16,0.001,142267,8715290.0,0.33,0.41
2024-10-25 11:00:00,0.613,0.614,0.615,0.613,0.16,0.001,96856,5947032.0,0.33,0.28
2024-10-25 11:05:00,0.613,0.615,0.615,0.613,0.16,0.001,108496,6669998.0,0.33,0.31
2024-10-25 11:10:00,0.615,0.615,0.616,0.615,0.0,0.0,65069,4002097.0,0.16,0.19
2024-10-25 11:15:00,0.615,0.614,0.615,0.613,-0.16,-0.001,78818,4842903.0,0.33,0.23
2024-10-25 11:20:00,0.614,0.615,0.615,0.613,0.16,0.001,121797,7481298.0,0.33,0.35
2024-10-25 11:25:00,0.616,0.615,0.616,0.614,0.0,0.0,46482,2859036.0,0.33,0.13
2024-10-25 11:30:00,0.615,0.618,0.618,0.615,0.49,0.003,114313,7040761.0,0.49,0.33
2024-10-25 13:05:00,0.617,0.618,0.62,0.617,0.0,0.0,208984,12904707.0,0.49,0.6
2024-10-25 13:10:00,0.618,0.616,0.619,0.616,-0.32,-0.002,98526,6085186.0,0.49,0.28
2024-10-25 13:15:00,0.616,0.616,0.618,0.616,0.0,0.0,54278,3349274.0,0.32,0.16
2024-10-25 13:20:00,0.616,0.616,0.617,0.616,0.0,0.0,126128,7778146.0,0.16,0.36
2024-10-25 13:25:00,0.616,0.616,0.617,0.614,0.0,0.0,56256,3462677.0,0.49,0.16
2024-10-25 13:30:00,0.616,0.616,0.618,0.616,0.0,0.0,78621,4849367.0,0.32,0.23
2024-10-25 13:35:00,0.616,0.614,0.618,0.614,-0.32,-0.002,135510,8338191.0,0.65,0.39
2024-10-25 13:40:00,0.614,0.613,0.615,0.613,-0.16,-0.001,111321,6827715.0,0.33,0.32
2024-10-25 13:45:00,0.613,0.614,0.614,0.613,0.16,0.001,49610,3045928.0,0.16,0.14
2024-10-25 13:50:00,0.614,0.615,0.616,0.612,0.16,0.001,349061,21473302.0,0.65,1.0
2024-10-25 13:55:00,0.615,0.615,0.616,0.615,0.0,0.0,129818,7990456.0,0.16,0.37
2024-10-25 14:00:00,0.615,0.614,0.616,0.614,-0.16,-0.001,39122,2404918.0,0.33,0.11
2024-10-25 14:05:00,0.614,0.613,0.614,0.612,-0.16,-0.001,140722,8627930.0,0.33,0.4
2024-10-25 14:10:00,0.613,0.613,0.613,0.612,0.0,0.0,68400,4192903.0,0.16,0.2
2024-10-25 14:15:00,0.613,0.613,0.614,0.612,0.0,0.0,112463,6888506.0,0.33,0.32
2024-10-25 14:20:00,0.613,0.613,0.614,0.613,0.0,0.0,17859,1095158.0,0.16,0.05
2024-10-25 14:25:00,0.613,0.613,0.613,0.612,0.0,0.0,32480,1989871.0,0.16,0.09
2024-10-25 14:30:00,0.613,0.613,0.613,0.611,0.0,0.0,41979,2569122.0,0.33,0.12
2024-10-25 14:35:00,0.613,0.613,0.614,0.612,0.0,0.0,59054,3619375.0,0.33,0.17
2024-10-25 14:40:00,0.613,0.612,0.614,0.612,-0.16,-0.001,46180,2830777.0,0.33,0.13
2024-10-25 14:45:00,0.612,0.611,0.613,0.611,-0.16,-0.001,89891,5504560.0,0.33,0.26
2024-10-25 14:50:00,0.611,0.612,0.613,0.611,0.16,0.001,35799,2190705.0,0.33,0.1
2024-10-25 14:55:00,0.612,0.611,0.612,0.611,-0.16,-0.001,22659,1386314.0,0.16,0.07
2024-10-25 15:00:00,0.611,0.611,0.612,0.611,0.0,0.0,52111,3184174.0,0.16,0.15
2024-10-28 09:35:00,0.614,0.617,0.619,0.614,0.98,0.006,303850,18764549.0,0.82,0.87
2024-10-28 09:40:00,0.617,0.616,0.618,0.615,-0.16,-0.001,208710,12869457.0,0.49,0.6
2024-10-28 09:45:00,0.616,0.616,0.617,0.615,0.0,0.0,63655,3921134.0,0.32,0.18
2024-10-28 09:50:00,0.616,0.613,0.616,0.613,-0.49,-0.003,220233,13515367.0,0.49,0.63
2024-10-28 09:55:00,0.612,0.613,0.613,0.61,0.0,0.0,222745,13616895.0,0.49,0.64
2024-10-28 10:00:00,0.613,0.615,0.615,0.612,0.33,0.002,86393,5302730.0,0.49,0.25
2024-10-28 10:05:00,0.615,0.616,0.617,0.614,0.16,0.001,199919,12300944.0,0.49,0.57
2024-10-28 10:10:00,0.616,0.619,0.62,0.616,0.49,0.003,187108,11561763.0,0.65,0.54
2024-10-28 10:15:00,0.62,0.62,0.62,0.618,0.16,0.001,205897,12747698.0,0.32,0.59
2024-10-28 10:20:00,0.62,0.617,0.621,0.617,-0.48,-0.003,122378,7575994.0,0.65,0.35
2024-10-28 10:25:00,0.617,0.618,0.619,0.617,0.16,0.001,64475,3988142.0,0.32,0.19
2024-10-28 10:30:00,0.618,0.617,0.618,0.616,-0.16,-0.001,43311,2671882.0,0.32,0.12
2024-10-28 10:35:00,0.617,0.617,0.618,0.617,0.0,0.0,32536,2007508.0,0.16,0.09
2024-10-28 10:40:00,0.618,0.618,0.618,0.617,0.16,0.001,109746,6778672.0,0.16,0.32
2024-10-28 10:45:00,0.618,0.617,0.619,0.617,-0.16,-0.001,67008,4137136.0,0.32,0.19
2024-10-28 10:50:00,0.617,0.618,0.618,0.616,0.16,0.001,52964,3266898.0,0.32,0.15
2024-10-28 10:55:00,0.618,0.618,0.618,0.616,0.0,0.0,89890,5541367.0,0.32,0.26
2024-10-28 11:00:00,0.618,0.618,0.619,0.617,0.0,0.0,30575,1889478.0,0.32,0.09
2024-10-28 11:05:00,0.618,0.618,0.618,0.617,0.0,0.0,36600,2261878.0,0.16,0.11
2024-10-28 11:10:00,0.618,0.617,0.618,0.617,-0.16,-0.001,62049,3830046.0,0.16,0.18
2024-10-28 11:15:00,0.617,0.615,0.618,0.615,-0.32,-0.002,44088,2715637.0,0.49,0.13
2024-10-28 11:20:00,0.615,0.617,0.617,0.615,0.33,0.002,39752,2451709.0,0.33,0.11
2024-10-28 11:25:00,0.617,0.617,0.618,0.617,0.0,0.0,6093,375948.0,0.16,0.02
2024-10-28 11:30:00,0.618,0.618,0.618,0.617,0.16,0.001,3429,211831.0,0.16,0.01
2024-10-28 13:05:00,0.618,0.617,0.618,0.616,-0.16,-0.001,95329,5881584.0,0.32,0.27
2024-10-28 13:10:00,0.617,0.616,0.617,0.616,-0.16,-0.001,16384,1010251.0,0.16,0.05
2024-10-28 13:15:00,0.616,0.617,0.617,0.615,0.16,0.001,40791,2514782.0,0.32,0.12
2024-10-28 13:20:00,0.617,0.617,0.618,0.616,0.0,0.0,34263,2113859.0,0.32,0.1
2024-10-28 13:25:00,0.617,0.618,0.618,0.616,0.16,0.001,9320,575028.0,0.32,0.03
2024-10-28 13:30:00,0.618,0.619,0.619,0.617,0.16,0.001,48226,2980365.0,0.32,0.14
2024-10-28 13:35:00,0.619,0.618,0.619,0.618,-0.16,-0.001,29327,1812942.0,0.16,0.08
2024-10-28 13:40:00,0.618,0.619,0.621,0.618,0.16,0.001,150837,9346355.0,0.49,0.43
2024-10-28 13:45:00,0.619,0.619,0.62,0.619,0.0,0.0,28758,1780184.0,0.16,0.08
2024-10-28 13:50:00,0.619,0.619,0.62,0.618,0.0,0.0,13433,831110.0,0.32,0.04
2024-10-28 13:55:00,0.619,0.62,0.62,0.619,0.16,0.001,14313,887386.0,0.16,0.04
2024-10-28 14:00:00,0.62,0.618,0.62,0.618,-0.32,-0.002,15786,977252.0,0.32,0.05
2024-10-28 14:05:00,0.618,0.618,0.619,0.617,0.0,0.0,54549,3371088.0,0.32,0.16
2024-10-28 14:10:00,0.618,0.618,0.619,0.618,0.0,0.0,19781,1222480.0,0.16,0.06
2024-10-28 14:15:00,0.619,0.618,0.619,0.617,0.0,0.0,1237,76426.0,0.32,0.0
2024-10-28 14:20:00,0.618,0.618,0.619,0.618,0.0,0.0,4539,280512.0,0.16,0.01
2024-10-28 14:25:00,0.618,0.618,0.619,0.618,0.0,0.0,25781,1593383.0,0.16,0.07
2024-10-28 14:30:00,0.618,0.618,0.619,0.617,0.0,0.0,11557,715286.0,0.32,0.03
2024-10-28 14:35:00,0.619,0.618,0.619,0.617,0.0,0.0,16444,1015612.0,0.32,0.05
2024-10-28 14:40:00,0.618,0.618,0.619,0.618,0.0,0.0,18418,1138232.0,0.16,0.05
2024-10-28 14:45:00,0.618,0.618,0.619,0.618,0.0,0.0,3284,203022.0,0.16,0.01
2024-10-28 14:50:00,0.618,0.619,0.619,0.618,0.16,0.001,10199,630944.0,0.16,0.03
2024-10-28 14:55:00,0.619,0.619,0.619,0.618,0.0,0.0,80089,4956939.0,0.16,0.23
2024-10-28 15:00:00,0.619,0.62,0.62,0.618,0.16,0.001,25038,1549603.0,0.32,0.07
2024-10-29 09:35:00,0.628,0.631,0.633,0.627,1.77,0.011,272617,17189719.0,0.97,0.78
2024-10-29 09:40:00,0.631,0.632,0.633,0.631,0.16,0.001,235755,14896073.0,0.32,0.68
2024-10-29 09:45:00,0.632,0.628,0.632,0.628,-0.63,-0.004,220347,13884035.0,0.63,0.63
2024-10-29 09:50:00,0.628,0.626,0.63,0.625,-0.32,-0.002,274516,17222446.0,0.8,0.79
2024-10-29 09:55:00,0.626,0.626,0.627,0.624,0.0,0.0,246582,15427556.0,0.48,0.71
2024-10-29 10:00:00,0.626,0.627,0.627,0.625,0.16,0.001,236021,14769675.0,0.32,0.68
2024-10-29 10:05:00,0.627,0.627,0.628,0.626,0.0,0.0,58308,3656928.0,0.32,0.17
2024-10-29 10:10:00,0.627,0.627,0.628,0.626,0.0,0.0,131585,8250094.0,0.32,0.38
2024-10-29 10:15:00,0.627,0.628,0.628,0.626,0.16,0.001,100391,6298193.0,0.32,0.29
2024-10-29 10:20:00,0.628,0.628,0.629,0.627,0.0,0.0,60702,3812074.0,0.32,0.17
2024-10-29 10:25:00,0.628,0.63,0.631,0.628,0.32,0.002,61768,3888883.0,0.48,0.18
2024-10-29 10:30:00,0.63,0.631,0.632,0.63,0.16,0.001,90682,5724337.0,0.32,0.26
2024-10-29 10:35:00,0.631,0.632,0.633,0.631,0.16,0.001,121433,7674733.0,0.32,0.35
2024-10-29 10:40:00,0.632,0.632,0.633,0.631,0.0,0.0,49109,3104072.0,0.32,0.14
2024-10-29 10:45:00,0.632,0.633,0.634,0.631,0.16,0.001,103997,6580959.0,0.47,0.3
2024-10-29 10:50:00,0.633,0.633,0.634,0.633,0.0,0.0,8077,511503.0,0.16,0.02
2024-10-29 10:55:00,0.633,0.631,0.633,0.63,-0.32,-0.002,59801,3776844.0,0.47,0.17
2024-10-29 11:00:00,0.632,0.63,0.632,0.63,-0.16,-0.001,24925,1572595.0,0.32,0.07
2024-10-29 11:05:00,0.63,0.63,0.631,0.629,0.0,0.0,57461,3618792.0,0.32,0.16
2024-10-29 11:10:00,0.63,0.63,0.63,0.628,0.0,0.0,36854,2319305.0,0.32,0.11
2024-10-29 11:15:00,0.63,0.629,0.63,0.629,-0.16,-0.001,14133,890337.0,0.16,0.04
2024-10-29 11:20:00,0.629,0.626,0.629,0.626,-0.48,-0.003,87522,5497696.0,0.48,0.25
2024-10-29 11:25:00,0.626,0.628,0.628,0.626,0.32,0.002,41162,2581920.0,0.32,0.12
2024-10-29 11:30:00,0.628,0.626,0.628,0.626,-0.32,-0.002,35132,2202615.0,0.32,0.1
2024-10-29 13:05:00,0.624,0.624,0.625,0.621,-0.32,-0.002,215694,13450507.0,0.64,0.62
2024-10-29 13:10:00,0.624,0.625,0.625,0.623,0.16,0.001,66150,4124261.0,0.32,0.19
2024-10-29 13:15:00,0.625,0.625,0.626,0.624,0.0,0.0,56974,3559408.0,0.32,0.16
2024-10-29 13:20:00,0.625,0.625,0.626,0.624,0.0,0.0,69676,4359280.0,0.32,0.2
2024-10-29 13:25:00,0.625,0.626,0.626,0.625,0.16,0.001,23524,1471982.0,0.16,0.07
2024-10-29 13:30:00,0.626,0.624,0.626,0.624,-0.32,-0.002,23418,1463490.0,0.32,0.07
2024-10-29 13:35:00,0.625,0.627,0.627,0.625,0.48,0.003,44594,2791649.0,0.32,0.13
2024-10-29 13:40:00,0.627,0.626,0.628,0.626,-0.16,-0.001,88965,5574870.0,0.32,0.26
2024-10-29 13:45:00,0.626,0.624,0.626,0.624,-0.32,-0.002,28993,1811977.0,0.32,0.08
2024-10-29 13:50:00,0.624,0.625,0.626,0.624,0.16,0.001,14437,902241.0,0.32,0.04
2024-10-29 13:55:00,0.624,0.624,0.625,0.623,-0.16,-0.001,48012,2995980.0,0.32,0.14
2024-10-29 14:00:00,0.624,0.625,0.625,0.624,0.16,0.001,458127,28588299.0,0.16,1.32
2024-10-29 14:05:00,0.625,0.623,0.625,0.623,-0.32,-0.002,17098,1066795.0,0.32,0.05
2024-10-29 14:10:00,0.623,0.624,0.624,0.623,0.16,0.001,43127,2690905.0,0.16,0.12
2024-10-29 14:15:00,0.624,0.623,0.624,0.623,-0.16,-0.001,32341,2018013.0,0.16,0.09
2024-10-29 14:20:00,0.623,0.624,0.625,0.623,0.16,0.001,59969,3742609.0,0.32,0.17
2024-10-29 14:25:00,0.624,0.626,0.626,0.624,0.32,0.002,36691,2293225.0,0.32,0.11
2024-10-29 14:30:00,0.626,0.625,0.626,0.624,-0.16,-0.001,46484,2905230.0,0.32,0.13
2024-10-29 14:35:00,0.625,0.626,0.626,0.624,0.16,0.001,30329,1895532.0,0.32,0.09
2024-10-29 14:40:00,0.626,0.625,0.626,0.625,-0.16,-0.001,46408,2900551.0,0.16,0.13
2024-10-29 14:45:00,0.625,0.623,0.625,0.623,-0.32,-0.002,35554,2218738.0,0.32,0.1
2024-10-29 14:50:00,0.623,0.623,0.624,0.623,0.0,0.0,43416,2708658.0,0.16,0.12
2024-10-29 14:55:00,0.624,0.622,0.624,0.622,-0.16,-0.001,24006,1495580.0,0.32,0.07
2024-10-29 15:00:00,0.622,0.622,0.623,0.622,0.0,0.0,28402,1767342.0,0.16,0.08
2024-10-30 09:35:00,0.618,0.619,0.62,0.617,-0.48,-0.003,241305,14921643.0,0.48,0.69
2024-10-30 09:40:00,0.619,0.618,0.619,0.617,-0.16,-0.001,150225,9285961.0,0.32,0.43
2024-10-30 09:45:00,0.618,0.618,0.62,0.617,0.0,0.0,121194,7497888.0,0.49,0.35
2024-10-30 09:50:00,0.618,0.616,0.618,0.616,-0.32,-0.002,94944,5855533.0,0.32,0.27
2024-10-30 09:55:00,0.616,0.621,0.621,0.615,0.81,0.005,157848,9766285.0,0.97,0.45
2024-10-30 10:00:00,0.621,0.619,0.621,0.619,-0.32,-0.002,89012,5513338.0,0.32,0.26
2024-10-30 10:05:00,0.619,0.619,0.62,0.618,0.0,0.0,53381,3304278.0,0.32,0.15
2024-10-30 10:10:00,0.619,0.619,0.619,0.617,0.0,0.0,116157,7178333.0,0.32,0.33
2024-10-30 10:15:00,0.618,0.617,0.618,0.617,-0.32,-0.002,88431,5460733.0,0.16,0.25
2024-10-30 10:20:00,0.617,0.617,0.618,0.616,0.0,0.0,39916,2462573.0,0.32,0.11
2024-10-30 10:25:00,0.617,0.616,0.618,0.616,-0.16,-0.001,113728,7012193.0,0.32,0.33
2024-10-30 10:30:00,0.616,0.616,0.616,0.615,0.0,0.0,26078,1603958.0,0.16,0.07
2024-10-30 10:35:00,0.616,0.615,0.616,0.614,-0.16,-0.001,72509,4461439.0,0.32,0.21
2024-10-30 10:40:00,0.615,0.616,0.616,0.614,0.16,0.001,128425,7902313.0,0.33,0.37
2024-10-30 10:45:00,0.616,0.617,0.617,0.616,0.16,0.001,21198,1306725.0,0.16,0.06
2024-10-30 10:50:00,0.616,0.615,0.617,0.615,-0.32,-0.002,32374,1993743.0,0.32,0.09
2024-10-30 10:55:00,0.615,0.616,0.617,0.615,0.16,0.001,68093,4197553.0,0.33,0.2
2024-10-30 11:00:00,0.616,0.615,0.617,0.615,-0.16,-0.001,105799,6513227.0,0.32,0.3
2024-10-30 11:05:00,0.615,0.615,0.616,0.614,0.0,0.0,32420,1993839.0,0.33,0.09
2024-10-30 11:10:00,0.615,0.615,0.616,0.615,0.0,0.0,67433,4148157.0,0.16,0.19
2024-10-30 11:15:00,0.615,0.614,0.615,0.614,-0.16,-0.001,7829,481265.0,0.16,0.02
2024-10-30 11:20:00,0.614,0.613,0.614,0.613,-0.16,-0.001,106116,6511492.0,0.16,0.3
2024-10-30 11:25:00,0.613,0.612,0.613,0.611,-0.16,-0.001,73714,4516020.0,0.33,0.21
2024-10-30 11:30:00,0.612,0.61,0.612,0.609,-0.33,-0.002,109405,6686291.0,0.49,0.31
2024-10-30 13:05:00,0.61,0.608,0.61,0.606,-0.33,-0.002,190623,11589054.0,0.66,0.55
2024-10-30 13:10:00,0.608,0.607,0.608,0.607,-0.16,-0.001,42621,2587930.0,0.16,0.12
2024-10-30 13:15:00,0.607,0.608,0.609,0.606,0.16,0.001,98620,5992321.0,0.49,0.28
2024-10-30 13:20:00,0.608,0.607,0.608,0.606,-0.16,-0.001,61274,3719015.0,0.33,0.18
2024-10-30 13:25:00,0.607,0.608,0.608,0.606,0.16,0.001,34233,2078403.0,0.33,0.1
2024-10-30 13:30:00,0.608,0.608,0.609,0.606,0.0,0.0,96307,5850510.0,0.49,0.28
2024-10-30 13:35:00,0.608,0.608,0.609,0.607,0.0,0.0,86601,5269293.0,0.33,0.25
2024-10-30 13:40:00,0.607,0.608,0.609,0.607,0.0,0.0,38403,2334469.0,0.33,0.11
2024-10-30 13:45:00,0.608,0.607,0.609,0.607,-0.16,-0.001,53453,3249875.0,0.33,0.15
2024-10-30 13:50:00,0.607,0.606,0.608,0.606,-0.16,-0.001,46621,2829542.0,0.33,0.13
2024-10-30 13:55:00,0.606,0.609,0.61,0.606,0.5,0.003,111608,6785912.0,0.66,0.32
2024-10-30 14:00:00,0.609,0.608,0.61,0.607,-0.16,-0.001,37530,2283608.0,0.49,0.11
2024-10-30 14:05:00,0.608,0.608,0.609,0.607,0.0,0.0,26919,1636402.0,0.33,0.08
2024-10-30 14:10:00,0.608,0.607,0.608,0.607,-0.16,-0.001,53453,3246374.0,0.16,0.15
2024-10-30 14:15:00,0.607,0.607,0.608,0.606,0.0,0.0,37313,2264700.0,0.33,0.11
2024-10-30 14:20:00,0.607,0.608,0.608,0.607,0.16,0.001,72188,4385944.0,0.16,0.21
2024-10-30 14:25:00,0.608,0.607,0.609,0.607,-0.16,-0.001,27469,1668249.0,0.33,0.08
2024-10-30 14:30:00,0.607,0.609,0.609,0.606,0.33,0.002,32851,1996099.0,0.49,0.09
2024-10-30 14:35:00,0.609,0.609,0.61,0.608,0.0,0.0,57471,3499620.0,0.33,0.16
2024-10-30 14:40:00,0.609,0.61,0.611,0.608,0.16,0.001,109205,6660397.0,0.49,0.31
2024-10-30 14:45:00,0.61,0.61,0.611,0.609,0.0,0.0,53573,3267722.0,0.33,0.15
2024-10-30 14:50:00,0.61,0.609,0.61,0.608,-0.16,-0.001,63472,3865322.0,0.33,0.18
2024-10-30 14:55:00,0.609,0.608,0.609,0.608,-0.16,-0.001,23765,1445635.0,0.16,0.07
2024-10-30 15:00:00,0.608,0.608,0.609,0.607,0.0,0.0,50704,3083024.0,0.33,0.15
2024-10-31 09:35:00,0.61,0.611,0.611,0.609,0.49,0.003,133248,8134532.0,0.33,0.38
2024-10-31 09:40:00,0.611,0.61,0.612,0.608,-0.16,-0.001,150138,9157980.0,0.65,0.43
2024-10-31 09:45:00,0.609,0.61,0.611,0.608,0.0,0.0,128657,7841576.0,0.49,0.37
2024-10-31 09:50:00,0.61,0.613,0.614,0.61,0.49,0.003,159803,9783636.0,0.66,0.46
2024-10-31 09:55:00,0.613,0.61,0.613,0.61,-0.49,-0.003,205867,12582365.0,0.49,0.59
2024-10-31 10:00:00,0.61,0.611,0.612,0.61,0.16,0.001,124407,7598704.0,0.33,0.36
2024-10-31 10:05:00,0.612,0.615,0.616,0.611,0.65,0.004,225100,13818953.0,0.82,0.65
2024-10-31 10:10:00,0.614,0.613,0.616,0.612,-0.33,-0.002,291348,17886445.0,0.65,0.84
2024-10-31 10:15:00,0.613,0.613,0.613,0.611,0.0,0.0,123760,7577516.0,0.33,0.36
2024-10-31 10:20:00,0.613,0.613,0.614,0.613,0.0,0.0,62502,3831697.0,0.16,0.18
2024-10-31 10:25:00,0.613,0.613,0.614,0.611,0.0,0.0,195783,11993023.0,0.49,0.56
2024-10-31 10:30:00,0.613,0.611,0.614,0.611,-0.33,-0.002,87070,5326673.0,0.49,0.25
2024-10-31 10:35:00,0.611,0.612,0.613,0.61,0.16,0.001,110281,6748776.0,0.49,0.32
2024-10-31 10:40:00,0.612,0.614,0.614,0.612,0.33,0.002,78702,4827660.0,0.33,0.23
2024-10-31 10:45:00,0.614,0.612,0.615,0.611,-0.33,-0.002,124256,7620458.0,0.65,0.36
2024-10-31 10:50:00,0.612,0.613,0.614,0.612,0.16,0.001,80957,4960694.0,0.33,0.23
2024-10-31 10:55:00,0.613,0.612,0.614,0.611,-0.16,-0.001,97430,5969551.0,0.49,0.28
2024-10-31 11:00:00,0.612,0.611,0.612,0.611,-0.16,-0.001,31143,1905313.0,0.16,0.09
2024-10-31 11:05:00,0.611,0.614,0.614,0.611,0.49,0.003,24132,1478688.0,0.49,0.07
2024-10-31 11:10:00,0.614,0.614,0.614,0.613,0.0,0.0,40973,2511679.0,0.16,0.12
2024-10-31 11:15:00,0.614,0.613,0.614,0.613,-0.16,-0.001,66957,4107537.0,0.16,0.19
2024-10-31 11:20:00,0.613,0.612,0.614,0.612,-0.16,-0.001,37690,2309821.0,0.33,0.11
2024-10-31 11:25:00,0.612,0.611,0.612,0.611,-0.16,-0.001,29065,1778593.0,0.16,0.08
2024-10-31 11:30:00,0.612,0.612,0.612,0.611,0.16,0.001,19862,1215469.0,0.16,0.06
2024-10-31 13:05:00,0.612,0.609,0.612,0.609,-0.49,-0.003,119740,7311050.0,0.49,0.34
2024-10-31 13:10:00,0.61,0.61,0.61,0.608,0.16,0.001,109039,6640672.0,0.33,0.31
2024-10-31 13:15:00,0.609,0.606,0.61,0.606,-0.66,-0.004,98062,5963153.0,0.66,0.28
2024-10-31 13:20:00,0.606,0.607,0.608,0.606,0.17,0.001,41951,2546714.0,0.33,0.12
2024-10-31 13:25:00,0.607,0.608,0.609,0.606,0.16,0.001,102696,6240123.0,0.49,0.29
2024-10-31 13:30:00,0.608,0.608,0.609,0.607,0.0,0.0,26600,1617506.0,0.33,0.08
2024-10-31 13:35:00,0.608,0.608,0.609,0.607,0.0,0.0,22165,1347548.0,0.33,0.06
2024-10-31 13:40:00,0.609,0.607,0.609,0.607,-0.16,-0.001,52239,3178060.0,0.33,0.15
2024-10-31 13:45:00,0.607,0.608,0.608,0.607,0.16,0.001,14666,891536.0,0.16,0.04
2024-10-31 13:50:00,0.608,0.606,0.608,0.606,-0.33,-0.002,74478,4523618.0,0.33,0.21
2024-10-31 13:55:00,0.606,0.608,0.608,0.606,0.33,0.002,53898,3273340.0,0.33,0.15
2024-10-31 14:00:00,0.608,0.609,0.609,0.607,0.16,0.001,31094,1891082.0,0.33,0.09
2024-10-31 14:05:00,0.609,0.609,0.609,0.608,0.0,0.0,64448,3924678.0,0.16,0.19
2024-10-31 14:10:00,0.609,0.609,0.61,0.608,0.0,0.0,33824,2059520.0,0.33,0.1
2024-10-31 14:15:00,0.609,0.611,0.611,0.609,0.33,0.002,126800,7744667.0,0.33,0.36
2024-10-31 14:20:00,0.611,0.61,0.611,0.609,-0.16,-0.001,46217,2819163.0,0.33,0.13
2024-10-31 14:25:00,0.61,0.611,0.611,0.61,0.16,0.001,69397,4237852.0,0.16,0.2
2024-10-31 14:30:00,0.611,0.611,0.611,0.61,0.0,0.0,23522,1437041.0,0.16,0.07
2024-10-31 14:35:00,0.611,0.61,0.611,0.609,-0.16,-0.001,82882,5055768.0,0.33,0.24
2024-10-31 14:40:00,0.61,0.609,0.611,0.609,-0.16,-0.001,41940,2558201.0,0.33,0.12
2024-10-31 14:45:00,0.609,0.608,0.61,0.608,-0.16,-0.001,43206,2631117.0,0.33,0.12
2024-10-31 14:50:00,0.608,0.608,0.609,0.607,0.0,0.0,52839,3215193.0,0.33,0.15
2024-10-31 14:55:00,0.608,0.608,0.609,0.608,0.0,0.0,9521,579080.0,0.16,0.03
2024-10-31 15:00:00,0.608,0.608,0.609,0.608,0.0,0.0,25401,1544646.0,0.16,0.07
2024-11-01 09:35:00,0.608,0.604,0.608,0.604,-0.66,-0.004,256840,15557040.0,0.66,0.74
2024-11-01 09:40:00,0.604,0.606,0.607,0.604,0.33,0.002,186162,11272488.0,0.5,0.53
2024-11-01 09:45:00,0.606,0.602,0.606,0.601,-0.66,-0.004,157439,9495059.0,0.83,0.45
2024-11-01 09:50:00,0.602,0.605,0.605,0.602,0.5,0.003,126711,7647979.0,0.5,0.36
2024-11-01 09:55:00,0.605,0.606,0.606,0.604,0.17,0.001,135201,8184556.0,0.33,0.39
2024-11-01 10:00:00,0.606,0.606,0.607,0.604,0.0,0.0,68545,4148688.0,0.5,0.2
2024-11-01 10:05:00,0.606,0.602,0.606,0.602,-0.66,-0.004,88984,5368064.0,0.66,0.26
2024-11-01 10:10:00,0.602,0.602,0.605,0.602,0.0,0.0,106840,6446847.0,0.5,0.31
2024-11-01 10:15:00,0.603,0.601,0.603,0.6,-0.17,-0.001,145866,8769962.0,0.5,0.42
2024-11-01 10:20:00,0.601,0.603,0.603,0.6,0.33,0.002,156109,9391946.0,0.5,0.45
2024-11-01 10:25:00,0.603,0.604,0.604,0.601,0.17,0.001,86129,5189587.0,0.5,0.25
2024-11-01 10:30:00,0.604,0.603,0.604,0.601,-0.17,-0.001,75712,4557565.0,0.5,0.22
2024-11-01 10:35:00,0.603,0.603,0.603,0.6,0.0,0.0,73138,4398986.0,0.5,0.21
2024-11-01 10:40:00,0.603,0.603,0.604,0.603,0.0,0.0,59311,3576496.0,0.17,0.17
2024-11-01 10:45:00,0.603,0.604,0.605,0.602,0.17,0.001,152159,9197356.0,0.5,0.44
