时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2024-11-01 10:50:00,0.604,0.605,0.606,0.604,0.17,0.001,52185,3157025.0,0.33,0.15
2024-11-01 10:55:00,0.605,0.605,0.605,0.603,0.0,0.0,113020,6833779.0,0.33,0.32
2024-11-01 11:00:00,0.605,0.607,0.607,0.605,0.33,0.002,79441,4812321.0,0.33,0.23
2024-11-01 11:05:00,0.607,0.604,0.607,0.604,-0.49,-0.003,66466,4021417.0,0.49,0.19
2024-11-01 11:10:00,0.604,0.605,0.605,0.604,0.17,0.001,60522,3656915.0,0.17,0.17
2024-11-01 11:15:00,0.605,0.605,0.606,0.605,0.0,0.0,7171,434245.0,0.17,0.02
2024-11-01 11:20:00,0.605,0.605,0.605,0.603,0.0,0.0,25375,1534200.0,0.33,0.07
2024-11-01 11:25:00,0.605,0.606,0.606,0.604,0.17,0.001,7487,452990.0,0.33,0.02
2024-11-01 11:30:00,0.606,0.604,0.606,0.604,-0.33,-0.002,17204,1040894.0,0.33,0.05
2024-11-01 13:05:00,0.607,0.607,0.614,0.607,0.5,0.003,342912,20879750.0,1.16,0.98
2024-11-01 13:10:00,0.607,0.607,0.608,0.605,0.0,0.0,72542,4399306.0,0.49,0.21
2024-11-01 13:15:00,0.607,0.605,0.607,0.605,-0.33,-0.002,59322,3592789.0,0.33,0.17
2024-11-01 13:20:00,0.605,0.604,0.605,0.603,-0.17,-0.001,151299,9139067.0,0.33,0.43
2024-11-01 13:25:00,0.605,0.603,0.605,0.603,-0.17,-0.001,47258,2854073.0,0.33,0.14
2024-11-01 13:30:00,0.603,0.603,0.605,0.603,0.0,0.0,30023,1813363.0,0.33,0.09
2024-11-01 13:35:00,0.604,0.604,0.604,0.603,0.17,0.001,10801,652372.0,0.17,0.03
2024-11-01 13:40:00,0.604,0.603,0.604,0.603,-0.17,-0.001,54888,3309794.0,0.17,0.16
2024-11-01 13:45:00,0.603,0.602,0.604,0.602,-0.17,-0.001,10832,653118.0,0.33,0.03
2024-11-01 13:50:00,0.602,0.603,0.603,0.602,0.17,0.001,43547,2621582.0,0.17,0.13
2024-11-01 13:55:00,0.603,0.602,0.603,0.602,-0.17,-0.001,10166,612018.0,0.17,0.03
2024-11-01 14:00:00,0.602,0.604,0.604,0.602,0.33,0.002,27132,1636274.0,0.33,0.08
2024-11-01 14:05:00,0.604,0.604,0.605,0.603,0.0,0.0,29777,1798522.0,0.33,0.09
2024-11-01 14:10:00,0.604,0.603,0.604,0.603,-0.17,-0.001,15421,929886.0,0.17,0.04
2024-11-01 14:15:00,0.603,0.603,0.604,0.603,0.0,0.0,15297,922439.0,0.17,0.04
2024-11-01 14:20:00,0.603,0.603,0.603,0.602,0.0,0.0,4094,246631.0,0.17,0.01
2024-11-01 14:25:00,0.603,0.603,0.604,0.602,0.0,0.0,14027,845791.0,0.33,0.04
2024-11-01 14:30:00,0.603,0.603,0.603,0.602,0.0,0.0,7802,470432.0,0.17,0.02
2024-11-01 14:35:00,0.603,0.603,0.604,0.603,0.0,0.0,3000,180950.0,0.17,0.01
2024-11-01 14:40:00,0.603,0.603,0.604,0.602,0.0,0.0,24984,1506324.0,0.33,0.07
2024-11-01 14:45:00,0.603,0.602,0.603,0.602,-0.17,-0.001,9498,572226.0,0.17,0.03
2024-11-01 14:50:00,0.602,0.603,0.603,0.602,0.17,0.001,31523,1899325.0,0.17,0.09
2024-11-01 14:55:00,0.602,0.601,0.603,0.601,-0.33,-0.002,21202,1276325.0,0.33,0.06
2024-11-01 15:00:00,0.601,0.602,0.602,0.601,0.17,0.001,22923,1378816.0,0.17,0.07
2024-11-04 09:35:00,0.606,0.608,0.609,0.606,1.0,0.006,273960,16639566.0,0.5,0.79
2024-11-04 09:40:00,0.608,0.606,0.609,0.605,-0.33,-0.002,178295,10845734.0,0.66,0.51
2024-11-04 09:45:00,0.606,0.609,0.609,0.605,0.5,0.003,321684,19547849.0,0.66,0.92
2024-11-04 09:50:00,0.609,0.61,0.61,0.608,0.16,0.001,126842,7729133.0,0.33,0.36
2024-11-04 09:55:00,0.61,0.609,0.611,0.608,-0.16,-0.001,79971,4874838.0,0.49,0.23
2024-11-04 10:00:00,0.61,0.609,0.611,0.609,0.0,0.0,79267,4834095.0,0.33,0.23
2024-11-04 10:05:00,0.609,0.609,0.61,0.609,0.0,0.0,30470,1855710.0,0.16,0.09
2024-11-04 10:10:00,0.609,0.61,0.61,0.608,0.16,0.001,73001,4450892.0,0.33,0.21
2024-11-04 10:15:00,0.609,0.608,0.611,0.608,-0.33,-0.002,68716,4182458.0,0.49,0.2
2024-11-04 10:20:00,0.608,0.609,0.609,0.607,0.16,0.001,47082,2864876.0,0.33,0.14
2024-11-04 10:25:00,0.609,0.609,0.61,0.609,0.0,0.0,5720,348349.0,0.16,0.02
2024-11-04 10:30:00,0.609,0.608,0.609,0.607,-0.16,-0.001,33177,2018798.0,0.33,0.1
2024-11-04 10:35:00,0.608,0.607,0.608,0.606,-0.16,-0.001,65374,3968127.0,0.33,0.19
2024-11-04 10:40:00,0.607,0.606,0.607,0.606,-0.16,-0.001,55621,3372736.0,0.16,0.16
2024-11-04 10:45:00,0.607,0.608,0.608,0.607,0.33,0.002,56239,3417835.0,0.17,0.16
2024-11-04 10:50:00,0.608,0.608,0.609,0.607,0.0,0.0,19741,1199364.0,0.33,0.06
2024-11-04 10:55:00,0.608,0.607,0.608,0.607,-0.16,-0.001,15479,939770.0,0.16,0.04
2024-11-04 11:00:00,0.607,0.608,0.608,0.607,0.16,0.001,34900,2121719.0,0.16,0.1
2024-11-04 11:05:00,0.608,0.607,0.608,0.607,-0.16,-0.001,34679,2106046.0,0.16,0.1
2024-11-04 11:10:00,0.607,0.607,0.607,0.606,0.0,0.0,37541,2277187.0,0.16,0.11
2024-11-04 11:15:00,0.607,0.608,0.608,0.607,0.16,0.001,29279,1780150.0,0.16,0.08
2024-11-04 11:20:00,0.608,0.608,0.608,0.607,0.0,0.0,25314,1537139.0,0.16,0.07
2024-11-04 11:25:00,0.607,0.607,0.607,0.606,-0.16,-0.001,38619,2344061.0,0.16,0.11
2024-11-04 11:30:00,0.607,0.607,0.608,0.607,0.0,0.0,21743,1319869.0,0.16,0.06
2024-11-04 13:05:00,0.606,0.605,0.607,0.604,-0.33,-0.002,121357,7352761.0,0.49,0.35
2024-11-04 13:10:00,0.605,0.606,0.606,0.605,0.17,0.001,23762,1437632.0,0.17,0.07
2024-11-04 13:15:00,0.606,0.605,0.606,0.605,-0.17,-0.001,21871,1323196.0,0.17,0.06
2024-11-04 13:20:00,0.605,0.604,0.605,0.604,-0.17,-0.001,4812,290945.0,0.17,0.01
2024-11-04 13:25:00,0.604,0.604,0.605,0.604,0.0,0.0,32140,1941366.0,0.17,0.09
2024-11-04 13:30:00,0.604,0.604,0.604,0.603,0.0,0.0,12958,782363.0,0.17,0.04
2024-11-04 13:35:00,0.604,0.605,0.605,0.603,0.17,0.001,11949,721848.0,0.33,0.03
2024-11-04 13:40:00,0.605,0.605,0.605,0.604,0.0,0.0,6431,388998.0,0.17,0.02
2024-11-04 13:45:00,0.605,0.605,0.606,0.604,0.0,0.0,36071,2182294.0,0.33,0.1
2024-11-04 13:50:00,0.605,0.605,0.605,0.604,0.0,0.0,6862,415053.0,0.17,0.02
2024-11-04 13:55:00,0.605,0.605,0.606,0.604,0.0,0.0,33068,2000643.0,0.33,0.09
2024-11-04 14:00:00,0.605,0.606,0.606,0.605,0.17,0.001,56301,3410073.0,0.17,0.16
2024-11-04 14:05:00,0.606,0.606,0.607,0.605,0.0,0.0,29448,1784347.0,0.33,0.08
2024-11-04 14:10:00,0.606,0.605,0.606,0.605,-0.17,-0.001,19094,1156833.0,0.17,0.05
2024-11-04 14:15:00,0.605,0.606,0.606,0.605,0.17,0.001,9775,591560.0,0.17,0.03
2024-11-04 14:20:00,0.606,0.605,0.606,0.605,-0.17,-0.001,3037,183789.0,0.17,0.01
2024-11-04 14:25:00,0.605,0.605,0.606,0.605,0.0,0.0,24313,1470986.0,0.17,0.07
2024-11-04 14:30:00,0.605,0.605,0.605,0.604,0.0,0.0,26429,1598876.0,0.17,0.08
2024-11-04 14:35:00,0.606,0.606,0.606,0.605,0.17,0.001,1350,81685.0,0.17,0.0
2024-11-04 14:40:00,0.606,0.606,0.606,0.605,0.0,0.0,54637,3310969.0,0.17,0.16
2024-11-04 14:45:00,0.606,0.607,0.607,0.606,0.17,0.001,6134,372021.0,0.17,0.02
2024-11-04 14:50:00,0.607,0.607,0.607,0.606,0.0,0.0,7116,431817.0,0.16,0.02
2024-11-04 14:55:00,0.606,0.606,0.607,0.606,-0.16,-0.001,52776,3198342.0,0.16,0.15
2024-11-04 15:00:00,0.606,0.607,0.608,0.606,0.17,0.001,93982,5704561.0,0.33,0.27
2024-11-05 09:35:00,0.603,0.607,0.607,0.603,0.0,0.0,150030,9077279.0,0.66,0.43
2024-11-05 09:40:00,0.607,0.607,0.607,0.605,0.0,0.0,74090,4492254.0,0.33,0.21
2024-11-05 09:45:00,0.607,0.606,0.607,0.606,-0.16,-0.001,82558,5008565.0,0.16,0.24
2024-11-05 09:50:00,0.606,0.611,0.611,0.606,0.83,0.005,196014,11937122.0,0.83,0.56
2024-11-05 09:55:00,0.611,0.611,0.612,0.61,0.0,0.0,159517,9740940.0,0.33,0.46
2024-11-05 10:00:00,0.611,0.609,0.611,0.609,-0.33,-0.002,92665,5657562.0,0.33,0.27
2024-11-05 10:05:00,0.61,0.61,0.611,0.609,0.16,0.001,106402,6490547.0,0.33,0.31
2024-11-05 10:10:00,0.61,0.613,0.613,0.61,0.49,0.003,105308,6440671.0,0.49,0.3
2024-11-05 10:15:00,0.613,0.615,0.615,0.611,0.33,0.002,140200,8590905.0,0.65,0.4
2024-11-05 10:20:00,0.615,0.615,0.618,0.615,0.0,0.0,351047,21635553.0,0.49,1.01
2024-11-05 10:25:00,0.615,0.614,0.616,0.614,-0.16,-0.001,155632,9567859.0,0.33,0.45
2024-11-05 10:30:00,0.614,0.613,0.615,0.613,-0.16,-0.001,131715,8088474.0,0.33,0.38
2024-11-05 10:35:00,0.613,0.612,0.614,0.612,-0.16,-0.001,128986,7906880.0,0.33,0.37
2024-11-05 10:40:00,0.612,0.611,0.613,0.611,-0.16,-0.001,51260,3136805.0,0.33,0.15
2024-11-05 10:45:00,0.611,0.613,0.613,0.611,0.33,0.002,36514,2236809.0,0.33,0.1
2024-11-05 10:50:00,0.613,0.614,0.615,0.612,0.16,0.001,74928,4597995.0,0.49,0.22
2024-11-05 10:55:00,0.614,0.613,0.615,0.613,-0.16,-0.001,56353,3455271.0,0.33,0.16
2024-11-05 11:00:00,0.613,0.612,0.614,0.612,-0.16,-0.001,64309,3938659.0,0.33,0.18
2024-11-05 11:05:00,0.612,0.613,0.613,0.612,0.16,0.001,62147,3804722.0,0.16,0.18
2024-11-05 11:10:00,0.613,0.614,0.614,0.613,0.16,0.001,45611,2796807.0,0.16,0.13
2024-11-05 11:15:00,0.614,0.616,0.616,0.613,0.33,0.002,136193,8368641.0,0.49,0.39
2024-11-05 11:20:00,0.616,0.614,0.616,0.613,-0.32,-0.002,103072,6335864.0,0.49,0.3
2024-11-05 11:25:00,0.614,0.615,0.616,0.614,0.16,0.001,29533,1816221.0,0.33,0.08
2024-11-05 11:30:00,0.615,0.617,0.618,0.615,0.33,0.002,93709,5777887.0,0.49,0.27
2024-11-05 13:05:00,0.619,0.622,0.623,0.619,0.81,0.005,445895,27668105.0,0.65,1.28
2024-11-05 13:10:00,0.622,0.622,0.624,0.622,0.0,0.0,470740,29304831.0,0.32,1.35
2024-11-05 13:15:00,0.623,0.623,0.624,0.621,0.16,0.001,122397,7617055.0,0.48,0.35
2024-11-05 13:20:00,0.623,0.624,0.625,0.623,0.16,0.001,91553,5713137.0,0.32,0.26
2024-11-05 13:25:00,0.624,0.623,0.625,0.623,-0.16,-0.001,65633,4093799.0,0.32,0.19
2024-11-05 13:30:00,0.623,0.622,0.624,0.622,-0.16,-0.001,44649,2780538.0,0.32,0.13
2024-11-05 13:35:00,0.622,0.622,0.623,0.621,0.0,0.0,42922,2670055.0,0.32,0.12
2024-11-05 13:40:00,0.623,0.624,0.624,0.623,0.32,0.002,54356,3388802.0,0.16,0.16
2024-11-05 13:45:00,0.624,0.623,0.624,0.623,-0.16,-0.001,59121,3686407.0,0.16,0.17
2024-11-05 13:50:00,0.623,0.624,0.624,0.622,0.16,0.001,69843,4352274.0,0.32,0.2
2024-11-05 13:55:00,0.624,0.622,0.624,0.622,-0.32,-0.002,35408,2206306.0,0.32,0.1
2024-11-05 14:00:00,0.622,0.622,0.623,0.621,0.0,0.0,58662,3649103.0,0.32,0.17
2024-11-05 14:05:00,0.622,0.62,0.622,0.619,-0.32,-0.002,88741,5505384.0,0.48,0.25
2024-11-05 14:10:00,0.621,0.622,0.622,0.62,0.32,0.002,65664,4078800.0,0.32,0.19
2024-11-05 14:15:00,0.622,0.622,0.623,0.621,0.0,0.0,56884,3538397.0,0.32,0.16
2024-11-05 14:20:00,0.622,0.621,0.623,0.621,-0.16,-0.001,38875,2417808.0,0.32,0.11
2024-11-05 14:25:00,0.621,0.623,0.624,0.621,0.32,0.002,62631,3901608.0,0.48,0.18
2024-11-05 14:30:00,0.623,0.622,0.623,0.622,-0.16,-0.001,26851,1672467.0,0.16,0.08
2024-11-05 14:35:00,0.623,0.624,0.624,0.622,0.32,0.002,50609,3151139.0,0.32,0.15
2024-11-05 14:40:00,0.624,0.623,0.624,0.623,-0.16,-0.001,14324,893601.0,0.16,0.04
2024-11-05 14:45:00,0.623,0.623,0.624,0.622,0.0,0.0,54915,3421422.0,0.32,0.16
2024-11-05 14:50:00,0.623,0.623,0.623,0.622,0.0,0.0,25440,1584789.0,0.16,0.07
2024-11-05 14:55:00,0.623,0.624,0.624,0.622,0.16,0.001,29178,1817651.0,0.32,0.08
2024-11-05 15:00:00,0.624,0.624,0.624,0.623,0.0,0.0,54214,3382121.0,0.16,0.16
2024-11-06 09:35:00,0.626,0.626,0.627,0.623,0.32,0.002,254610,15925722.0,0.64,0.73
2024-11-06 09:40:00,0.627,0.622,0.627,0.622,-0.64,-0.004,617189,38620777.0,0.8,1.77
2024-11-06 09:45:00,0.622,0.624,0.625,0.621,0.32,0.002,179120,11161204.0,0.64,0.51
2024-11-06 09:50:00,0.624,0.624,0.625,0.623,0.0,0.0,166891,10416693.0,0.32,0.48
2024-11-06 09:55:00,0.624,0.626,0.627,0.624,0.32,0.002,143451,8971079.0,0.48,0.41
2024-11-06 10:00:00,0.626,0.626,0.627,0.625,0.0,0.0,157893,9879743.0,0.32,0.45
2024-11-06 10:05:00,0.626,0.627,0.629,0.626,0.16,0.001,207015,12988584.0,0.48,0.59
2024-11-06 10:10:00,0.626,0.628,0.629,0.626,0.16,0.001,83756,5257942.0,0.48,0.24
2024-11-06 10:15:00,0.627,0.627,0.629,0.626,-0.16,-0.001,107549,6743033.0,0.48,0.31
2024-11-06 10:20:00,0.626,0.627,0.627,0.626,0.0,0.0,127777,8007329.0,0.16,0.37
2024-11-06 10:25:00,0.627,0.625,0.627,0.624,-0.32,-0.002,128372,8032881.0,0.48,0.37
2024-11-06 10:30:00,0.625,0.625,0.626,0.624,0.0,0.0,140769,8800905.0,0.32,0.4
2024-11-06 10:35:00,0.626,0.622,0.626,0.622,-0.48,-0.003,187554,11692937.0,0.64,0.54
2024-11-06 10:40:00,0.622,0.623,0.623,0.621,0.16,0.001,101497,6318176.0,0.32,0.29
2024-11-06 10:45:00,0.624,0.623,0.624,0.623,0.0,0.0,80708,5028215.0,0.16,0.23
2024-11-06 10:50:00,0.623,0.623,0.624,0.622,0.0,0.0,132830,8271540.0,0.32,0.38
2024-11-06 10:55:00,0.623,0.623,0.623,0.621,0.0,0.0,134479,8365837.0,0.32,0.39
2024-11-06 11:00:00,0.623,0.62,0.623,0.619,-0.48,-0.003,96968,6018857.0,0.64,0.28
2024-11-06 11:05:00,0.62,0.617,0.62,0.616,-0.48,-0.003,206867,12789363.0,0.65,0.59
2024-11-06 11:10:00,0.617,0.614,0.617,0.613,-0.49,-0.003,251940,15483467.0,0.65,0.72
2024-11-06 11:15:00,0.614,0.613,0.615,0.611,-0.16,-0.001,275279,16877823.0,0.65,0.79
2024-11-06 11:20:00,0.613,0.616,0.616,0.612,0.49,0.003,139373,8552553.0,0.65,0.4
2024-11-06 11:25:00,0.616,0.615,0.616,0.614,-0.16,-0.001,87851,5409384.0,0.32,0.25
2024-11-06 11:30:00,0.615,0.615,0.616,0.615,0.0,0.0,62130,3822094.0,0.16,0.18
2024-11-06 13:05:00,0.616,0.616,0.617,0.613,0.16,0.001,185899,11418746.0,0.65,0.53
2024-11-06 13:10:00,0.617,0.615,0.617,0.615,-0.16,-0.001,119993,7393090.0,0.32,0.34
2024-11-06 13:15:00,0.615,0.617,0.618,0.615,0.33,0.002,112086,6905169.0,0.49,0.32
2024-11-06 13:20:00,0.617,0.616,0.617,0.616,-0.16,-0.001,49918,3077424.0,0.16,0.14
2024-11-06 13:25:00,0.616,0.616,0.617,0.615,0.0,0.0,26068,1605039.0,0.32,0.07
2024-11-06 13:30:00,0.616,0.615,0.616,0.615,-0.16,-0.001,44653,2749590.0,0.16,0.13
2024-11-06 13:35:00,0.615,0.617,0.618,0.615,0.33,0.002,70417,4341735.0,0.49,0.2
2024-11-06 13:40:00,0.617,0.617,0.617,0.616,0.0,0.0,32302,1993036.0,0.16,0.09
2024-11-06 13:45:00,0.617,0.618,0.618,0.617,0.16,0.001,22017,1360455.0,0.16,0.06
2024-11-06 13:50:00,0.618,0.621,0.621,0.618,0.49,0.003,140345,8699804.0,0.49,0.4
2024-11-06 13:55:00,0.621,0.622,0.623,0.621,0.16,0.001,126821,7889886.0,0.32,0.36
2024-11-06 14:00:00,0.622,0.622,0.623,0.622,0.0,0.0,121911,7593036.0,0.16,0.35
2024-11-06 14:05:00,0.622,0.622,0.623,0.62,0.0,0.0,92968,5784302.0,0.48,0.27
2024-11-06 14:10:00,0.622,0.622,0.623,0.622,0.0,0.0,44290,2755323.0,0.16,0.13
2024-11-06 14:15:00,0.622,0.622,0.622,0.621,0.0,0.0,13481,838287.0,0.16,0.04
2024-11-06 14:20:00,0.622,0.621,0.623,0.621,-0.16,-0.001,50408,3135438.0,0.32,0.14
2024-11-06 14:25:00,0.621,0.621,0.622,0.621,0.0,0.0,76445,4754703.0,0.16,0.22
2024-11-06 14:30:00,0.621,0.62,0.621,0.619,-0.16,-0.001,61532,3816266.0,0.32,0.18
2024-11-06 14:35:00,0.62,0.619,0.62,0.618,-0.16,-0.001,51802,3204073.0,0.32,0.15
2024-11-06 14:40:00,0.619,0.618,0.619,0.617,-0.16,-0.001,32832,2028822.0,0.32,0.09
2024-11-06 14:45:00,0.618,0.617,0.618,0.616,-0.16,-0.001,51186,3155940.0,0.32,0.15
2024-11-06 14:50:00,0.617,0.616,0.617,0.615,-0.16,-0.001,43511,2680253.0,0.32,0.12
2024-11-06 14:55:00,0.616,0.617,0.617,0.616,0.16,0.001,18196,1121985.0,0.16,0.05
2024-11-06 15:00:00,0.617,0.617,0.618,0.616,0.0,0.0,61339,3782800.0,0.32,0.18
2024-11-07 09:35:00,0.615,0.614,0.616,0.613,-0.49,-0.003,203145,12472068.0,0.49,0.58
2024-11-07 09:40:00,0.614,0.617,0.618,0.613,0.49,0.003,182906,11266640.0,0.81,0.53
2024-11-07 09:45:00,0.617,0.615,0.617,0.614,-0.32,-0.002,225938,13904215.0,0.49,0.65
2024-11-07 09:50:00,0.616,0.618,0.618,0.614,0.49,0.003,133154,8210922.0,0.65,0.38
2024-11-07 09:55:00,0.618,0.617,0.618,0.616,-0.16,-0.001,175899,10851722.0,0.32,0.51
2024-11-07 10:00:00,0.617,0.618,0.618,0.617,0.16,0.001,126699,7824264.0,0.16,0.36
2024-11-07 10:05:00,0.618,0.625,0.625,0.618,1.13,0.007,319139,19844914.0,1.13,0.92
2024-11-07 10:10:00,0.624,0.626,0.63,0.624,0.16,0.001,337563,21181131.0,0.96,0.97
2024-11-07 10:15:00,0.626,0.625,0.627,0.625,-0.16,-0.001,173107,10837735.0,0.32,0.5
2024-11-07 10:20:00,0.626,0.627,0.627,0.624,0.32,0.002,159584,9980959.0,0.48,0.46
2024-11-07 10:25:00,0.626,0.624,0.626,0.623,-0.48,-0.003,149189,9324140.0,0.48,0.43
2024-11-07 10:30:00,0.624,0.622,0.624,0.621,-0.32,-0.002,115254,7174282.0,0.48,0.33
2024-11-07 10:35:00,0.621,0.622,0.623,0.621,0.0,0.0,114143,7099523.0,0.32,0.33
2024-11-07 10:40:00,0.622,0.623,0.623,0.621,0.16,0.001,113759,7070033.0,0.32,0.33
2024-11-07 10:45:00,0.623,0.623,0.624,0.622,0.0,0.0,121296,7563728.0,0.32,0.35
2024-11-07 10:50:00,0.623,0.623,0.623,0.622,0.0,0.0,23821,1483771.0,0.16,0.07
2024-11-07 10:55:00,0.623,0.624,0.625,0.623,0.16,0.001,59013,3678471.0,0.32,0.17
2024-11-07 11:00:00,0.624,0.624,0.625,0.623,0.0,0.0,64731,4038524.0,0.32,0.19
2024-11-07 11:05:00,0.624,0.623,0.625,0.623,-0.16,-0.001,47725,2977943.0,0.32,0.14
2024-11-07 11:10:00,0.623,0.622,0.623,0.622,-0.16,-0.001,90657,5646906.0,0.16,0.26
2024-11-07 11:15:00,0.622,0.624,0.624,0.622,0.32,0.002,64054,3994947.0,0.32,0.18
2024-11-07 11:20:00,0.624,0.625,0.625,0.623,0.16,0.001,71919,4486291.0,0.32,0.21
2024-11-07 11:25:00,0.625,0.623,0.625,0.623,-0.32,-0.002,3335,207787.0,0.32,0.01
2024-11-07 11:30:00,0.623,0.626,0.626,0.623,0.48,0.003,44788,2797724.0,0.48,0.13
2024-11-07 13:05:00,0.626,0.626,0.628,0.626,0.0,0.0,169903,10649322.0,0.32,0.49
2024-11-07 13:10:00,0.626,0.628,0.628,0.626,0.32,0.002,159629,10002331.0,0.32,0.46
2024-11-07 13:15:00,0.628,0.626,0.628,0.626,-0.32,-0.002,59511,3733071.0,0.32,0.17
2024-11-07 13:20:00,0.626,0.626,0.628,0.626,0.0,0.0,116533,7306096.0,0.32,0.33
2024-11-07 13:25:00,0.626,0.625,0.627,0.625,-0.16,-0.001,94393,5910426.0,0.32,0.27
2024-11-07 13:30:00,0.625,0.624,0.626,0.623,-0.16,-0.001,174767,10913145.0,0.48,0.5
2024-11-07 13:35:00,0.624,0.625,0.625,0.623,0.16,0.001,14142,883590.0,0.32,0.04
2024-11-07 13:40:00,0.625,0.625,0.626,0.624,0.0,0.0,22019,1376222.0,0.32,0.06
2024-11-07 13:45:00,0.625,0.626,0.626,0.624,0.16,0.001,73043,4568591.0,0.32,0.21
2024-11-07 13:50:00,0.626,0.627,0.628,0.626,0.16,0.001,53601,3361287.0,0.32,0.15
2024-11-07 13:55:00,0.627,0.627,0.628,0.627,0.0,0.0,110866,6961558.0,0.16,0.32
2024-11-07 14:00:00,0.627,0.629,0.629,0.627,0.32,0.002,23275,1461811.0,0.32,0.07
2024-11-07 14:05:00,0.629,0.628,0.631,0.627,-0.16,-0.001,340805,21437044.0,0.64,0.98
2024-11-07 14:10:00,0.628,0.627,0.628,0.627,-0.16,-0.001,53624,3364058.0,0.16,0.15
2024-11-07 14:15:00,0.627,0.628,0.629,0.627,0.16,0.001,87181,5469979.0,0.32,0.25
2024-11-07 14:20:00,0.628,0.627,0.628,0.627,-0.16,-0.001,46758,2933178.0,0.16,0.13
2024-11-07 14:25:00,0.627,0.63,0.63,0.627,0.48,0.003,68285,4291934.0,0.48,0.2
2024-11-07 14:30:00,0.63,0.628,0.63,0.628,-0.32,-0.002,68233,4293367.0,0.32,0.2
2024-11-07 14:35:00,0.628,0.628,0.629,0.628,0.0,0.0,8920,560773.0,0.16,0.03
2024-11-07 14:40:00,0.629,0.63,0.63,0.628,0.32,0.002,119633,7527516.0,0.32,0.34
2024-11-07 14:45:00,0.63,0.63,0.63,0.629,0.0,0.0,45396,2859819.0,0.16,0.13
2024-11-07 14:50:00,0.63,0.631,0.631,0.63,0.16,0.001,95656,6031160.0,0.16,0.27
2024-11-07 14:55:00,0.631,0.631,0.632,0.63,0.0,0.0,74751,4716952.0,0.32,0.21
2024-11-07 15:00:00,0.631,0.632,0.632,0.63,0.16,0.001,50205,3169649.0,0.32,0.14
2024-11-08 09:35:00,0.647,0.649,0.654,0.647,2.69,0.017,277102,18019752.0,1.11,0.8
2024-11-08 09:40:00,0.65,0.648,0.65,0.646,-0.15,-0.001,173357,11233338.0,0.62,0.5
2024-11-08 09:45:00,0.648,0.645,0.648,0.643,-0.46,-0.003,163699,10552432.0,0.77,0.47
2024-11-08 09:50:00,0.644,0.646,0.647,0.644,0.16,0.001,168888,10912973.0,0.47,0.48
2024-11-08 09:55:00,0.646,0.648,0.65,0.646,0.31,0.002,172589,11193356.0,0.62,0.5
2024-11-08 10:00:00,0.648,0.646,0.648,0.646,-0.31,-0.002,227236,14709233.0,0.31,0.65
2024-11-08 10:05:00,0.645,0.646,0.647,0.645,0.0,0.0,52094,3363989.0,0.31,0.15
2024-11-08 10:10:00,0.646,0.644,0.647,0.644,-0.31,-0.002,173201,11172607.0,0.46,0.5
2024-11-08 10:15:00,0.644,0.642,0.645,0.642,-0.31,-0.002,102308,6586616.0,0.47,0.29
2024-11-08 10:20:00,0.643,0.646,0.646,0.642,0.62,0.004,131251,8464996.0,0.62,0.38
2024-11-08 10:25:00,0.646,0.644,0.646,0.644,-0.31,-0.002,78327,5054395.0,0.31,0.22
2024-11-08 10:30:00,0.645,0.645,0.646,0.644,0.16,0.001,47183,3043511.0,0.31,0.14
2024-11-08 10:35:00,0.645,0.645,0.646,0.645,0.0,0.0,27290,1760213.0,0.16,0.08
2024-11-08 10:40:00,0.644,0.64,0.644,0.639,-0.78,-0.005,143830,9234892.0,0.78,0.41
2024-11-08 10:45:00,0.64,0.636,0.642,0.636,-0.63,-0.004,112232,7170502.0,0.94,0.32
2024-11-08 10:50:00,0.636,0.639,0.64,0.636,0.47,0.003,135823,8674309.0,0.63,0.39
2024-11-08 10:55:00,0.639,0.64,0.642,0.639,0.16,0.001,102179,6543469.0,0.47,0.29
2024-11-08 11:00:00,0.64,0.641,0.642,0.64,0.16,0.001,98246,6301890.0,0.31,0.28
2024-11-08 11:05:00,0.641,0.641,0.642,0.64,0.0,0.0,51309,3291153.0,0.31,0.15
2024-11-08 11:10:00,0.641,0.639,0.641,0.639,-0.31,-0.002,93174,5961903.0,0.31,0.27
2024-11-08 11:15:00,0.639,0.641,0.641,0.639,0.31,0.002,80471,5156272.0,0.31,0.23
2024-11-08 11:20:00,0.641,0.638,0.641,0.638,-0.47,-0.003,83783,5359039.0,0.47,0.24
2024-11-08 11:25:00,0.638,0.638,0.639,0.636,0.0,0.0,81364,5188722.0,0.47,0.23
2024-11-08 11:30:00,0.638,0.635,0.638,0.635,-0.47,-0.003,159634,10163052.0,0.47,0.46
2024-11-08 13:05:00,0.634,0.635,0.636,0.634,0.0,0.0,149547,9496135.0,0.31,0.43
2024-11-08 13:10:00,0.635,0.634,0.636,0.634,-0.16,-0.001,60581,3846657.0,0.31,0.17
2024-11-08 13:15:00,0.634,0.635,0.636,0.634,0.16,0.001,101808,6459678.0,0.32,0.29
2024-11-08 13:20:00,0.635,0.638,0.638,0.634,0.47,0.003,126603,8050847.0,0.63,0.36
2024-11-08 13:25:00,0.638,0.639,0.639,0.637,0.16,0.001,27620,1762143.0,0.31,0.08
2024-11-08 13:30:00,0.639,0.639,0.64,0.638,0.0,0.0,142203,9088447.0,0.31,0.41
