,代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
467,159339,A500ETF,1.025,1.022,-0.29,0.01,0.99,8835096,895750416.484,1.004,1.025,1.002,1.015,2.27,14.9,0.89,6.43,4109941.0,4725155.0,-445738.0,-0.05,10749184.0,1.2,-11194922.0,-1.25,-3752507.0,-0.42,4198246.0,0.47,-21630,1.025,1.026,5930086912.0,6078339085,6078339085,2024-11-11,2024-11-11 15:34:09+08:00
468,517120,沪港深创新药ETF,0.517,0.5179,0.17,0.005,0.98,115804,5932006.0,0.51,0.517,0.505,0.512,2.34,1.76,1.01,-38.87,53404.0,62400.0,98334.0,1.66,376254.0,6.34,-277920.0,-4.69,-186685.0,-3.15,88351.0,1.49,40,0.516,0.517,658966400.0,340685629,340685629,2024-11-11,2024-11-11 16:11:56+08:00
469,515600,央企创新ETF,1.574,1.5697,-0.27,0.015,0.96,237630,37123075.0,1.548,1.574,1.535,1.559,2.5,1.58,1.43,-41.57,117125.0,120505.0,3280473.0,8.84,11538220.0,31.08,-8257747.0,-22.24,-1709133.0,-4.6,-1571340.0,-4.23,2130,1.572,1.574,1504797408.0,2368551120,2368551120,2024-11-11,2024-11-11 16:11:40+08:00
470,512960,央企结构调整ETF,1.38,1.381,0.07,0.013,0.95,144117,19793848.0,1.361,1.38,1.357,1.367,1.68,0.35,1.03,10.9,77335.0,66782.0,375214.0,1.9,0.0,0.0,375214.0,1.9,-364547.0,-1.84,-10667.0,-0.05,10,1.379,1.38,4077257296.0,5626615068,5626615068,2024-11-11,2024-11-11 16:11:37+08:00
471,159513,纳斯达克100指数ETF,1.284,1.279,-0.39,0.012,0.94,929724,119181039.095,1.276,1.285,1.276,1.272,0.71,2.21,0.71,51.31,573218.0,356506.0,10084544.0,8.46,1617021.0,1.36,8467523.0,7.1,-10432836.0,-8.75,348292.0,0.29,-19398,1.284,1.285,4213549104.0,5410197050,5410197050,2024-11-11,2024-11-11 15:34:30+08:00
472,561550,500增强ETF,0.971,0.9719,0.09,0.009,0.94,298303,28715142.0,0.95,0.972,0.947,0.962,2.6,3.34,0.39,21.55,150301.0,148002.0,-568824.0,-1.98,3019711.0,10.52,-3588535.0,-12.5,592638.0,2.06,-23813.0,-0.08,10,0.97,0.972,892489600.0,866607402,866607402,2024-11-11,2024-11-11 16:11:55+08:00
473,159696,纳指ETF易方达,1.414,1.4016,-0.88,0.013,0.93,105509,14878209.5,1.404,1.414,1.404,1.401,0.71,1.35,0.85,24.82,70544.0,34965.0,639047.0,4.3,1005952.0,6.76,-366905.0,-2.47,-602437.0,-4.05,-36610.0,-0.25,900,1.413,1.414,779824032.0,1102671181,1102671181,2024-11-11,2024-11-11 15:34:54+08:00
474,516830,300ESGETF,0.876,0.8739,-0.24,0.008,0.92,109654,9461889.0,0.862,0.876,0.857,0.868,2.19,5.17,0.83,66.09,70436.0,39218.0,-135437.0,-1.43,1633285.0,17.26,-1768722.0,-18.69,169031.0,1.79,-33594.0,-0.36,3000,0.874,0.876,212176900.0,185866964,185866964,2024-11-11,2024-11-11 16:11:49+08:00
475,512120,医药50ETF,0.444,0.4435,-0.11,0.004,0.91,396816,17401760.0,0.44,0.444,0.432,0.44,2.73,4.33,0.85,14.8,176325.0,220491.0,-609828.0,-3.5,-210936.0,-1.21,-398892.0,-2.29,311100.0,1.79,298728.0,1.72,1161,0.443,0.444,917241904.0,407255405,407255405,2024-11-11,2024-11-11 16:11:45+08:00
476,159800,中证800ETF,1.223,1.2253,0.19,0.011,0.91,47219,5712060.179,1.174,1.223,1.174,1.212,4.04,4.42,0.58,-21.23,27474.0,19745.0,762050.0,13.34,960769.0,16.82,-198719.0,-3.48,-805160.0,-14.1,43111.0,0.75,-81,1.221,1.222,106736802.0,130539109,130539109,2024-11-11,2024-11-11 15:34:15+08:00
477,517380,创新药沪港深ETF,0.556,0.5583,0.41,0.005,0.91,68457,3781366.0,0.551,0.559,0.544,0.551,2.72,1.51,0.74,-33.87,33623.0,34834.0,394363.0,10.43,891656.0,23.58,-497293.0,-13.15,-415519.0,-10.99,21156.0,0.56,-919,0.556,0.557,452326304.0,251493425,251493425,2024-11-11,2024-11-11 16:11:40+08:00
478,159577,美国50ETF,1.234,1.2236,-0.85,0.011,0.9,285620,35165007.8,1.228,1.234,1.227,1.223,0.57,5.75,0.65,59.48,155592.0,130028.0,975222.0,2.77,-1989266.0,-5.66,2964488.0,8.43,-587839.0,-1.67,-387382.0,-1.1,395,1.233,1.234,496665792.0,612885587,612885587,2024-11-11,2024-11-11 15:34:42+08:00
479,560100,中证500增强ETF,1.011,1.0154,0.43,0.009,0.9,192450,19360427.0,0.998,1.013,0.996,1.002,1.7,15.89,0.75,-5.26,108274.0,84176.0,-199880.0,-1.03,-1726498.0,-8.92,1526618.0,7.89,206968.0,1.07,-7088.0,-0.04,-181,1.01,1.013,121080300.0,122412183,122412183,2024-11-11,2024-11-11 16:11:55+08:00
480,510660,医药卫生ETF,2.257,2.2599,0.13,0.02,0.89,31057,6941500.0,2.237,2.259,2.207,2.237,2.32,6.42,1.08,-70.18,18717.0,12340.0,-989168.0,-14.25,-212609.0,-3.06,-776559.0,-11.19,1079009.0,15.54,-89841.0,-1.29,500,2.256,2.257,48379700.0,109192983,109192983,2024-11-11,2024-11-11 16:11:58+08:00
481,560610,A500指数ETF,1.016,1.0144,-0.16,0.009,0.89,12767717,1284274996.0,1.0,1.017,0.994,1.007,2.28,11.51,0.59,-9.9,6814328.0,5953388.0,-19390436.0,-1.51,-76484432.0,-5.96,57093996.0,4.45,9539328.0,0.74,9851110.0,0.77,1220,1.014,1.016,11089988352.0,11267428166,11267428166,2024-11-11,2024-11-11 16:11:49+08:00
482,515090,可持续发展ETF,1.259,1.2555,-0.28,0.011,0.88,15373,1912098.0,1.242,1.261,1.228,1.248,2.64,4.18,0.48,34.73,10299.0,5074.0,31612.0,1.65,0.0,0.0,31612.0,1.65,21804.0,1.14,-53416.0,-2.79,1,1.259,1.261,36801700.0,46333340,46333340,2024-11-11,2024-11-11 16:11:36+08:00
483,159923,中证A100ETF基金,1.841,1.847,0.32,0.016,0.88,29239,5336594.0,1.823,1.841,1.803,1.825,2.08,10.72,0.66,-15.98,14368.0,14871.0,651038.0,12.2,0.0,0.0,651038.0,12.2,-304232.0,-5.7,-346806.0,-6.5,13,1.84,1.841,27285812.0,50233180,50233180,2024-11-11,2024-11-11 15:34:12+08:00
484,159748,创新药ETF富国,0.577,0.5774,0.07,0.005,0.87,131169,7486411.895,0.57,0.577,0.563,0.572,2.45,2.73,0.57,-10.49,59620.0,71549.0,253075.0,3.38,285000.0,3.81,-31925.0,-0.43,-352825.0,-4.71,99750.0,1.33,323,0.576,0.577,479692128.0,276782358,276782358,2024-11-11,2024-11-11 15:34:54+08:00
485,512650,长三角ETF,1.042,1.046,0.38,0.009,0.87,67120,6945803.0,1.004,1.045,1.004,1.033,3.97,1.72,0.69,-10.14,29577.0,37543.0,246608.0,3.55,297689.0,4.29,-51081.0,-0.74,-165529.0,-2.38,-81077.0,-1.17,-368,1.042,1.046,390941600.0,407361147,407361147,2024-11-11,2024-11-11 16:12:03+08:00
486,560530,中证A500ETF摩根,1.049,1.046,-0.29,0.009,0.87,8962427,928913184.0,1.025,1.05,1.023,1.04,2.6,11.89,0.85,12.8,4441551.0,4520876.0,-15743338.0,-1.69,-55206912.0,-5.94,39463574.0,4.25,11886469.0,1.28,3856861.0,0.42,115,1.047,1.048,7537623808.0,7906967375,7906967375,2024-11-11,2024-11-11 16:11:45+08:00
487,515950,医药龙头ETF,0.935,0.9323,-0.29,0.008,0.86,351810,32506613.0,0.929,0.936,0.901,0.927,3.78,4.22,0.99,-3.11,192434.0,159376.0,-3206093.0,-9.86,-496886.0,-1.53,-2709207.0,-8.33,1826006.0,5.62,1380088.0,4.25,-356,0.935,0.936,833200608.0,779042568,779042568,2024-11-11,2024-11-11 16:11:48+08:00
488,563220,中证A500ETF富国,1.053,1.0536,0.06,0.009,0.86,9744927,1017183987.0,1.038,1.056,1.033,1.044,2.2,10.57,0.66,-21.4,5066921.0,4678006.0,-37605785.0,-3.7,-83700576.0,-8.23,46094791.0,4.53,33942414.0,3.34,3663378.0,0.36,10000,1.052,1.054,9221013760.0,9709727489,9709727489,2024-11-11,2024-11-11 16:11:47+08:00
489,560180,ESG300ETF,1.053,1.0525,-0.05,0.009,0.86,97593,10167667.0,1.037,1.053,1.03,1.044,2.2,16.8,0.99,-0.37,48046.0,49547.0,199444.0,1.96,0.0,0.0,199444.0,1.96,-176893.0,-1.74,-22551.0,-0.22,1983,1.051,1.054,58103000.0,61182459,61182459,2024-11-11,2024-11-11 16:12:03+08:00
490,159838,医药50ETF,0.592,0.5918,-0.03,0.005,0.85,164391,9627129.2,0.588,0.592,0.578,0.587,2.39,4.06,0.75,-60.8,67003.0,97388.0,-589783.0,-6.13,-415962.0,-4.32,-173821.0,-1.81,118254.0,1.23,471530.0,4.9,562,0.591,0.592,404763456.0,239619966,239619966,2024-11-11,2024-11-11 15:34:18+08:00
491,159501,纳斯达克指数ETF,1.433,1.4191,-0.98,0.012,0.84,545006,77930446.748,1.425,1.433,1.425,1.421,0.56,1.46,0.5,64.27,358855.0,186151.0,1415097.0,1.82,3224908.0,4.14,-1809811.0,-2.32,-978631.0,-1.26,-436466.0,-0.56,-9152,1.433,1.434,3744986576.0,5366565763,5366565763,2024-11-11,2024-11-11 15:34:48+08:00
492,515770,摩根MSCIAETF,1.234,1.2255,-0.69,0.01,0.82,86226,10502787.0,1.203,1.235,1.203,1.224,2.61,11.86,1.07,91.82,49123.0,37103.0,488461.0,4.65,2984150.0,28.41,-2495689.0,-23.76,-441230.0,-4.2,-47230.0,-0.45,-20,1.225,1.235,72727300.0,89745488,89745488,2024-11-11,2024-11-11 16:11:51+08:00
493,561900,沪深300ESGETF,0.875,0.8749,-0.01,0.007,0.81,27895,2413572.0,0.864,0.875,0.856,0.868,2.19,3.47,0.43,24.29,11942.0,15953.0,-74017.0,-3.07,0.0,0.0,-74017.0,-3.07,52523.0,2.18,21495.0,0.89,189,0.874,0.875,80334400.0,70292600,70292600,2024-11-11,2024-11-11 16:11:48+08:00
494,159760,医疗健康ETF泰康,0.634,0.6338,-0.03,0.005,0.79,63320,3965411.052,0.631,0.635,0.62,0.629,2.38,4.27,1.7,-73.48,31331.0,31989.0,-261926.0,-6.61,-1441852.0,-36.36,1179926.0,29.76,33275.0,0.84,228653.0,5.77,2,0.625,0.634,148360223.0,94060381,94060381,2024-11-11,2024-11-11 15:34:48+08:00
495,562530,中证1000价值ETF,1.152,1.1542,0.19,0.009,0.79,11430,1305566.0,1.138,1.153,1.13,1.143,2.01,1.97,0.49,4.02,8404.0,3026.0,-137870.0,-10.56,0.0,0.0,-137870.0,-10.56,28558.0,2.19,109314.0,8.37,-1,1.153,1.154,58144000.0,66981888,66981888,2024-11-11,2024-11-11 16:11:51+08:00
496,159873,医疗设备ETF,0.641,0.6429,0.3,0.005,0.79,174150,11062766.1,0.636,0.643,0.626,0.636,2.67,9.63,1.45,-50.84,104286.0,69864.0,-278021.0,-2.51,-203725.0,-1.84,-74296.0,-0.67,283922.0,2.57,-5900.0,-0.05,-973,0.641,0.643,180920000.0,115969720,115969720,2024-11-11,2024-11-11 15:34:42+08:00
497,159974,央企创新ETF,1.696,1.6988,0.16,0.013,0.77,55566,9373758.7,1.68,1.696,1.67,1.683,1.54,3.2,1.25,77.77,36854.0,18712.0,381676.0,4.07,-1748614.0,-18.65,2130290.0,22.73,112821.0,1.2,-494497.0,-5.28,390,1.695,1.696,173432422.0,294141388,294141388,2024-11-11,2024-11-11 15:34:39+08:00
498,159606,中证500成长ETF,0.915,0.9166,0.17,0.007,0.77,159032,14420208.107,0.908,0.916,0.898,0.908,1.98,2.92,0.69,-6.95,84210.0,74821.0,366810.0,2.54,322119.0,2.23,44691.0,0.31,-245323.0,-1.7,-121487.0,-0.84,30,0.914,0.915,544222832.0,497963891,497963891,2024-11-11,2024-11-11 15:35:03+08:00
499,513390,纳指100ETF,1.709,1.6932,-0.93,0.013,0.77,163524,27878262.0,1.7,1.71,1.699,1.696,0.65,1.62,0.66,77.58,100318.0,63206.0,534153.0,1.92,1618859.0,5.81,-1084706.0,-3.89,-394504.0,-1.42,-139648.0,-0.5,15,1.708,1.71,1008379104.0,1723319889,1723319889,2024-11-11,2024-11-11 16:11:35+08:00
500,562340,中证500成长ETF,1.053,1.0553,0.22,0.008,0.77,21117,2217417.0,1.039,1.055,1.038,1.045,1.63,6.78,0.72,-7.61,8575.0,12542.0,91529.0,4.13,1054000.0,47.53,-962471.0,-43.41,-82132.0,-3.7,-9397.0,-0.42,-2000,1.053,1.055,31144300.0,32794948,32794948,2024-11-11,2024-11-11 16:11:59+08:00
501,512010,医药ETF,0.397,0.3973,0.08,0.003,0.76,31941312,1253559849.0,0.39,0.398,0.387,0.394,2.79,5.23,0.98,3.42,16542425.0,15398887.0,-67865154.0,-5.41,-159318208.0,-12.71,91453054.0,7.3,51419301.0,4.1,16445856.0,1.31,-420,0.397,0.398,61050694912.0,24237125880,24237125880,2024-11-11,2024-11-11 16:11:44+08:00
502,159661,中证A100指数ETF,1.194,1.1937,-0.03,0.009,0.76,77111,9104271.098,1.191,1.194,1.169,1.185,2.11,17.64,0.9,-7.73,46659.0,30452.0,-1054807.0,-11.59,0.0,0.0,-1054807.0,-11.59,1000912.0,10.99,53895.0,0.59,350,1.194,1.196,43708213.0,52187606,52187606,2024-11-11,2024-11-11 15:34:42+08:00
503,159632,纳斯达克ETF,1.744,1.7283,-0.91,0.013,0.75,651093,113381131.9,1.736,1.745,1.736,1.731,0.52,1.3,0.49,30.36,375874.0,275219.0,2918386.0,2.57,3392032.0,2.99,-473646.0,-0.42,-2943591.0,-2.6,25206.0,0.02,6766,1.743,1.744,5006720768.0,8731721019,8731721019,2024-11-11,2024-11-11 15:34:21+08:00
504,515800,800ETF,1.075,1.0764,0.13,0.008,0.75,959275,102291141.0,1.065,1.077,1.055,1.067,2.06,1.58,0.4,27.51,456769.0,502506.0,-4863748.0,-4.75,-3536490.0,-3.46,-1327258.0,-1.3,4957060.0,4.85,-93312.0,-0.09,166,1.074,1.076,6067437312.0,6522495110,6522495110,2024-11-11,2024-11-11 16:11:56+08:00
505,513110,纳斯达克100ETF,1.761,1.7442,-0.96,0.013,0.74,315171,55419765.0,1.752,1.762,1.752,1.748,0.57,3.32,0.48,43.96,217252.0,97919.0,-2535318.0,-4.57,-58414.0,-0.11,-2476904.0,-4.47,2501905.0,4.51,33413.0,0.06,14,1.76,1.761,948435008.0,1670194049,1670194049,2024-11-11,2024-11-11 16:11:42+08:00
506,517110,创新药沪深港ETF,0.549,0.5487,-0.05,0.004,0.73,67674,3675927.0,0.545,0.55,0.537,0.545,2.39,1.67,0.51,-7.2,29981.0,37693.0,-569979.0,-15.51,-239140.0,-6.51,-330839.0,-9.0,441687.0,12.02,128292.0,3.49,1000,0.548,0.55,404098496.0,221850074,221850074,2024-11-11,2024-11-11 16:11:54+08:00
507,159797,医疗器械ETF基金,0.829,0.8284,-0.07,0.006,0.73,12761,1047499.3,0.824,0.829,0.81,0.823,2.31,1.7,0.65,41.43,7115.0,5646.0,-33501.0,-3.2,0.0,0.0,-33501.0,-3.2,-47191.0,-4.51,80692.0,7.7,7,0.833,0.834,74989247.0,62166086,62166086,2024-11-11,2024-11-11 15:34:51+08:00
508,159660,纳指100ETF,1.666,1.6508,-0.92,0.012,0.73,166483,27691072.4,1.66,1.667,1.659,1.654,0.48,2.16,0.43,62.27,87354.0,79129.0,1104171.0,3.99,5672628.0,20.49,-4568457.0,-16.5,-1348995.0,-4.87,244822.0,0.88,-1459,1.666,1.667,772151360.0,1286404166,1286404166,2024-11-11,2024-11-11 15:34:45+08:00
509,159929,医药ETF,1.393,1.3919,-0.08,0.01,0.72,1298293,178802939.572,1.371,1.393,1.358,1.383,2.53,7.04,0.89,73.27,662113.0,636180.0,-21004290.0,-11.75,-37923210.0,-21.21,16918920.0,9.46,9882131.0,5.53,11122159.0,6.22,-11128,1.393,1.394,1844204208.0,2568976462,2568976462,2024-11-11,2024-11-11 15:34:15+08:00
510,512260,中证500低波动ETF,1.676,1.6794,0.2,0.012,0.72,8950,1491002.0,1.658,1.677,1.656,1.664,1.26,1.76,1.0,0.11,4342.0,4608.0,-19002.0,-1.27,0.0,0.0,-19002.0,-1.27,149818.0,10.05,-130815.0,-8.77,-140,1.676,1.68,50897700.0,85304545,85304545,2024-11-11,2024-11-11 16:11:45+08:00
511,159578,深证主板50ETF南方,1.124,1.1277,0.33,0.008,0.72,7587,841299.753,1.109,1.124,1.1,1.116,2.15,1.08,0.27,-19.55,3567.0,4020.0,224493.0,26.68,0.0,0.0,224493.0,26.68,-185413.0,-22.04,-39080.0,-4.65,-127,1.121,1.13,69998831.0,78678686,78678686,2024-11-11,2024-11-11 15:34:42+08:00
512,159579,深主板50ETF华安,1.133,1.1368,0.33,0.008,0.71,4877,548233.1,1.117,1.133,1.11,1.125,2.04,7.1,1.09,-25.59,1789.0,3088.0,2291.0,0.42,0.0,0.0,2291.0,0.42,89.0,0.02,-2380.0,-0.43,-1000,1.134,1.139,6867637.0,7781033,7781033,2024-11-11,2024-11-11 15:35:03+08:00
513,515330,300ETF天弘,1.156,1.157,0.09,0.008,0.7,377522,43131906.0,1.145,1.157,1.133,1.148,2.09,0.33,0.47,68.03,155229.0,222293.0,1343399.0,3.11,1979183.0,4.59,-635784.0,-1.47,-928495.0,-2.15,-414905.0,-0.96,-9,1.155,1.156,11324709632.0,13091364335,13091364335,2024-11-11,2024-11-11 16:11:45+08:00
514,513870,纳指ETF富国,1.447,1.4362,-0.75,0.01,0.7,194816,28156522.0,1.442,1.448,1.441,1.437,0.49,3.95,0.5,9.21,115933.0,78883.0,2778020.0,9.87,5298333.0,18.82,-2520313.0,-8.95,-1926554.0,-6.84,-851465.0,-3.02,-1856,1.446,1.448,492671008.0,712894949,712894949,2024-11-11,2024-11-11 16:11:37+08:00
515,159941,纳指ETF,1.158,1.1444,-1.19,0.008,0.7,6910800,799137512.5,1.156,1.158,1.154,1.15,0.35,3.38,0.5,55.93,3418388.0,3492412.0,899194.0,0.11,14543968.0,1.82,-13644774.0,-1.71,3184236.0,0.4,-4083432.0,-0.51,80609,1.157,1.158,20461010176.0,23693849784,23693849784,2024-11-11,2024-11-11 15:34:21+08:00
516,515390,沪深300ETF指数基金,1.17,1.1703,0.03,0.008,0.69,555500,64215345.0,1.153,1.17,1.144,1.162,2.24,7.1,1.12,50.11,321337.0,234163.0,762367.0,1.19,-1780587.0,-2.77,2542954.0,3.96,-1408687.0,-2.19,646320.0,1.01,45,1.167,1.168,782683008.0,915739119,915739119,2024-11-11,2024-11-11 16:11:50+08:00
517,159659,纳斯达克100ETF,1.641,1.6249,-0.99,0.011,0.67,395218,64740704.1,1.633,1.641,1.631,1.63,0.61,3.32,0.57,85.43,166800.0,228418.0,2384033.0,3.68,4483133.0,6.92,-2099100.0,-3.24,-2332391.0,-3.6,-51642.0,-0.08,-2210,1.641,1.642,1190744064.0,1954011009,1954011009,2024-11-11,2024-11-11 15:34:30+08:00
518,517360,沪港深科技ETF,0.909,0.9127,0.41,0.006,0.66,31475,2830421.0,0.895,0.91,0.888,0.903,2.44,4.22,2.06,-0.41,6247.0,25228.0,-148785.0,-5.26,535800.0,18.93,-684585.0,-24.19,106514.0,3.76,42271.0,1.49,10,0.908,0.909,74583000.0,67795947,67795947,2024-11-11,2024-11-11 16:11:54+08:00
519,513850,美国50ETF,1.371,1.3593,-0.86,0.009,0.66,956591,131028851.0,1.365,1.373,1.364,1.362,0.66,9.07,0.63,-18.59,493835.0,462756.0,18993781.0,14.5,14966559.0,11.42,4027222.0,3.07,-16838514.0,-12.85,-2155267.0,-1.64,-4263,1.371,1.372,1054892608.0,1446257766,1446257766,2024-11-11,2024-11-11 16:11:59+08:00
520,159352,中证A500ETF南方,1.069,1.0666,-0.23,0.007,0.66,22078444,2337561498.975,1.056,1.07,1.045,1.062,2.35,30.99,1.86,-32.87,14961860.0,7116584.0,-45075267.0,-1.93,-60759680.0,-2.6,15684413.0,0.67,33729962.0,1.44,11345307.0,0.49,11290,1.068,1.069,7125101824.0,7616733850,7616733850,2024-11-11,2024-11-11 15:34:12+08:00
521,159686,中证A100ETF易方达,1.077,1.0803,0.31,0.007,0.65,10220,1093655.366,1.077,1.078,1.057,1.07,1.96,1.42,0.41,-16.49,3150.0,7070.0,257725.0,23.57,0.0,0.0,257725.0,23.57,-224296.0,-20.51,-33429.0,-3.06,-10,1.077,1.095,71815386.0,77345171,77345171,2024-11-11,2024-11-11 15:34:45+08:00
522,159959,央企ETF,1.54,1.5431,0.2,0.01,0.65,113754,17394201.0,1.521,1.543,1.513,1.53,1.96,0.54,0.62,-92.48,51947.0,61807.0,1885913.0,10.84,3459163.0,19.89,-1573250.0,-9.04,-1322160.0,-7.6,-563753.0,-3.24,8142,1.539,1.54,2121891776.0,3267713335,3267713335,2024-11-11,2024-11-11 15:34:30+08:00
523,562390,中药50ETF,1.081,1.0737,-0.68,0.007,0.65,53727,5728104.0,1.075,1.088,1.054,1.074,3.17,8.61,0.74,-66.86,24777.0,28950.0,-709606.0,-12.39,-802248.0,-14.01,92642.0,1.62,324576.0,5.67,385032.0,6.72,-10,1.084,1.086,62429000.0,67485749,67485749,2024-11-11,2024-11-11 16:11:48+08:00
524,159717,ESGETF,0.928,0.9293,0.14,0.006,0.65,75971,6986179.1,0.92,0.928,0.91,0.922,1.95,6.58,1.13,-10.08,46812.0,29159.0,1992032.0,28.51,-137850.0,-1.97,2129882.0,30.49,-2044112.0,-29.26,52080.0,0.75,1,0.92,0.929,115373183.0,107066314,107066314,2024-11-11,2024-11-11 15:34:36+08:00
525,159881,有色60ETF,1.097,1.0975,0.05,0.007,0.64,80785,8794011.7,1.084,1.097,1.073,1.09,2.2,13.41,0.62,-46.45,40366.0,40419.0,663202.0,7.54,0.0,0.0,663202.0,7.54,-397201.0,-4.52,-266002.0,-3.02,213,1.095,1.097,60249583.0,66093793,66093793,2024-11-11,2024-11-11 15:34:39+08:00
526,515960,医药健康ETF,0.789,0.7891,0.01,0.005,0.64,40776,3186561.0,0.785,0.79,0.772,0.784,2.3,1.25,0.54,1.37,29159.0,11617.0,-427521.0,-13.42,-314743.0,-9.88,-112778.0,-3.54,283709.0,8.9,143812.0,4.51,-57,0.789,0.79,326991904.0,257996612,257996612,2024-11-11,2024-11-11 16:11:37+08:00
527,515680,央企创新ETF基金,1.581,1.5837,0.17,0.01,0.64,44354,6958074.0,1.566,1.581,1.558,1.571,1.46,0.32,0.78,-14.03,16169.0,28185.0,520733.0,7.48,1374786.0,19.76,-854053.0,-12.27,-424589.0,-6.1,-96142.0,-1.38,21,1.581,1.583,1367264704.0,2161645497,2161645497,2024-11-11,2024-11-11 16:11:46+08:00
528,512950,央企改革ETF,1.424,1.4252,0.08,0.009,0.64,258791,36587588.0,1.397,1.425,1.395,1.415,2.12,0.56,0.54,0.13,169320.0,89471.0,2216485.0,6.06,1447443.0,3.96,769042.0,2.1,-1195243.0,-3.27,-1021242.0,-2.79,1,1.423,1.424,4584550912.0,6528400499,6528400499,2024-11-11,2024-11-11 16:11:50+08:00
529,159627,A100ETF,1.111,1.1121,0.1,0.007,0.63,93173,10247803.6,1.093,1.111,1.088,1.104,2.08,22.66,1.16,-45.56,49951.0,43222.0,-495305.0,-4.83,0.0,0.0,-495305.0,-4.83,504279.0,4.92,-8975.0,-0.09,-47,1.103,1.133,41116776.0,45680738,45680738,2024-11-11,2024-11-11 15:34:15+08:00
530,517990,医药ETF沪港深,0.798,0.7961,-0.24,0.005,0.63,30786,2430225.0,0.795,0.816,0.76,0.793,7.06,6.84,0.89,-26.88,17889.0,12897.0,-284838.0,-11.72,8500.0,0.35,-293338.0,-12.07,169998.0,7.0,114840.0,4.73,70,0.797,0.798,44987900.0,35900344,35900344,2024-11-11,2024-11-11 16:11:41+08:00
531,510390,沪深300ETF平安,4.471,4.4775,0.15,0.028,0.63,84527,37533542.0,4.436,4.472,4.379,4.443,2.09,5.57,2.19,4.75,52846.0,31681.0,6982523.0,18.6,255109.0,0.68,6727414.0,17.92,-369295.0,-0.98,-6613229.0,-17.62,-3000,4.463,4.469,151850000.0,678921350,678921350,2024-11-11,2024-11-11 16:11:53+08:00
532,560500,500质量成长ETF,0.962,0.9639,0.2,0.006,0.63,119767,11438401.0,0.948,0.963,0.945,0.956,1.88,1.46,1.4,14.3,98470.0,21297.0,-324995.0,-2.84,-1914193.0,-16.73,1589198.0,13.89,199205.0,1.74,125790.0,1.1,-6,0.962,0.963,822339008.0,791090126,791090126,2024-11-11,2024-11-11 16:11:34+08:00
533,515130,沪深300ETF博时,1.296,1.2991,0.24,0.008,0.62,146815,18897786.0,1.28,1.3,1.27,1.288,2.33,15.54,0.87,0.37,92199.0,54616.0,57046.0,0.3,1599178.0,8.46,-1542132.0,-8.16,35691.0,0.19,-92737.0,-0.49,-400,1.295,1.296,94463200.0,122424307,122424307,2024-11-11,2024-11-11 16:11:43+08:00
534,562000,中证A100ETF基金,0.998,0.9987,0.07,0.006,0.6,294463,29129569.0,0.988,0.999,0.977,0.992,2.22,0.63,0.45,0.63,194558.0,99905.0,1046363.0,3.59,1050183.0,3.61,-3820.0,-0.01,-1187976.0,-4.08,141612.0,0.49,400,0.997,0.998,4684368896.0,4675000158,4675000158,2024-11-11,2024-11-11 16:11:37+08:00
535,561230,中证A50ETF基金,1.188,1.1878,-0.02,0.007,0.59,1472599,173599058.0,1.18,1.19,1.163,1.181,2.29,6.74,2.12,27.78,948347.0,524252.0,2649349.0,1.53,23310756.0,13.43,-20661407.0,-11.9,-2441245.0,-1.41,-208102.0,-0.12,25,1.187,1.188,2186477808.0,2597535636,2597535636,2024-11-11,2024-11-11 16:11:40+08:00
536,513100,纳指ETF,1.534,1.5164,-1.16,0.009,0.59,4552322,697591571.0,1.53,1.535,1.529,1.525,0.39,4.82,0.57,11.35,2552250.0,2000072.0,15908562.0,2.28,28502112.0,4.09,-12593550.0,-1.81,-11334926.0,-1.62,-4573630.0,-0.66,952,1.533,1.534,9451110656.0,14498003746,14498003746,2024-11-11,2024-11-11 16:11:54+08:00
537,561300,300增强ETF,0.856,0.856,0.0,0.005,0.59,2229494,189453022.0,0.842,0.857,0.839,0.851,2.12,6.79,1.47,0.44,484456.0,1745038.0,193520.0,0.1,21454581.0,11.32,-21261061.0,-11.22,-290036.0,-0.15,96517.0,0.05,243,0.855,0.856,3283965008.0,2811074047,2811074047,2024-11-11,2024-11-11 16:11:47+08:00
538,515660,沪深300ETF国联安,4.968,4.9653,-0.05,0.029,0.59,26745,13254329.0,4.938,4.97,4.875,4.939,1.92,0.23,0.52,-2.08,25309.0,1436.0,371708.0,2.8,-895956.0,-6.76,1267664.0,9.56,-296250.0,-2.24,-75456.0,-0.57,-6,4.968,4.975,1168894208.0,5807066425,5807066425,2024-11-11,2024-11-11 16:11:35+08:00
