,代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
212,562520,中证1000成长ETF,1.052,1.0512,-0.08,0.033,3.24,33600,3482460.0,1.01,1.053,0.938,1.019,11.29,6.64,1.09,-0.4,22747.0,10853.0,175852.0,5.05,0.0,0.0,175852.0,5.05,-426556.0,-12.25,250705.0,7.2,-178,1.05,1.053,50568000.0,53197536,53197536,2024-11-11,2024-11-11 16:12:01+08:00
213,562700,汽车零部件ETF,1.157,1.157,0.0,0.036,3.21,12114,1385732.0,1.115,1.157,1.115,1.121,3.75,6.82,0.56,-8.79,6740.0,5374.0,482186.0,34.8,0.0,0.0,482186.0,34.8,-144352.0,-10.42,-337835.0,-24.38,12,1.156,1.157,17750000.0,20536750,20536750,2024-11-11,2024-11-11 16:11:56+08:00
214,159752,新能源龙头ETF,0.55,0.5504,0.07,0.017,3.19,449889,24390303.6,0.531,0.551,0.524,0.533,5.07,5.45,0.8,-2.27,269385.0,180504.0,4134354.0,16.95,6504962.0,26.67,-2370608.0,-9.72,-3074646.0,-12.61,-1059708.0,-4.34,-6654,0.55,0.551,824958912.0,453727402,453727402,2024-11-11,2024-11-11 15:34:24+08:00
215,159675,创业板增强ETF,0.972,0.9727,0.07,0.03,3.18,255207,24513127.12,0.924,0.972,0.924,0.942,5.1,10.53,0.98,1.42,149373.0,105834.0,4652774.0,18.98,5653170.0,23.06,-1000396.0,-4.08,-2840715.0,-11.59,-1812058.0,-7.39,2210,0.971,0.972,242346691.0,235560984,235560984,2024-11-11,2024-11-11 15:34:48+08:00
216,159306,汽车零件ETF,1.136,1.1341,-0.17,0.035,3.18,26729,3016251.993,1.104,1.137,1.094,1.101,3.91,12.02,0.59,31.71,15673.0,11056.0,335195.0,11.11,-348936.0,-11.57,684131.0,22.68,-226896.0,-7.52,-108299.0,-3.59,-232,1.136,1.137,22244616.0,25269884,25269884,2024-11-11,2024-11-11 15:34:54+08:00
217,561310,消电ETF,0.85,0.856,0.7,0.026,3.16,165567,14010093.0,0.831,0.854,0.821,0.824,4.0,10.76,1.03,73.21,88125.0,77442.0,1155272.0,8.25,2309299.0,16.48,-1154027.0,-8.24,-769712.0,-5.49,-385560.0,-2.75,-50,0.85,0.854,153916600.0,130829110,130829110,2024-11-11,2024-11-11 16:11:36+08:00
218,159836,创300ETF,0.921,0.9237,0.29,0.028,3.14,101579,9261858.9,0.893,0.923,0.886,0.893,4.14,3.85,1.08,-39.83,57468.0,44111.0,2141401.0,23.12,3508759.0,37.88,-1367358.0,-14.76,-1329218.0,-14.35,-812184.0,-8.77,-2409,0.921,0.923,263747113.0,242911091,242911091,2024-11-11,2024-11-11 15:34:18+08:00
219,159743,湖北ETF,0.954,0.9545,0.05,0.029,3.14,3251,305803.2,0.925,0.955,0.92,0.925,3.78,0.19,0.38,-31.85,2340.0,911.0,-12960.0,-4.24,0.0,0.0,-12960.0,-4.24,18452.0,6.03,-5491.0,-1.8,-52,0.955,0.969,167941100.0,160215809,160215809,2024-11-11,2024-11-11 15:34:21+08:00
220,561600,消费电子ETF,0.889,0.8917,0.3,0.027,3.13,224596,19687172.0,0.862,0.89,0.856,0.862,3.94,13.35,0.89,-35.94,116680.0,107916.0,-1280756.0,-6.51,-1069861.0,-5.43,-210895.0,-1.07,1951809.0,9.91,-671053.0,-3.41,1,0.888,0.889,168274000.0,149595586,149595586,2024-11-11,2024-11-11 16:11:48+08:00
221,512870,杭州湾区ETF,1.287,1.2861,-0.07,0.039,3.13,3387,421457.0,1.255,1.287,1.206,1.248,6.49,1.08,0.54,-3.3,1297.0,2090.0,2394.0,0.57,0.0,0.0,2394.0,0.57,15082.0,3.58,-17477.0,-4.15,10,1.282,1.287,31410600.0,40425442,40425442,2024-11-11,2024-11-11 16:11:47+08:00
222,588360,科创创业ETF,0.663,0.6657,0.41,0.02,3.11,552722,36179954.0,0.634,0.664,0.634,0.643,4.67,6.11,0.78,-63.05,278154.0,274568.0,6481481.0,17.91,-648417.0,-1.79,7129898.0,19.71,-4767270.0,-13.18,-1714210.0,-4.74,-589,0.663,0.664,905081808.0,600069239,600069239,2024-11-11,2024-11-11 16:11:42+08:00
223,159529,标普消费ETF,1.228,1.2244,-0.29,0.037,3.11,313498,38313280.422,1.214,1.229,1.214,1.191,1.26,15.4,1.02,-0.54,190038.0,123460.0,1450843.0,3.79,988930.0,2.58,461913.0,1.21,-1001624.0,-2.61,-449218.0,-1.17,1378,1.227,1.228,203536791.0,249943179,249943179,2024-11-11,2024-11-11 15:34:30+08:00
224,159628,国证2000ETF,1.099,1.0965,-0.23,0.033,3.1,933463,101128839.3,1.055,1.1,1.055,1.066,4.22,8.37,0.79,48.32,575296.0,358167.0,-7815602.0,-7.73,-12783837.0,-12.64,4968235.0,4.91,7715466.0,7.63,100136.0,0.1,5016,1.098,1.099,1115283248.0,1225696290,1225696290,2024-11-11,2024-11-11 15:34:45+08:00
225,159952,创业板ETF广发,1.436,1.4331,-0.2,0.043,3.09,2334602,328994410.812,1.375,1.436,1.372,1.393,4.59,3.18,0.87,39.35,1274329.0,1060273.0,51265789.0,15.58,47157981.0,14.33,4107808.0,1.25,-28807801.0,-8.76,-22457988.0,-6.83,33420,1.435,1.436,7351984896.0,10557450311,10557450311,2024-11-11,2024-11-11 15:34:27+08:00
226,159566,储能电池ETF,1.453,1.4566,0.25,0.043,3.05,76591,10990743.1,1.41,1.453,1.395,1.41,4.11,10.25,1.01,7.92,36358.0,40233.0,2672166.0,24.31,0.0,0.0,2672166.0,24.31,-919154.0,-8.36,-1753011.0,-15.95,-509,1.453,1.454,74739776.0,108596895,108596895,2024-11-11,2024-11-11 15:34:36+08:00
227,159721,深创龙头ETF,0.811,0.8133,0.28,0.024,3.05,8971,722465.4,0.78,0.812,0.78,0.787,4.07,1.03,0.45,66.66,5980.0,2991.0,166569.0,23.06,0.0,0.0,166569.0,23.06,-117167.0,-16.22,-49402.0,-6.84,-8,0.804,0.811,87431696.0,70907105,70907105,2024-11-11,2024-11-11 15:34:42+08:00
228,159695,通信ETF,1.287,1.2803,-0.52,0.038,3.04,143254,18222268.9,1.249,1.287,1.239,1.249,3.84,20.23,1.45,83.21,81162.0,62092.0,-977335.0,-5.36,1928983.0,10.59,-2906318.0,-15.95,910318.0,5.0,67018.0,0.37,-1165,1.287,1.288,70812086.0,91135155,91135155,2024-11-11,2024-11-11 15:34:51+08:00
229,159888,智能车ETF,1.158,1.1591,0.09,0.034,3.02,119730,13721114.738,1.124,1.161,1.113,1.124,4.27,14.01,0.93,-13.04,56437.0,63293.0,-1910357.0,-13.92,0.0,0.0,-1910357.0,-13.92,1801760.0,13.13,108597.0,0.79,70,1.157,1.159,85446068.0,98946547,98946547,2024-11-11,2024-11-11 15:35:00+08:00
230,516090,新能源ETF易方达,0.443,0.4427,-0.07,0.013,3.02,1208898,52898607.0,0.424,0.444,0.422,0.43,5.12,6.29,1.13,-60.79,741365.0,467533.0,7392578.0,13.97,16949091.0,32.04,-9556513.0,-18.07,-5638661.0,-10.66,-1753917.0,-3.32,7,0.442,0.443,1922844800.0,851820246,851820246,2024-11-11,2024-11-11 16:11:35+08:00
231,510770,G60创新ETF,0.648,0.6433,-0.73,0.019,3.02,168706,10718016.0,0.615,0.658,0.61,0.629,7.63,42.59,1.97,-91.61,90368.0,78338.0,-2040138.0,-19.03,-2249662.0,-20.99,209524.0,1.95,1330483.0,12.41,709655.0,6.62,3,0.647,0.648,39610700.0,25667734,25667734,2024-11-11,2024-11-11 16:11:56+08:00
232,159305,储能电池50ETF,1.316,1.3166,0.05,0.038,2.97,110994,14400720.9,1.28,1.316,1.26,1.278,4.38,32.82,1.04,43.58,51958.0,59036.0,164871.0,1.14,-837216.0,-5.81,1002087.0,6.96,442438.0,3.07,-607308.0,-4.22,-351,1.316,1.317,33820151.0,44507319,44507319,2024-11-11,2024-11-11 15:34:48+08:00
233,159956,创业板ETF建信,1.495,1.4983,0.22,0.043,2.96,26510,3916244.4,1.441,1.496,1.43,1.452,4.55,2.65,0.98,-12.84,14654.0,11856.0,1842623.0,47.05,0.0,0.0,1842623.0,47.05,-1087175.0,-27.76,-755448.0,-19.29,-8,1.495,1.496,99978674.0,149468118,149468118,2024-11-11,2024-11-11 15:34:33+08:00
234,562380,央企科技引领ETF,1.013,1.0105,-0.25,0.029,2.95,357347,35824160.0,1.0,1.018,0.981,0.984,3.76,12.47,1.83,-36.57,168695.0,188652.0,7889477.0,22.02,9530264.0,26.6,-1640787.0,-4.58,-8297878.0,-23.16,408401.0,1.14,-119,1.012,1.014,286628896.0,290355072,290355072,2024-11-11,2024-11-11 16:11:36+08:00
235,159915,创业板ETF,2.349,2.347,-0.09,0.067,2.94,31861165,7362300483.6,2.25,2.35,2.249,2.282,4.43,6.99,0.84,-62.68,16185167.0,15675998.0,1399451376.0,19.01,1952510672.0,26.52,-553059296.0,-7.51,-834254864.0,-11.33,-565196496.0,-7.68,411564,2.348,2.349,45573454848.0,107052045438,107052045438,2024-11-11,2024-11-11 15:34:09+08:00
236,159977,创业板ETF天弘,2.462,2.4621,0.0,0.07,2.93,540008,130984825.2,2.367,2.463,2.361,2.392,4.26,1.16,0.87,-59.31,281279.0,258729.0,30693168.0,23.43,30399604.0,23.21,293564.0,0.22,-11702435.0,-8.93,-18990733.0,-14.5,5414,2.461,2.462,4670936320.0,11499845220,11499845220,2024-11-11,2024-11-11 15:34:42+08:00
237,159948,创业板ETF南方,2.608,2.6075,-0.02,0.074,2.92,378802,96661308.9,2.482,2.619,2.482,2.534,5.41,1.91,1.17,-43.0,233983.0,144819.0,14722478.0,15.23,29355171.0,30.37,-14632693.0,-15.14,-8408777.0,-8.7,-6313701.0,-6.53,1506,2.607,2.608,1981697728.0,5168267675,5168267675,2024-11-11,2024-11-11 15:34:24+08:00
238,159814,创业大盘ETF,0.462,0.4621,0.02,0.013,2.9,1315299,59837463.29,0.443,0.462,0.442,0.449,4.45,7.1,0.78,-1.04,862909.0,452390.0,8342561.0,13.94,19642073.0,32.83,-11299512.0,-18.88,-6527186.0,-10.91,-1815375.0,-3.03,11782,0.461,0.462,1852246528.0,855737896,855737896,2024-11-11,2024-11-11 15:34:06+08:00
239,159505,国证2000指数ETF,1.073,1.0752,0.2,0.03,2.88,55900,5945573.589,1.042,1.08,1.025,1.043,5.27,22.27,1.32,-93.47,41252.0,14647.0,516586.0,8.69,1641845.0,27.61,-1125259.0,-18.93,-282379.0,-4.75,-234206.0,-3.94,1000,1.065,1.072,25104786.0,26937435,26937435,2024-11-11,2024-11-11 15:34:15+08:00
240,159971,创业板ETF富国,1.646,1.6476,0.1,0.046,2.88,599511,97206252.4,1.575,1.647,1.575,1.6,4.5,3.5,1.22,-15.73,409265.0,190246.0,16873995.0,17.36,22236001.0,22.88,-5362006.0,-5.52,-8592230.0,-8.84,-8281764.0,-8.52,-4611,1.646,1.647,1712010144.0,2817968697,2817968697,2024-11-11,2024-11-11 15:34:36+08:00
241,159851,金融科技ETF,1.646,1.6406,-0.33,0.046,2.88,4137498,671251922.2,1.563,1.648,1.562,1.6,5.38,23.55,0.82,-46.35,2336265.0,1801233.0,-41864451.0,-6.24,-126777420.0,-18.89,84912969.0,12.65,40558538.0,6.04,1305910.0,0.19,-47905,1.646,1.647,1756952080.0,2891943124,2891943124,2024-11-11,2024-11-11 15:34:33+08:00
242,159808,创100ETF融通,0.898,0.9005,0.28,0.025,2.86,109718,9716730.974,0.861,0.899,0.861,0.873,4.35,11.03,1.1,-60.92,64545.0,45173.0,-180018.0,-1.85,-145160.0,-1.49,-34858.0,-0.36,438800.0,4.52,-258782.0,-2.66,110,0.897,0.898,99484790.0,89337341,89337341,2024-11-11,2024-11-11 15:35:00+08:00
243,159908,创业板ETF博时,2.197,2.1983,0.06,0.061,2.86,159324,34528020.2,2.106,2.198,2.103,2.136,4.45,1.57,0.71,-75.34,103103.0,56221.0,7391505.0,21.41,8549369.0,24.76,-1157864.0,-3.35,-3716146.0,-10.76,-3675359.0,-10.64,-213,2.197,2.198,1013229024.0,2226064166,2226064166,2024-11-11,2024-11-11 15:34:09+08:00
244,159608,稀有金属ETF,0.652,0.6506,-0.22,0.018,2.84,308415,19817025.1,0.63,0.652,0.628,0.634,3.79,7.79,0.58,30.41,164757.0,143658.0,2591677.0,13.08,3377597.0,17.04,-785920.0,-3.97,-1870780.0,-9.44,-720896.0,-3.64,1286,0.651,0.652,396010064.0,258198562,258198562,2024-11-11,2024-11-11 15:34:09+08:00
245,561800,稀有金属ETF基金,0.621,0.6158,-0.84,0.017,2.81,133132,8122115.0,0.598,0.621,0.593,0.604,4.64,8.09,0.69,17.72,84653.0,48479.0,1138288.0,14.01,1623234.0,19.99,-484946.0,-5.97,-824678.0,-10.15,-313611.0,-3.86,30,0.62,0.621,164577200.0,102202441,102202441,2024-11-11,2024-11-11 16:11:39+08:00
246,562010,绿色能源ETF,0.805,0.8065,0.19,0.022,2.81,12731,1015711.0,0.784,0.806,0.78,0.783,3.32,5.24,1.61,-9.68,8289.0,4442.0,417138.0,41.07,48300.0,4.76,368838.0,36.31,-357492.0,-35.2,-59647.0,-5.87,-819,0.805,0.806,24298700.0,19560454,19560454,2024-11-11,2024-11-11 16:11:37+08:00
247,159949,创业板50ETF,1.066,1.0673,0.12,0.029,2.8,25489155,2675797610.813,1.022,1.067,1.02,1.037,4.53,8.93,0.76,-74.91,14106382.0,11382773.0,331308928.0,12.38,579525120.0,21.66,-248216192.0,-9.28,-230570592.0,-8.62,-100738340.0,-3.76,324062,1.065,1.066,28544785152.0,30428740972,30428740972,2024-11-11,2024-11-11 15:34:24+08:00
248,512580,环保ETF,1.109,1.1053,-0.33,0.03,2.78,287885,31431733.0,1.079,1.11,1.076,1.079,3.15,2.21,2.09,4.45,102721.0,185164.0,11803920.0,37.55,7382278.0,23.49,4421642.0,14.07,-11175701.0,-35.56,-628220.0,-2.0,90,1.107,1.108,1302271696.0,1444219311,1444219311,2024-11-11,2024-11-11 16:11:57+08:00
249,159991,创大盘ETF,0.519,0.5191,0.02,0.014,2.77,557513,28536861.562,0.498,0.519,0.498,0.505,4.16,10.84,1.04,-96.19,312054.0,245459.0,5257503.0,18.42,11400714.0,39.95,-6143211.0,-21.53,-4450334.0,-15.6,-807170.0,-2.83,3196,0.518,0.519,514263168.0,266902584,266902584,2024-11-11,2024-11-11 15:34:45+08:00
250,516860,金融科技ETF,1.409,1.4043,-0.33,0.038,2.77,1255985,173684613.0,1.343,1.41,1.335,1.371,5.47,22.49,0.74,16.71,657535.0,598450.0,-66698.0,-0.04,16903135.0,9.73,-16969833.0,-9.77,-390160.0,-0.22,456858.0,0.26,511,1.407,1.409,558522000.0,786957498,786957498,2024-11-11,2024-11-11 16:11:47+08:00
251,159861,碳中和50ETF,0.967,0.969,0.21,0.026,2.76,40630,3891283.7,0.941,0.968,0.937,0.941,3.29,1.77,0.48,-94.95,22139.0,18491.0,1240872.0,31.89,0.0,0.0,1240872.0,31.89,-929567.0,-23.89,-311306.0,-8.0,350,0.966,0.967,229117535.0,221556656,221556656,2024-11-11,2024-11-11 15:34:30+08:00
252,159964,创业板ETF平安,1.529,1.5327,0.24,0.041,2.76,105136,15823779.5,1.479,1.532,1.47,1.488,4.17,2.54,0.79,-28.24,57988.0,47148.0,1815019.0,11.47,2864167.0,18.1,-1049148.0,-6.63,-435657.0,-2.75,-1379363.0,-8.72,-38,1.529,1.53,413481888.0,632213807,632213807,2024-11-11,2024-11-11 15:34:33+08:00
253,159556,中证2000ETF增强,0.972,0.9743,0.24,0.026,2.75,78046,7511176.205,0.946,0.972,0.938,0.946,3.59,7.0,1.12,-25.9,46760.0,31286.0,271671.0,3.62,-1346998.0,-17.93,1618669.0,21.55,-275863.0,-3.67,4192.0,0.06,1203,0.97,0.972,111556089.0,108432519,108432519,2024-11-11,2024-11-11 15:34:48+08:00
254,159966,创业板价值ETF,0.524,0.5235,-0.1,0.014,2.75,642781,33225885.324,0.508,0.527,0.503,0.51,4.71,5.33,1.33,-81.26,383584.0,259197.0,3488071.0,10.5,4057163.0,12.21,-569092.0,-1.71,-2732533.0,-8.22,-755537.0,-2.27,4431,0.523,0.524,1206299520.0,632100948,632100948,2024-11-11,2024-11-11 15:34:33+08:00
255,159957,创业板100ETF华夏,1.545,1.5491,0.26,0.041,2.73,705663,107373045.1,1.48,1.549,1.48,1.504,4.59,3.75,0.85,-36.96,367392.0,338271.0,12052166.0,11.22,8328571.0,7.76,3723595.0,3.47,-6458756.0,-6.02,-5593409.0,-5.21,-1649,1.545,1.547,1883784560.0,2910447145,2910447145,2024-11-11,2024-11-11 15:34:27+08:00
256,562970,光伏ETF易方达,1.018,1.019,0.1,0.027,2.72,518741,52486871.0,0.992,1.024,0.983,0.991,4.14,30.08,0.89,-63.54,332589.0,186152.0,10729307.0,20.44,25394557.0,48.38,-14665250.0,-27.94,-8511695.0,-16.22,-2217613.0,-4.23,5,1.017,1.018,172448000.0,175552064,175552064,2024-11-11,2024-11-11 16:11:57+08:00
257,512660,军工ETF,1.217,1.2132,-0.31,0.032,2.7,7804843,938624295.0,1.201,1.219,1.181,1.185,3.21,8.02,0.73,-35.55,4443762.0,3361081.0,61166684.0,6.52,150759472.0,16.06,-89592788.0,-9.55,-20573457.0,-2.19,-40593234.0,-4.32,35,1.215,1.216,9737080064.0,11850026438,11850026438,2024-11-11,2024-11-11 16:11:56+08:00
258,159676,创业板增强ETF富国,0.992,0.9945,0.25,0.026,2.69,296025,29013009.172,0.962,0.994,0.955,0.966,4.04,7.74,1.52,-91.21,191245.0,104780.0,3969165.0,13.68,3095039.0,10.67,874126.0,3.01,-2790321.0,-9.62,-1178843.0,-4.06,-61,0.992,0.993,382564176.0,379503663,379503663,2024-11-11,2024-11-11 15:34:51+08:00
259,159918,中创400ETF,2.024,2.0291,0.25,0.053,2.69,4533,909107.3,1.971,2.026,1.971,1.971,2.79,1.15,0.61,-55.47,2373.0,2160.0,-150463.0,-16.55,0.0,0.0,-150463.0,-16.55,145594.0,16.02,4870.0,0.54,3,2.017,2.045,39561264.0,80071998,80071998,2024-11-11,2024-11-11 15:35:03+08:00
260,562800,稀有金属ETF,0.578,0.5759,-0.36,0.015,2.66,1191479,67894873.0,0.557,0.579,0.555,0.563,4.26,7.22,0.79,-39.67,666357.0,525121.0,6853175.0,10.09,7828812.0,11.53,-975637.0,-1.44,-5314521.0,-7.83,-1538655.0,-2.27,-173,0.578,0.579,1650145008.0,953783815,953783815,2024-11-11,2024-11-11 16:11:46+08:00
261,159681,创50ETF,1.045,1.0465,0.14,0.027,2.65,840108,86632554.04,1.002,1.047,0.995,1.018,5.11,5.22,0.95,-41.87,506622.0,333486.0,14136947.0,16.32,28146753.0,32.49,-14009806.0,-16.17,-10486941.0,-12.11,-3650007.0,-4.21,1983,1.044,1.045,1609772336.0,1682212091,1682212091,2024-11-11,2024-11-11 15:35:03+08:00
262,159821,BOCI创业板ETF,0.893,0.893,0.0,0.023,2.64,90259,7938782.0,0.87,0.896,0.85,0.87,5.29,13.69,0.83,-14.27,56394.0,33865.0,1879185.0,23.67,778267.0,9.8,1100918.0,13.87,-1041269.0,-13.12,-837917.0,-10.55,481,0.89,0.893,65920000.0,58866560,58866560,2024-11-11,2024-11-11 15:34:09+08:00
263,159777,创科技ETF,0.779,0.7811,0.27,0.02,2.64,289763,22330122.8,0.755,0.781,0.747,0.759,4.48,10.45,0.85,-82.67,175391.0,114372.0,5747960.0,25.74,8636635.0,38.68,-2888675.0,-12.94,-4203645.0,-18.82,-1544316.0,-6.92,4903,0.778,0.779,277280560.0,216001556,216001556,2024-11-11,2024-11-11 15:34:36+08:00
264,515920,智能消费ETF,0.909,0.9105,0.16,0.023,2.6,52514,4733671.0,0.883,0.91,0.883,0.886,3.05,2.22,0.95,-30.06,29229.0,23285.0,1613458.0,34.08,504256.0,10.65,1109202.0,23.43,-1188964.0,-25.12,-424495.0,-8.97,600,0.907,0.91,236905700.0,215347281,215347281,2024-11-11,2024-11-11 16:11:59+08:00
265,561780,1000增强ETF,1.108,1.1069,-0.1,0.028,2.59,30803,3378577.0,1.044,1.15,1.044,1.08,9.81,18.17,1.2,-23.5,23668.0,7135.0,89039.0,2.64,0.0,0.0,89039.0,2.64,-136173.0,-4.03,47134.0,1.4,4,1.105,1.108,16955800.0,18787026,18787026,2024-11-11,2024-11-11 16:11:40+08:00
266,159682,创业50ETF,1.03,1.0341,0.4,0.026,2.59,5664450,575646369.546,0.99,1.031,0.987,1.004,4.38,8.88,0.81,-46.18,2992117.0,2672333.0,104922248.0,18.23,108000310.0,18.76,-3078062.0,-0.53,-76530802.0,-13.29,-28391437.0,-4.93,-63068,1.03,1.031,6375307776.0,6566567009,6566567009,2024-11-11,2024-11-11 15:34:15+08:00
267,159671,稀有金属ETF基金,0.796,0.7963,0.04,0.02,2.58,311751,24593235.27,0.768,0.797,0.765,0.776,4.12,4.03,0.72,-67.56,180820.0,130932.0,274486.0,1.12,4108111.0,16.7,-3833625.0,-15.59,-197338.0,-0.8,-77150.0,-0.31,-2957,0.796,0.797,773551744.0,615747188,615747188,2024-11-11,2024-11-11 15:34:51+08:00
268,159533,中证2000ETF基金,1.237,1.2415,0.36,0.031,2.57,7281,885238.729,1.182,1.238,1.182,1.206,4.64,6.96,0.27,2.02,2366.0,4915.0,-10648.0,-1.2,244938.0,27.67,-255586.0,-28.87,-68283.0,-7.71,78930.0,8.92,-48,1.238,1.24,10458785.0,12937517,12937517,2024-11-11,2024-11-11 15:34:51+08:00
269,513310,中韩半导体ETF,1.557,1.5636,0.42,0.039,2.57,24341257,3765536941.0,1.522,1.566,1.511,1.518,3.62,,1.69,-49.22,12960709.0,11380548.0,31277056.0,0.83,59799184.0,1.59,-28522128.0,-0.76,-32081872.0,-0.85,804800.0,0.02,-3131,1.557,1.558,556427008.0,866356851,866356851,2024-11-11,2024-11-11 16:12:02+08:00
270,516880,光伏50ETF,0.763,0.7632,0.03,0.019,2.55,628151,47466173.0,0.744,0.766,0.737,0.744,3.9,5.46,1.02,-81.22,388503.0,239648.0,6986802.0,14.72,10767321.0,22.68,-3780519.0,-7.96,-3910222.0,-8.24,-3076581.0,-6.48,-27,0.763,0.764,1149944096.0,877407345,877407345,2024-11-11,2024-11-11 16:11:57+08:00
271,159618,光伏ETF指数基金,0.724,0.7264,0.33,0.018,2.55,77171,5555389.5,0.707,0.728,0.703,0.706,3.54,7.78,0.64,-60.89,41677.0,35494.0,1674768.0,30.15,1707244.0,30.73,-32476.0,-0.58,-1098990.0,-19.78,-575776.0,-10.36,369,0.723,0.724,99131407.0,71771139,71771139,2024-11-11,2024-11-11 15:34:30+08:00
272,516320,高端装备ETF,0.846,0.8435,-0.3,0.021,2.55,168208,14026231.0,0.832,0.847,0.82,0.825,3.27,13.95,1.39,42.51,99882.0,68326.0,785258.0,5.6,2610967.0,18.61,-1825709.0,-13.02,-685471.0,-4.89,-99788.0,-0.71,-18,0.844,0.847,120589300.0,102018548,102018548,2024-11-11,2024-11-11 16:11:39+08:00
273,159907,2000ETF,0.806,0.8057,-0.04,0.02,2.54,168509,13431869.2,0.784,0.806,0.778,0.786,3.56,7.83,0.7,23.82,75559.0,92950.0,875732.0,6.52,-1363336.0,-10.15,2239068.0,16.67,-239241.0,-1.78,-636490.0,-4.74,303,0.805,0.806,215197694.0,173449341,173449341,2024-11-11,2024-11-11 15:34:06+08:00
274,159507,电信ETF,1.169,1.1672,-0.15,0.029,2.54,32169,3698411.7,1.139,1.17,1.135,1.14,3.07,8.26,0.93,30.85,19562.0,12607.0,-57437.0,-1.55,2433.0,0.07,-59870.0,-1.62,216782.0,5.86,-159347.0,-4.31,-8,1.169,1.17,38943634.0,45525108,45525108,2024-11-11,2024-11-11 15:34:18+08:00
275,159863,光伏ETF基金,0.607,0.6082,0.2,0.015,2.53,431268,25954657.206,0.591,0.61,0.586,0.592,4.05,9.85,1.4,-83.65,288955.0,142313.0,2669762.0,10.29,3216992.0,12.39,-547230.0,-2.11,-1312592.0,-5.06,-1357171.0,-5.23,1097,0.606,0.607,437729360.0,265701722,265701722,2024-11-11,2024-11-11 15:34:39+08:00
276,159609,光伏龙头ETF,0.53,0.5302,0.04,0.013,2.51,573807,30150440.658,0.516,0.532,0.512,0.517,3.87,10.27,0.84,-43.15,330349.0,243458.0,3475437.0,11.53,1988685.0,6.6,1486752.0,4.93,-2661841.0,-8.83,-813595.0,-2.7,8323,0.529,0.53,558903408.0,296218806,296218806,2024-11-11,2024-11-11 15:34:21+08:00
277,512560,军工ETF易方达,0.736,0.7339,-0.29,0.018,2.51,937006,68211190.0,0.725,0.737,0.716,0.718,2.92,7.7,0.89,-3.29,564486.0,372520.0,2297902.0,3.37,13612366.0,19.96,-11314464.0,-16.59,-1217353.0,-1.78,-1080549.0,-1.58,497,0.735,0.736,1216127008.0,895069478,895069478,2024-11-11,2024-11-11 16:11:50+08:00
278,563200,中证2000ETF富国,1.113,1.1141,0.1,0.027,2.49,44877,4914321.0,1.064,1.113,1.064,1.086,4.51,12.66,1.6,-6.84,27300.0,17577.0,-147602.0,-3.0,464569.0,9.45,-612171.0,-12.46,147429.0,3.0,172.0,0.0,1,1.111,1.113,35458800.0,39465644,39465644,2024-11-11,2024-11-11 16:11:48+08:00
279,159679,中证1000增强ETF,1.035,1.0404,0.52,0.025,2.48,220879,22712440.338,1.008,1.039,1.0,1.01,3.86,8.79,1.4,-47.42,162125.0,58753.0,2847130.0,12.54,-2107642.0,-9.28,4954772.0,21.82,-2159440.0,-9.51,-687690.0,-3.03,519,1.034,1.035,251289156.0,260084276,260084276,2024-11-11,2024-11-11 15:34:57+08:00
280,560980,光伏30ETF,0.58,0.5812,0.21,0.014,2.47,374634,21591229.0,0.567,0.583,0.562,0.566,3.71,12.61,1.1,17.69,221869.0,152765.0,2826452.0,13.09,2884904.0,13.36,-58452.0,-0.27,-2050533.0,-9.5,-775919.0,-3.59,60,0.579,0.58,297022000.0,172272760,172272760,2024-11-11,2024-11-11 16:11:42+08:00
281,512680,军工ETF龙头,1.245,1.2421,-0.23,0.03,2.47,1488305,183316731.0,1.235,1.246,1.212,1.215,2.8,4.38,0.88,27.62,751385.0,736920.0,473533.0,0.26,49065114.0,26.77,-48591581.0,-26.51,-232647.0,-0.13,-240886.0,-0.13,10,1.244,1.245,3396930096.0,4229177970,4229177970,2024-11-11,2024-11-11 16:11:45+08:00
282,159864,光伏50ETF,0.582,0.5828,0.14,0.014,2.46,454806,26218664.6,0.566,0.584,0.56,0.568,4.23,5.64,0.92,-77.18,267376.0,187430.0,3079791.0,11.75,4229148.0,16.13,-1149357.0,-4.38,-2042212.0,-7.79,-1037579.0,-3.96,1951,0.581,0.582,806526832.0,469398616,469398616,2024-11-11,2024-11-11 15:34:30+08:00
283,515790,光伏ETF,0.916,0.9151,-0.1,0.022,2.46,8769516,795946268.0,0.887,0.92,0.882,0.894,4.25,7.44,0.85,-59.73,5360434.0,3409082.0,50653445.0,6.36,56201264.0,7.06,-5547819.0,-0.7,-25936599.0,-3.26,-24716849.0,-3.11,-574,0.916,0.917,11791493888.0,10801008401,10801008401,2024-11-11,2024-11-11 16:11:57+08:00
